,White,Black,WhiteELO,BlackELO,Date,Event,Result,Opening
1225,"Giri, Anish","Mamedyarov, Shakhriyar",2755,2761,2016.10.05,tourn,1/2-1/2,C54
1226,"Mamedyarov, Shakhriyar","Gelfand, Boris",2722,2729,2006.09.16,,1/2-1/2,E19
1227,"Jakymov, V.","Mamedyarov, Shakhriyar",2281,2493,2001.09.01,,1/2-1/2,C56
1228,"Mamedyarov, Shakhriyar","Duda, Jan Krzysztof",2772,2758,2019.12.27,rapid,1-0,E60
1229,"Stromboli, Ettore","Mamedyarov, Shakhriyar",2308,2770,2021.02.02,,0-1,B01
1230,"Mamedyarov, Shakhriyar","Ding, Liren",2799,2777,2017.12.14,swiss (rapid),1/2-1/2,E32
1231,"Mamedyarov, Shakhriyar","Maslak, Konstantin",2817,2555,2018.12.29,swiss (blitz),1-0,A53
1232,"Mamedyarov, Shakhriyar","Lagarde, Maxime",2767,2657,2019.10.25,,1/2-1/2,A88
1233,"Hansen, Eric","Mamedyarov, Shakhriyar",2629,2804,2018.02.03,,0-1,C72
1234,"Anand, Viswanathan","Mamedyarov, Shakhriyar",2792,2709,2006.03.16,blitz,1/2-1/2,C76
1235,"Mamedyarov, Shakhriyar","Sargissian, Gabriel",2709,2603,2006.03.13,,1/2-1/2,E12
1236,"Artemiev, Vladislav","Mamedyarov, Shakhriyar",2731,2772,2019.12.30,blitz,1-0,A06
1237,"Mamedyarov, Shakhriyar","Ding, Liren",2765,2799,2021.11.09,,1-0,E20
1238,"Naiditsch, Arkadij","Mamedyarov, Shakhriyar",2705,2743,2014.06.18,swiss (rapid),1/2-1/2,B07
1239,"Mamedyarov, Shakhriyar","Wei, Yi",2775,2551,2013.08.17,k.o.,1/2-1/2,E32
1240,"Mamedyarov, Shakhriyar","Svidler, Peter",2726,2749,2012.07.08,tourn (rapid),0-1,D91
1241,"Mamedyarov, Shakhriyar","Ivanchuk, Vassily",2756,2754,2010.09.30,team-swiss,1-0,A79
1242,"Mamedyarov, Shakhriyar","Gurevich, Tom",2752,2627,2007.10.28,,1-0,D36
1243,"Lu, Shanglei","Mamedyarov, Shakhriyar",2546,2743,2014.06.19,swiss (blitz),1-0,B11
1244,"Dominguez Perez, Leinier","Mamedyarov, Shakhriyar",2758,2782,2021.08.28,rapid,0-1,
1245,"Mamedyarov, Shakhriyar","Le, Quang Liem",2733,2714,2011.12.12,swiss (blitz),1/2-1/2,D23
1246,"Mamedyarov, Shakhriyar","So, W.",2764,2770,2020.03.10,,1/2-1/2,D40
1247,"Mamedyarov, Shakhriyar","Nakamura, Hikaru",2743,2787,2014.08.14,,1-0,D10
1248,"Mamedyarov, Shakhriyar","Istratescu, Andrei",2646,2624,2005.08.02,team-swiss,1/2-1/2,D32
1249,"Mamedyarov, Shakhriyar","Jakovenko, Dmitry",2772,2698,2019.12.11,,1/2-1/2,E21
1250,"Mamedyarov, Shakhriyar","Jobava, Baadur",2764,2603,2020.06.26,,1-0,B12
1251,"Mamedyarov, Shakhriyar","Harikrishna, Pentala",2761,2752,2016.09.06,,0-1,D43
1252,"Mamedyarov, Shakhriyar","Duda, Jan Krzysztof",2762,2756,????.??.??,,1/2-1/2,
1253,"Li, Chao","Mamedyarov, Shakhriyar",2746,2761,2016.09.25,blitz,0-1,A49
1254,"Mamedyarov, Shakhriyar","Radjabov, Teimour",2756,2748,2010.11.01,k.o. (rapid),1/2-1/2,E69
1255,"Narayanan, Srinath","Mamedyarov, Shakhriyar",2540,2770,2020.12.19,,0-1,A05
1256,"Mamedyarov, Shakhriyar","Ivic, Velimir",2754,2575,2021.12.29,blitz,1/2-1/2,
1257,"Vachier Lagrave, Maxime","Mamedyarov, Shakhriyar",2777,2772,2021.10.14,team,1/2-1/2,C53
1258,"Mamedyarov, Shakhriyar","Aronian, Levon",2808,2764,2018.06.24,tourn (rapid),0-1,D10
1259,"Vachier Lagrave, Maxime","Mamedyarov, Shakhriyar",2703,2763,2010.11.16,tourn (blitz),0-1,B48
1260,"Mamedyarov, Shakhriyar","Andreikin, Dmitry",2809,2712,2018.03.05,tourn (blitz),0-1,D10
1261,Praggnanandhaa R,"Mamedyarov, Shakhriyar",2624,2771,2022.04.23,,1-0,D11
1262,"Mamedyarov, Shakhriyar","Eljanov, Pavel",2748,2765,2016.05.28,tourn,1-0,E12
1263,"Anand, Viswanathan","Mamedyarov, Shakhriyar",2760,2808,2018.05.27,tourn (blitz),1/2-1/2,C77
1264,"Aronian, Levon","Mamedyarov, Shakhriyar",2765,2764,2019.08.21,,1/2-1/2,C42
1265,"Mamedyarov, Shakhriyar","Grischuk, Alexander",2782,2778,2021.07.10,,0-1,
1266,"Mamedyarov, Shakhriyar","Wei, Yi",2770,2732,2020.02.05,,0-1,A35
1267,"Kozul, Zdenko","Mamedyarov, Shakhriyar",2609,2752,2007.11.28,k.o.,1/2-1/2,E61
1268,"Nakamura, Hikaru","Mamedyarov, Shakhriyar",2787,2809,2018.03.01,blitz,1/2-1/2,D43
1269,"Hansen, Eric","Mamedyarov, Shakhriyar",2606,2770,2021.01.19,,0-1,B10
1270,"Mamedyarov, Shakhriyar","Aronian, Levon",2765,2797,2014.12.13,tourn (blitz),0-1,D90
1271,"Mamedyarov, Shakhriyar","Vokhidov, Shamsiddin",2770,2529,2020.12.19,,1/2-1/2,E32
1272,"Ragger, Markus","Mamedyarov, Shakhriyar",2688,2735,2015.08.21,match,1/2-1/2,D45
1273,"Mamedyarov, Shakhriyar","Kerimov, Rashad",2201,,2000.??.??,tourn,1-0,D02
1274,"Mikhalevski, Victor","Mamedyarov, Shakhriyar",2552,2770,2021.03.27,,0-1,
1275,"Fedoseev, Vladimir","Mamedyarov, Shakhriyar",2718,2799,2017.12.29,blitz,0-1,C76
1276,"Mamedyarov, Shakhriyar","Anand, Viswanathan",2709,2792,2006.01.25,tourn,1/2-1/2,E15
1277,"Mamedyarov, Shakhriyar","Carlsen, Magnus",2748,2834,2015.12.28,swiss,0-1,D38
1278,"Mamedyarov, Shakhriyar","Oparin, Grigoriy",2770,2652,2021.03.06,,1-0,E32
1279,"Mamedyarov, Shakhriyar","Karpov, Anatoly",2752,2670,2007.11.22,,0-1,A01
1280,"Mamedyarov, Shakhriyar","Zhigalko, Sergei",2770,2572,2021.05.08,,0-1,B22
1281,"Mamedyarov, Shakhriyar","Timofeev, Artyom",2646,2578,2004.02.21,,1-0,D45
1282,"Tsydypov, Zhamsaran","Mamedyarov, Shakhriyar",2565,2770,2021.04.03,,0-1,C45
1283,"Yang, Wenyi","Mamedyarov, Shakhriyar",2573,2743,2015.12.09,,0-1,A45
1284,"Mamedyarov, Shakhriyar","Anton Guijarro, David",2817,2642,2018.12.28,swiss (rapid),1-0,A88
1285,"Mamedyarov, Shakhriyar","Kasimdzhanov, Rustam",2750,2694,2016.06.18,,1/2-1/2,D02
1286,"Pichot, Alan","Mamedyarov, Shakhriyar",2630,2770,2021.05.25,,0-1,
1287,"Mamedyarov, Shakhriyar","Li, Di",2817,2488,2019.02.12,team-swiss (rapid),1-0,C42
1288,"Gelfand, Boris","Mamedyarov, Shakhriyar",2755,2753,2013.06.22,,1/2-1/2,D38
1289,"Salem, A.R. Saleh","Mamedyarov, Shakhriyar",2531,2753,2013.06.09,swiss (blitz),0-1,D06
1290,"Areshchenko, Alexander","Mamedyarov, Shakhriyar",2660,2699,2006.06.19,,0-1,C24
1291,"Harikrishna, Pentala","Mamedyarov, Shakhriyar",2685,2729,2012.09.09,team-swiss,0-1,B19
1292,"Arkell, Keith C","Mamedyarov, Shakhriyar",2381,2770,2021.02.09,,0-1,D02
1293,"Mamedyarov, Shakhriyar","Anand, Viswanathan",2767,2751,2021.12.23,blitz,1/2-1/2,E35
1294,"Korobov, Anton","Mamedyarov, Shakhriyar",2692,2768,2016.12.29,swiss (blitz),1-0,D32
1295,"Mamedyarov, Shakhriyar","Caruana, Fabiano",2765,2819,2019.07.31,blitz,0-1,
1296,"Mamedyarov, Shakhriyar","Drabke, Lorenz Maximilian",2657,2453,2004.05.15,,1-0,A29
1297,"Wagener, Claude","Mamedyarov, Shakhriyar",2261,2729,2012.08.28,team-swiss,0-1,B48
1298,"Mamedyarov, Shakhriyar","Bacrot, Etienne",2765,2718,2014.12.13,tourn (blitz),1-0,E61
1299,"Mamedyarov, Shakhriyar","Giri, Anish",2801,2782,2018.09.07,,0-1,A00
1300,"Mamedyarov, Shakhriyar","Kim, Seonu",2764,2295,2020.06.26,,1-0,C26
1301,"Mamedyarov, Shakhriyar","Leko, Peter",2757,2730,2013.12.16,tourn (blitz),0-1,E32
1302,"Seifert, Norbert","Mamedyarov, Shakhriyar",2119,2722,2006.08.19,swiss (rapid),0-1,B07
1303,"Karjakin, Sergey","Mamedyarov, Shakhriyar",2750,2764,2019.08.17,,1/2-1/2,B01
1304,"Goloshchapov, Alexander","Mamedyarov, Shakhriyar",2558,2607,2003.05.31,swiss,1/2-1/2,B33
1305,"Mamedyarov, Shakhriyar","Dubov, Daniil",2809,2701,2018.03.05,tourn (blitz),0-1,D32
1306,"Mamedyarov, Shakhriyar","Masciolini, Giovanni",2770,1795,2021.03.26,,1-0,
1307,"Mamedyarov, Shakhriyar","Sutovsky, Emil",2595,2646,2003.10.18,,0-1,B22
1308,"Mamedyarov, Shakhriyar","Firouzja, Alireza",2761,2703,2021.04.27,,1-0,
1309,"Bacrot, Etienne","Mamedyarov, Shakhriyar",2706,2800,2017.06.23,tourn (rapid),1/2-1/2,B11
1310,"Mamedyarov, Shakhriyar","Cerveny, Martin",2764,2386,2020.06.23,,1-0,D11
1311,"Mamedyarov, Shakhriyar","Aronian, Levon",2657,2645,2004.05.22,,1/2-1/2,E46
1312,"Li, Chao b","Mamedyarov, Shakhriyar",2699,2817,2019.02.12,team-swiss (rapid),1/2-1/2,D06
1313,"Bu, Xiangzhi","Mamedyarov, Shakhriyar",2760,2716,2020.05.15,,1/2-1/2,
1314,"Caruana, Fabiano","Mamedyarov, Shakhriyar",2835,2764,2020.09.20,,1/2-1/2,B40
1315,"Sebag, Marie","Mamedyarov, Shakhriyar",2448,2722,2006.08.19,,0-1,C68
1316,"Mamedyarov, Shakhriyar",Praggnanandhaa R,2771,2624,2022.04.23,,1/2-1/2,D41
1317,"Mamedyarov, Shakhriyar","Ponikarovsky, Alexey",2770,1929,2021.03.09,,1-0,D30
1318,"Mamedyarov, Shakhriyar","Tomashevsky, Evgeny",2759,2716,2015.02.18,tourn,0-1,D15
1319,"Fedoseev, Vladimir","Mamedyarov, Shakhriyar",2690,2754,2021.12.29,blitz,1/2-1/2,
1320,"Mamedyarov, Shakhriyar","Gelfand, Boris",,,????.??.??,,0-1,
1321,"Kamsky, Gata","Mamedyarov, Shakhriyar",2705,2757,2007.05.15,,1-0,B08
1322,"Akopian, Vladimir Eduardovic","Mamedyarov, Shakhriyar",2681,2733,2011.11.04,team-swiss,1/2-1/2,A16
1323,"Gatineau, Yovann","Mamedyarov, Shakhriyar",2423,2764,2020.09.29,,1-0,D00
1324,"Mamedyarov, Shakhriyar","Gurieli, Nino",2657,2345,2004.04.19,,1-0,C28
1325,"Mamedyarov, Shakhriyar","Lagno, Kateryna",2709,2500,2006.02.17,match (blitz),0-1,D39
1326,"Karjakin, Sergey","Mamedyarov, Shakhriyar",2766,2757,2014.03.18,tourn,1/2-1/2,B52
1327,"Mamedyarov, Shakhriyar","Carlsen, Magnus",2760,2733,2008.03.23,,0-1,E12
1328,"Mamedyarov, Shakhriyar","Leko, Peter",2729,2737,2012.10.03,,1/2-1/2,E32
1329,"Mamedyarov, Shakhriyar","Harikrishna, Pentala",2736,2737,2015.10.14,blitz,1-0,E52
1330,"Carlsen, Magnus","Mamedyarov, Shakhriyar",2887,2716,2020.05.15,,1-0,
1331,"Mamedyarov, Shakhriyar","Karjakin, Sergey",2719,2723,2009.12.04,k.o.,1/2-1/2,E12
1332,"Mamedyarov, Shakhriyar","Aronian, Levon",2782,2782,2021.08.04,,0-1,
1333,"Mamedyarov, Shakhriyar","Tregubov, Pavel V",2731,2646,2008.10.28,k.o. (rapid),1-0,A57
1334,"Mamedyarov, Shakhriyar","Giri, Anish",2762,2777,2021.10.02,,1-0,A15
1335,"Mamedyarov, Shakhriyar","Vachier Lagrave, Maxime",2765,2775,2019.07.24,,0-1,
1336,"Mamedyarov, Shakhriyar","Artemiev, Vladislav",2799,2691,2017.12.12,tourn (blitz),0-1,D94
1337,"Mamedyarov, Shakhriyar","Asadli, Vugar",2767,2579,2021.12.22,blitz,1-0,D36
1338,"Mamedyarov, Shakhriyar","Anand, Viswanathan",2757,2770,2014.03.15,tourn,0-1,D23
1339,"Mamedyarov, Shakhriyar","Aronian, Levon",2709,2752,2006.01.22,,0-1,E15
1340,"Mamedyarov, Shakhriyar","Hansen, Eric",2767,2606,2022.02.20,,1-0,
1341,"Petrosian, Davit Gevorgi","Mamedyarov, Shakhriyar",2303,2301,2000.09.14,,0-1,C45
1342,"Jakovenko, Dmitry","Mamedyarov, Shakhriyar",2710,2752,2007.11.10,,1/2-1/2,C76
1343,"Trent, Lawrence","Mamedyarov, Shakhriyar",2217,2503,2001.10.23,,0-1,C55
1344,"Mamedyarov, Shakhriyar","Akhvlediani, Irakli",2770,2355,2020.12.22,,1-0,E61
1345,"Mamedyarov, Shakhriyar","Nakamura, Hikaru",2809,2787,2018.03.01,blitz,1-0,E21
1346,"Yaniuk, Volodymyr","Mamedyarov, Shakhriyar",2227,2770,2021.02.02,,0-1,D00
1347,"Sanal, Vahap","Mamedyarov, Shakhriyar",2581,2764,2020.07.08,,1/2-1/2,B33
1348,"Mamedyarov, Shakhriyar","Cheparinov, Ivan",2799,2710,2017.12.29,blitz,1-0,D37
1349,"Mamedyarov, Shakhriyar","Radjabov, Teimour",2595,2650,2003.11.27,tourn (rapid),1/2-1/2,A47
1350,"Mamedyarov, Shakhriyar","Nepomniachtchi, Ian",2765,2775,2019.07.28,blitz,1-0,
1351,"Mamedyarov, Shakhriyar","Nabaty, Tamir",2765,2584,2011.07.23,team-tourn,1/2-1/2,C42
1352,"Stellwagen, Daniel","Mamedyarov, Shakhriyar",2524,2657,2005.01.26,,1/2-1/2,C42
1353,"Gelfand, Boris","Mamedyarov, Shakhriyar",2759,2757,2014.11.13,blitz,0-1,D12
1354,"Bu, Xiangzhi","Mamedyarov, Shakhriyar",2719,2750,2016.04.15,,1/2-1/2,D35
1355,"Carlsen, Magnus","Mamedyarov, Shakhriyar",2801,2719,2009.11.16,,1-0,D85
1356,"Mamedyarov, Shakhriyar","Ding, Liren",2765,2799,2021.11.09,,1-0,D38
1357,"Mamedyarov, Shakhriyar","Wesley, George",2790,2762,2019.06.13,,1/2-1/2,D00
1358,"Salem, A.R. Saleh","Mamedyarov, Shakhriyar",2660,2817,2018.12.28,swiss (rapid),0-1,C77
1359,"Mamedyarov, Shakhriyar","Najer, Evgeniy",2674,2641,2005.12.02,k.o.,1-0,E17
1360,"Anand, Viswanathan","Mamedyarov, Shakhriyar",2764,2765,2019.08.01,blitz,1/2-1/2,
1361,"Mamedyarov, Shakhriyar","Aronian, Levon",2770,2781,2021.06.11,,1-0,
1362,"Mamedyarov, Shakhriyar","Akbarinia, Sayed Arash",2479,2196,2001.??.??,tourn,1-0,D37
1363,"Tomashevsky, Evgeny","Mamedyarov, Shakhriyar",2688,2721,2009.10.27,team-swiss,1/2-1/2,D75
1364,"Mamedyarov, Shakhriyar","Leko, Peter",2764,2732,2012.12.18,swiss (rapid),1/2-1/2,E32
1365,"Mamedyarov, Shakhriyar","Duda, Jan Krzysztof",2799,2717,2017.12.26,swiss (rapid),1/2-1/2,D05
1366,"Vidit, Santosh Gujrathi","Mamedyarov, Shakhriyar",2726,2782,2021.08.30,rapid,1/2-1/2,
1367,"Mamedyarov, Shakhriyar","Agrest, Evgenij",2657,2601,2004.05.20,swiss,1-0,D15
1368,"Mamedyarov, Shakhriyar","Oparin, Grigoriy",2770,2652,2021.03.06,,1-0,A01
1369,"Karjakin, Sergey","Mamedyarov, Shakhriyar",2777,2756,2014.09.19,tourn,0-1,C42
1370,"Vachier Lagrave, Maxime","Mamedyarov, Shakhriyar",2775,2765,2019.08.01,blitz,1/2-1/2,
1371,"Matlakov, Maxim","Mamedyarov, Shakhriyar",2690,2786,2018.12.27,blitz,1-0,A50
1372,"Libiszewski, Fabien","Mamedyarov, Shakhriyar",2500,2733,2011.12.30,k.o.,1/2-1/2,C82
1373,"Arnaudov, Petar","Mamedyarov, Shakhriyar",2471,2762,2016.11.10,swiss,0-1,D30
1374,"Minasian, Artashes","Mamedyarov, Shakhriyar",2572,2542,2002.06.24,match (rapid),1/2-1/2,C30
1375,"Mamedyarov, Shakhriyar","Aronian, Levon",2761,2778,2021.04.26,,1/2-1/2,
1376,"Mamedyarov, Shakhriyar","Passacantilli, Pietro",2770,,2021.03.26,,1-0,
1377,"Mamedyarov, Shakhriyar","Cernousek, Lukas",2542,2294,2002.07.18,swiss,1-0,B53
1378,"Ding, Liren","Mamedyarov, Shakhriyar",2799,2765,2021.11.09,,1/2-1/2,D27
1379,"Mamedyarov, Shakhriyar","Rahman, Ziaur",2585,2521,2003.08.24,,1-0,E67
1380,"Mamedov, Rauf","Mamedyarov, Shakhriyar",2650,2750,2016.06.18,,1/2-1/2,C47
1381,"Ibrahimli, Murad","Mamedyarov, Shakhriyar",2436,2770,2021.04.06,,0-1,D37
1382,"Mamedyarov, Shakhriyar","Korobov, Anton",2762,2685,2021.09.20,,1/2-1/2,
1383,"Mamedyarov, Shakhriyar","Polgar, Judit",2753,2696,2013.06.28,tourn (rapid),1-0,E12
1384,"Kamsky, Gata","Mamedyarov, Shakhriyar",2697,2722,2006.09.19,match (blitz),0-1,D92
1385,"Mamedyarov, Shakhriyar","So, W.",2808,2778,2018.06.24,blitz,1/2-1/2,D41
1386,"Duda, Jan Krzysztof","Mamedyarov, Shakhriyar",2739,2820,2018.10.01,,1/2-1/2,C53
1387,"Mamedyarov, Shakhriyar","Prie, Eric",2754,2516,2007.??.??,simul,1-0,B01
1388,"Najer, Evgeniy","Mamedyarov, Shakhriyar",2679,2768,2016.12.30,swiss (blitz),0-1,B12
1389,"Mamedyarov, Shakhriyar","Svetushkin, Dmitry",2791,2556,2017.10.31,team-swiss,1-0,D37
1390,"Mamedyarov, Shakhriyar","Wojtaszek, Radoslaw",2820,2727,2018.10.18,team-swiss,1/2-1/2,E04
1391,"Mamedyarov, Shakhriyar","Aronian, Levon",2808,2764,2018.06.21,tourn (rapid),0-1,E32
1392,"Alekseev, Evgeny A","Mamedyarov, Shakhriyar",2708,2742,2008.08.30,tourn (blitz),1/2-1/2,B47
1393,"Shoker, Samy","Mamedyarov, Shakhriyar",2489,2775,2013.08.12,k.o.,1/2-1/2,A26
1394,"Piorun, Kacper","Mamedyarov, Shakhriyar",2615,2770,2021.03.06,,1/2-1/2,A16
1395,"Mamedyarov, Shakhriyar","Karjakin, Sergey",2757,2766,2014.03.27,tourn,1/2-1/2,E20
1396,"Mamedyarov, Shakhriyar","Caruana, Fabiano",2804,2811,2018.02.03,,1/2-1/2,E39
1397,"Volokitin, Andrei","Mamedyarov, Shakhriyar",2628,2799,2017.12.29,blitz,0-1,C50
1398,"Mamedyarov, Shakhriyar","Aronian, Levon",2764,2765,2019.08.10,rapid,0-1,D38
1399,"Mamedyarov, Shakhriyar","Smeets, Jan",2754,2538,2007.03.23,match (blitz),1-0,D47
1400,"Mamedyarov, Shakhriyar","Mamedov, Rauf",2763,2660,2010.11.16,tourn (blitz),1-0,B09
1401,"Wang, Hao","Mamedyarov, Shakhriyar",2709,2799,2017.12.10,swiss (rapid),1/2-1/2,D38
1402,"Mamedyarov, Shakhriyar","Hammer, Jon Ludvig",2731,2522,2008.10.23,team-swiss,1/2-1/2,E15
1403,"Mamedyarov, Shakhriyar","So, Wesley",2767,2767,2019.10.02,,1-0,D01
1404,"Mamedyarov, Shakhriyar","Caruana, Fabiano",2753,2774,2013.06.12,,1-0,A57
1405,"Mamedyarov, Shakhriyar","Jakovenko, Dmitry",2756,2726,2010.10.03,team-swiss,1/2-1/2,D37
1406,"Leko, Peter","Mamedyarov, Shakhriyar",2738,2757,2007.07.01,tourn,1/2-1/2,B46
1407,"Artemiev, Victor","Mamedyarov, Shakhriyar",2700,2767,2022.02.21,,1/2-1/2,A07
1408,"Paragua, Mark","Mamedyarov, Shakhriyar",2534,2660,2004.10.24,team-swiss,1-0,A60
1409,"Mamedyarov, Shakhriyar","Nakamura, Hikaru",2808,2769,2018.06.15,blitz,0-1,E06
1410,"Ding, Liren","Mamedyarov, Shakhriyar",2799,2765,2021.11.09,,1-0,E10
1411,"Mamedyarov, Shakhriyar","Petrovsky, Vadim",2770,2150,2021.04.13,,1-0,B22
1412,"Mamedyarov, Shakhriyar","Motylev, Alexander",2772,2640,2019.12.28,rapid,1-0,D35
1413,"Livaic, Leon","Mamedyarov, Shakhriyar",2507,2770,2021.01.02,blitz,1-0,D91
1414,"Kollars, Dmitrij","Mamedyarov, Shakhriyar",2598,2770,2021.03.06,,0-1,B04
1415,"Milos, Gilberto","Mamedyarov, Shakhriyar",2618,2741,2010.01.11,,0-1,C95
1416,"Le, Quang Liem","Mamedyarov, Shakhriyar",2693,2726,2012.07.10,blitz,1-0,A42
1417,"Mamedyarov, Shakhriyar","Topalov, Veselin",2726,2752,2012.07.06,tourn (rapid),0-1,D80
1418,"Minasian, Artashes","Mamedyarov, Shakhriyar",2572,2542,2002.04.24,,1/2-1/2,C54
1419,"Stefanova, Antoaneta","Mamedyarov, Shakhriyar",2491,2657,2005.01.22,tourn,0-1,A45
1420,"Gasimov, Ilgar","Mamedyarov, Shakhriyar",2230,,1997.??.??,,1-0,C54
1421,"Mamedyarov, Shakhriyar","Pichot, Alan",2804,2552,2018.02.03,,1/2-1/2,A49
1422,"Mamedyarov, Shakhriyar","Navara, David",2747,2734,2016.03.03,swiss (rapid),1-0,E15
1423,"Mamedyarov, Shakhriyar","Alekseev, Evgeny",2752,2716,2007.10.08,,1/2-1/2,D61
1424,"Mamedyarov, Shakhriyar","Navara, David",2201,2406,1999.11.04,,1-0,A48
1425,"Mamedyarov, Shakhriyar","Sveshnikov, Vladimir",,,1997.??.??,,1-0,D02
1426,"Mamedyarov, Shakhriyar","Shumiakina, Tatiana",2201,2365,2000.05.01,,1/2-1/2,D02
1427,"Mamedyarov, Shakhriyar","Tatarinov, Dmitry",2770,2320,2021.03.30,,1-0,B10
1428,"Savchenko, Boris","Mamedyarov, Shakhriyar",2583,2752,2007.11.21,,1-0,C45
1429,"Mamedyarov, Shakhriyar","Lazavik, Denis",2770,2436,2021.01.02,blitz,0-1,A01
1430,"Mamedyarov, Shakhriyar","Inarkiev, Ernesto",2768,2709,2016.12.30,swiss (blitz),1-0,D38
1431,"Bologan, Victor","Mamedyarov, Shakhriyar",2732,2726,2012.07.09,blitz,0-1,C50
1432,"Laurusas, Tomas","Mamedyarov, Shakhriyar",2505,2770,2020.12.22,,1/2-1/2,D06
1433,"Andreikin, Dmitry","Mamedyarov, Shakhriyar",2689,2772,2011.02.17,,1-0,A16
1434,"Sanal, Vahap","Mamedyarov, Shakhriyar",2581,2764,2020.07.10,,1/2-1/2,C47
1435,"Mamedyarov, Shakhriyar","Fressinet, Laurent",2721,2658,2009.10.05,team-swiss,1-0,E20
1436,"Nakamura, Hikaru","Mamedyarov, Shakhriyar",2784,2753,2013.06.12,tourn (blitz),1-0,D01
1437,"Mamedyarov, Shakhriyar","Samadov, Read",2770,2332,2021.03.23,,1-0,B20
1438,"Ivanchuk, Vassily","Mamedyarov, Shakhriyar",2750,2760,2008.01.22,tourn,1/2-1/2,D86
1439,"Mamedyarov, Shakhriyar","Jobava, Baadur",2799,2690,2017.12.29,blitz,1/2-1/2,D10
1440,"Mamedyarov, Shakhriyar","Paravyan, David",2764,2653,2020.08.04,,1-0,B31
1441,"Mamedyarov, Shakhriyar","Praggnanandhaa, Rameshbabu",2808,2366,2018.11.14,blitz,1-0,
1442,"Mamedyarov, Shakhriyar","Inarkiev, Ernesto",2753,2680,2013.06.08,swiss (rapid),1-0,D31
1443,"Goloshchapov, Alexander","Mamedyarov, Shakhriyar",2566,2660,2004.10.08,,0-1,C81
1444,"Mamedyarov, Shakhriyar","Shomoev, Anton",2772,2550,2017.05.10,team-swiss,1-0,E14
1445,"Guliyev, Namig","Mamedyarov, Shakhriyar",2545,2754,2007.04.08,swiss (rapid),0-1,B08
1446,"Mamedyarov, Shakhriyar","Grachev, Boris",2742,2640,2008.08.30,tourn (blitz),1-0,D35
1447,"Mamedyarov, Shakhriyar","Shanava, Konstantine",2726,2589,2012.06.09,schev,1-0,D45
1448,"Caruana, Fabiano","Mamedyarov, Shakhriyar",2842,2764,2020.03.10,,1/2-1/2,C60
1449,"Mamedyarov, Shakhriyar","Harikrishna, Pentala",2765,2727,2014.12.16,swiss,1/2-1/2,A03
1450,"Kramnik, Vladimir","Mamedyarov, Shakhriyar",2785,2752,2007.11.18,tourn,1-0,A42
1451,"Zhong, Yang","Mamedyarov, Shakhriyar",2596,2660,2004.10.27,schev,1/2-1/2,C42
1452,"Bluebaum, Matthias","Mamedyarov, Shakhriyar",2642,2767,2021.12.28,rapid,0-1,D80
1453,"Mamedyarov, Shakhriyar","Najer, Evgeniy",2674,2641,2005.12.02,k.o.,1-0,D24
1454,"Mamedyarov, Shakhriyar","Agaragimov, Djakhangir",2479,,2001.??.??,tourn,1-0,E68
1455,"Ali Marandi, Cemil Can","Mamedyarov, Shakhriyar",2543,2764,2020.08.10,,1/2-1/2,A45
1456,"Mamedyarov, Shakhriyar","Vallejo Pons, Francisco",2733,2705,2011.12.09,swiss (rapid),1-0,E21
1457,"Mamedyarov, Shakhriyar","Anton Guijarro, David",2716,2590,2020.05.17,,1/2-1/2,
1458,"Mamedyarov, Shakhriyar","Kulaots, Kaido",2646,2530,2004.02.19,,1/2-1/2,B06
1459,"Popov, Ivan","Mamedyarov, Shakhriyar",2592,2817,2018.12.29,swiss (blitz),1/2-1/2,C49
1460,"Mamedyarov, Shakhriyar","Fressinet, Laurent",2747,2700,2016.03.03,swiss (rapid),1/2-1/2,D38
1461,"Mamedyarov, Shakhriyar","Pashikian, Arman",2741,2647,2010.01.05,,1-0,D43
1462,"Mamedyarov, Shakhriyar","Krysa, Leandro Sergio",2770,2527,2021.03.23,,1-0,D37
1463,"Mamedyarov, Shakhriyar","Mirzoev, Azer",2201,2438,2000.??.??,tourn,1/2-1/2,A75
1464,"Ponomariov, Ruslan","Mamedyarov, Shakhriyar",2705,2752,2007.10.16,tourn,1/2-1/2,C79
1465,"Mamedyarov, Shakhriyar","Carlsen, Magnus",2800,2832,2017.06.21,tourn (rapid),0-1,B14
1466,"Yifan, Xu","Mamedyarov, Shakhriyar",2680,2804,2018.01.14,,0-1,C15
1467,"Vachier Lagrave, Maxime","Mamedyarov, Shakhriyar",2763,2762,2021.09.08,,1-0,
1468,"Dominguez Perez, Leinier","Mamedyarov, Shakhriyar",2732,2747,2016.03.01,tourn (blitz),1-0,C76
1469,"Mamedyarov, Shakhriyar","Galkin, Alexander",2657,2593,2005.02.21,swiss,1/2-1/2,D47
1470,"Mamedyarov, Shakhriyar","Rapport, Richard",2764,2747,2019.08.12,rapid,0-1,E20
1471,"Fedoseev, Vladimir","Mamedyarov, Shakhriyar",2687,2770,2021.03.24,,1-0,B40
1472,"Mamedyarov, Shakhriyar","Jakovenko, Dmitry",2768,2704,2016.12.28,rapid,1-0,D37
1473,"Mamedyarov, Shakhriyar","Wojtaszek, Radoslaw",2747,2727,2016.03.02,swiss (rapid),1/2-1/2,D38
1474,"Karjakin, Sergey","Mamedyarov, Shakhriyar",2743,2767,2021.12.30,blitz,0-1,C47
