,White,Black,WhiteELO,BlackELO,Date,Event,Result,Opening
1802,"Wei, Yi","Mamedyarov, Shakhriyar",2551,2775,2013.08.19,k.o.,1/2-1/2,C51
1803,"Smeets, Jan","Mamedyarov, Shakhriyar",2312,2503,2001.11.01,,1/2-1/2,C42
1804,"Gadimbayli, Abdulla","Mamedyarov, Shakhriyar",2470,2770,2021.04.20,,0-1,C47
1805,"Nakamura, Hikaru","Mamedyarov, Shakhriyar",2750,2776,????.??.??,,0-1,
1806,"Mamedyarov, Shakhriyar","Artemiev, Vladislav",2770,2709,2021.04.03,,0-1,D30
1807,"Aronian, Levon","Mamedyarov, Shakhriyar",2764,2808,2018.06.13,blitz,1/2-1/2,C55
1808,"Nakamura, Hikaru","Mamedyarov, Shakhriyar",2736,2762,2021.10.01,,1/2-1/2,E10
1809,"Mamedyarov, Shakhriyar","Giri, Anish",2801,2782,2018.09.07,,0-1,D03
1810,"Kasparov, Garry","Mamedyarov, Shakhriyar",2812,2782,2021.07.11,,0-1,
1811,"Rublevsky, Sergei","Mamedyarov, Shakhriyar",2676,2752,2007.11.22,,0-1,B07
1812,"Mamedyarov, Shakhriyar","Bagirov, Rufat",2201,2481,2000.??.??,tourn,1/2-1/2,D83
1813,"Amin, Bassem","Mamedyarov, Shakhriyar",2686,2764,2020.06.12,tourn (rapid),1/2-1/2,C50
1814,"Mamedyarov, Shakhriyar","Hardarson, Jon Trausti",2747,2058,2016.03.08,tourn,1-0,D11
1815,"Wei, Yi","Mamedyarov, Shakhriyar",2706,2747,2016.01.30,,1/2-1/2,C95
1816,"Mamedyarov, Shakhriyar","Gurevich, Mikhail",2542,2641,2002.06.17,match (rapid),1/2-1/2,D11
1817,"Druska, Juraj","Mamedyarov, Shakhriyar",2495,2770,2020.10.27,swiss,0-1,B13
1818,"Mamedyarov, Shakhriyar","Abdusattorov, Nodirbek",2767,2651,2022.02.22,,1-0,E68
1819,"Sadhwani, Raunak","Mamedyarov, Shakhriyar",2522,2770,2020.02.17,,1-0,B11
1820,"Babujian, Levon","Mamedyarov, Shakhriyar",2416,2754,2007.03.23,match (blitz),0-1,E61
1821,"Carlsen, Magnus","Mamedyarov, Shakhriyar",2775,2742,2008.08.29,,1-0,A13
1822,"Aronian, Levon","Mamedyarov, Shakhriyar",2801,2757,2013.11.17,team-swiss,1/2-1/2,D77
1823,"Svidler, Peter","Mamedyarov, Shakhriyar",2749,2726,2012.07.10,blitz,1/2-1/2,C41
1824,"Mamedyarov, Shakhriyar","Vachier Lagrave, Maxime",2731,2716,2008.11.25,team-swiss,1/2-1/2,A65
1825,"Mamedyarov, Shakhriyar","Petrosian, Tigran L",2817,2598,2018.12.26,rapid,1/2-1/2,A41
1826,"Santos Latasa, Jaime","Mamedyarov, Shakhriyar",2639,2767,2021.12.29,blitz,0-1,D78
1827,"Jun, Zhao","Mamedyarov, Shakhriyar",2610,2817,2019.01.30,,0-1,A05
1828,"Korobov, Anton","Mamedyarov, Shakhriyar",2652,2799,2017.12.12,tourn (blitz),1-0,D38
1829,"Mamedyarov, Shakhriyar","Demchenko, Anton",2799,2660,2017.12.26,swiss (rapid),1/2-1/2,E64
1830,"Mamedyarov, Shakhriyar","Savchenko, Boris",,,2009.??.??,swiss,0-1,
1831,"Grachev, Boris","Mamedyarov, Shakhriyar",2655,2724,2009.02.21,swiss,0-1,A64
1832,"Sanal, Vahap","Mamedyarov, Shakhriyar",2581,2764,2020.10.20,,0-1,A49
1833,"Mamedyarov, Shakhriyar","Bologan, Victor",2726,2732,2012.07.10,blitz,1-0,E73
1834,"Mamedyarov, Shakhriyar","Caruana, Fabiano",2736,2808,2015.09.20,k.o.,1-0,E60
1835,"Radjabov, Teimour","Mamedyarov, Shakhriyar",2731,2759,2015.02.23,tourn,1/2-1/2,D52
1836,"Bortnyk, Olexandr","Mamedyarov, Shakhriyar",2598,2770,2021.04.03,,0-1,D00
1837,"Mamedyarov, Shakhriyar","Cheparinov, Ivan",2657,2555,2004.05.17,,1-0,E81
1838,"Mamedyarov, Shakhriyar","Meier, Georg",2729,2648,2012.08.31,team-swiss,1/2-1/2,E32
1839,"Mamedyarov, Shakhriyar","Babujian, Levon",2754,2416,2007.03.23,match (blitz),1-0,A45
1840,"Aronian, Levon","Mamedyarov, Shakhriyar",2801,2791,2017.11.03,team-swiss,1-0,A37
1841,"Gareyev, Timur","Mamedyarov, Shakhriyar",2598,2772,2019.12.30,blitz,0-1,A50
1842,"Mamedyarov, Shakhriyar","Gopal, Geetha Narayanan",2741,2584,2010.01.07,,1-0,D85
1843,"Ivic, Velimir","Mamedyarov, Shakhriyar",2581,2770,2021.03.06,,0-1,B03
1844,"Mamedyarov, Shakhriyar","Vachier Lagrave, Maxime",2763,2703,2010.11.18,tourn (blitz),1-0,D74
1845,"Mamedyarov, Shakhriyar","Diez Alvarez, Alejandro",2657,2507,2005.01.16,tourn,1-0,B22
1846,"Mamedyarov, Shakhriyar","Kuzmin, Alexander",2646,2577,2005.??.??,,1-0,E25
1847,"Mamedyarov, Shakhriyar","Nisipeanu, Liviu Dieter",2791,2672,2017.10.09,team-swiss,1-0,D27
1848,"Svidler, Peter","Mamedyarov, Shakhriyar",2768,2804,2018.01.24,tourn,0-1,D38
1849,"Leko, Peter","Mamedyarov, Shakhriyar",2751,2725,2009.04.16,,1/2-1/2,B63
1850,"Becham, Khalid","Mamedyarov, Shakhriyar",2080,2735,2015.05.16,swiss (blitz),0-1,B10
1851,"Loay, Sameer","Mamedyarov, Shakhriyar",2180,2767,2022.02.08,,0-1,A07
1852,"Mamedyarov, Shakhriyar","Rapport, Richard",2782,2763,2021.08.15,blitz,0-1,
1853,"Mamedyarov, Shakhriyar","Svidler, Peter",2752,2746,2008.04.21,,1/2-1/2,E76
1854,"Nikolic, Petar","Mamedyarov, Shakhriyar",2676,2657,2005.01.29,,0-1,D02
1855,"Dominguez Perez, Leinier","Mamedyarov, Shakhriyar",2739,2768,2016.12.30,swiss (blitz),1/2-1/2,D02
1856,"Topalov, Veselin","Mamedyarov, Shakhriyar",2749,2800,2017.06.24,tourn (rapid),1/2-1/2,A16
1857,"Mamedyarov, Shakhriyar","Benitez Lozano, Javier",2770,2367,2021.03.23,,1-0,E32
1858,"Mamedyarov, Shakhriyar","Ali Marandi, Cemil Can",2764,2543,2020.08.09,,1-0,D45
1859,"Munoz Ovelar, Miguel Angel","Mamedyarov, Shakhriyar",2469,2699,2006.04.16,swiss (rapid),1/2-1/2,C42
1860,"Mamedyarov, Shakhriyar","Grischuk, Alexander",2752,2716,2008.05.02,tourn,1/2-1/2,D45
1861,"Khukhashvili, Sopiko","Mamedyarov, Shakhriyar",2326,2522,2001.06.27,,1/2-1/2,C45
1862,"Morozevich, Alexander","Mamedyarov, Shakhriyar",2760,2753,2013.06.14,,1/2-1/2,B12
1863,"Ivanchuk, Vassily","Mamedyarov, Shakhriyar",2787,2752,2007.11.04,team-tourn,0-1,D97
1864,"Kharlov, Andrey","Mamedyarov, Shakhriyar",2633,2542,2002.06.21,match (rapid),1/2-1/2,D89
1865,"Bacrot, Etienne","Mamedyarov, Shakhriyar",2720,2743,2014.06.20,swiss (blitz),0-1,B07
1866,"Mamedyarov, Shakhriyar","Koykka, Pekka",2736,2316,2015.10.18,team-swiss,1-0,A85
1867,"Nisipeanu, Liviu Dieter","Mamedyarov, Shakhriyar",2692,2657,2004.06.24,,1/2-1/2,C87
1868,"Kasimdzhanov, Rustam","Mamedyarov, Shakhriyar",2670,2674,2005.11.04,blitz,1/2-1/2,
1869,"Bernadskiy, Vitaliy","Mamedyarov, Shakhriyar",2587,2770,2021.05.04,,1-0,B40
1870,"Mamedyarov, Shakhriyar","Sanal, Vahap",2764,2581,2020.07.08,,0-1,D30
1871,"Mamedyarov, Shakhriyar","Piorun, Kacper",2767,2640,2021.12.30,blitz,1-0,A45
1872,"Holt, Conrad","Mamedyarov, Shakhriyar",2549,2770,2020.11.03,swiss,1/2-1/2,E32
1873,"Keymer, Vincent","Mamedyarov, Shakhriyar",2655,2776,2022.03.29,,0-1,
1874,"Mamedyarov, Shakhriyar","Karpov, Anatoly",2719,2619,2009.11.18,,1-0,B18
1875,"Iturrizaga Bonelli, Eduardo","Mamedyarov, Shakhriyar",2609,2756,2010.09.24,,1/2-1/2,A17
1876,"Romanov, Evgeny","Mamedyarov, Shakhriyar",2636,2757,2014.12.03,swiss,1/2-1/2,E12
1877,"Nepomniachtchi, Ian","Mamedyarov, Shakhriyar",2634,2752,2008.06.29,tourn,1/2-1/2,C84
1878,"Najer, Evgeniy","Mamedyarov, Shakhriyar",2699,2791,2017.10.14,team,0-1,C87
1879,"Mamedyarov, Shakhriyar","Rausis, Igors",2585,2495,2003.08.17,,1/2-1/2,D15
1880,"Erigaisi, Arjun","Mamedyarov, Shakhriyar",2559,2770,2020.12.19,,1-0,D06
1881,"Lee, Jr Hyeok","Mamedyarov, Shakhriyar",2369,2770,2020.12.19,,0-1,C26
1882,"Mamedyarov, Shakhriyar","Mamedov, Vusal",2201,,2000.??.??,tourn,1-0,E63
1883,"Iskandarov, Misratdin","Mamedyarov, Shakhriyar",2419,2748,2016.05.17,swiss,0-1,C84
1884,"Mamedyarov, Shakhriyar","Narayanan, Srinath",2764,2540,2020.05.12,,1-0,E32
1885,"Mamedyarov, Shakhriyar","Fedorov, Alexei",2646,2611,2005.08.21,swiss,1/2-1/2,E63
1886,"Ponomariov, Ruslan","Mamedyarov, Shakhriyar",2744,2763,2010.11.18,tourn (blitz),0-1,A45
1887,"Mamedyarov, Shakhriyar","Samadli, Rustam",2201,,2000.??.??,tourn,1-0,A43
1888,"Chadaev, Nikolai","Mamedyarov, Shakhriyar",2568,2724,2009.02.18,swiss,0-1,B06
1889,"Nogerbek, Kazybek","Mamedyarov, Shakhriyar",2328,2764,2020.06.26,,1/2-1/2,D06
1890,"Mamedyarov, Shakhriyar","Shetty, Atul",2770,2437,2020.12.19,,1-0,D15
1891,"Mamedyarov, Shakhriyar","Gleizerov, Evgeny",2756,2531,2015.03.07,swiss,1-0,A80
1892,"Mamedyarov, Shakhriyar","Le Goff, Ronan",2770,2288,2021.03.09,,1/2-1/2,D35
1893,"Dominguez Perez, Leinier","Mamedyarov, Shakhriyar",2726,2764,2012.12.02,tourn,1/2-1/2,A11
1894,"Anand, Viswanathan","Mamedyarov, Shakhriyar",2753,2782,2021.07.10,,1/2-1/2,
1895,"Kuderinov, Kirill","Mamedyarov, Shakhriyar",2432,2674,2005.11.12,,0-1,C42
1896,"Radjabov, Teimour","Mamedyarov, Shakhriyar",2673,2646,2005.05.07,k.o.,1/2-1/2,A46
1897,"Nielsen, Pia","Mamedyarov, Shakhriyar",2665,2726,2012.07.20,,1/2-1/2,D14
1898,"Mamedyarov, Shakhriyar","Quang Liem, Le",2766,2717,2013.04.13,,1/2-1/2,D10
1899,"Tsyhanchuk, Stanislav","Mamedyarov, Shakhriyar",2273,2767,2022.02.15,,0-1,B56
1900,"Artemiev, Vladislav","Mamedyarov, Shakhriyar",2709,2817,2018.12.29,blitz,1-0,A15
1901,"Salgado Lopez, Ivan","Mamedyarov, Shakhriyar",2644,2799,2017.12.29,blitz,1-0,A05
1902,"Pantsulaia, Levan","Mamedyarov, Shakhriyar",2436,2542,2002.08.23,,1/2-1/2,D32
1903,"Carlsen, Magnus","Mamedyarov, Shakhriyar",2714,2752,2007.11.21,,1/2-1/2,B08
1904,"Mamedyarov, Shakhriyar","Ivanovic, Bozidar",2646,2438,2005.09.20,team,1-0,D37
1905,"Meszaros, Tamas","Mamedyarov, Shakhriyar",2392,2542,2002.09.30,,0-1,C18
1906,"Wang, Yue","Mamedyarov, Shakhriyar",2720,2765,2014.12.16,swiss,1/2-1/2,A88
1907,"Khairullin, Ildar","Mamedyarov, Shakhriyar",2630,2756,2015.03.28,,1-0,D85
1908,"Saraci, Nderim","Mamedyarov, Shakhriyar",2415,2770,2021.03.06,,0-1,D02
1909,"Mchedlishvili, Mikheil","Mamedyarov, Shakhriyar",2604,2764,2016.08.04,team-swiss,0-1,E51
1910,"Gelfand, Boris","Mamedyarov, Shakhriyar",2695,2809,2018.03.05,tourn (blitz),0-1,A33
1911,"Mamedyarov, Shakhriyar","Osmak, Iulija",2770,2428,2021.02.16,blitz,1/2-1/2,D27
1912,"Asadli, Vugar","Mamedyarov, Shakhriyar",2579,2767,2021.12.19,rapid,1-0,C45
1913,"Yuffa, Daniil","Mamedyarov, Shakhriyar",2522,2799,2017.12.24,schev (rapid),1/2-1/2,E01
1914,"Mamedyarov, Shakhriyar","Nakamura, Hikaru",2817,2746,2018.11.13,tourn (blitz),0-1,D24
1915,"Mamedyarov, Shakhriyar","Naiditsch, Arkadij",2761,2684,2010.07.21,tourn,0-1,D48
1916,"Sargissian, Gabriel","Mamedyarov, Shakhriyar",2702,2747,2016.02.28,tourn (blitz),1/2-1/2,D35
1917,"Mamedyarov, Shakhriyar","Aronian, Levon",2760,2739,2008.03.21,tourn (rapid),1/2-1/2,D47
1918,"Kasimdzhanov, Rustam","Mamedyarov, Shakhriyar",2684,2729,2012.09.27,,0-1,D47
1919,"De La Riva Aguado, Oscar","Mamedyarov, Shakhriyar",2528,2660,2004.12.27,tourn,0-1,C45
1920,"Mamedyarov, Shakhriyar","Alekseev, Evgeny",2763,2700,2010.05.18,,1-0,E15
1921,"Mamedyarov, Shakhriyar","Khusnutdinov, Rail",2770,2491,2020.11.10,swiss,1/2-1/2,D32
1922,"Mamedyarov, Shakhriyar","Kayumov, Sergey",2585,2479,2003.08.19,,1/2-1/2,C51
1923,"Grischuk, Alexander","Mamedyarov, Shakhriyar",2795,2757,2014.11.14,tourn (blitz),1-0,D11
1924,"Mamedyarov, Shakhriyar","Shimanov, Aleksandr",2772,2642,2017.03.08,,0-1,E62
1925,"Triapishko, Alexandr","Mamedyarov, Shakhriyar",2510,2770,2021.05.08,,0-1,D06
1926,"Mamedyarov, Shakhriyar","Giri, Anish",2748,2790,2016.06.04,tourn,1-0,D02
1927,"Zulfugarli, Magomed","Mamedyarov, Shakhriyar",2434,2607,2003.04.28,swiss,0-1,C77
1928,"Harikrishna, Pentala","Mamedyarov, Shakhriyar",2645,2646,2005.09.19,,1/2-1/2,A48
1929,"Mamedyarov, Shakhriyar","Stefanova, Antoaneta",2757,2517,2014.11.26,swiss,1-0,D78
1930,"Mamedyarov, Shakhriyar","Bacrot, Etienne",2753,2725,2013.06.29,,1-0,D53
1931,"Mamedyarov, Shakhriyar","Dominguez Perez, Leinier",2757,2754,2013.12.18,swiss (rapid),1-0,D36
1932,"Mamedyarov, Shakhriyar","Hansen, Eric",2771,2606,2022.04.24,,1/2-1/2,E60
1933,"Ding, Liren","Mamedyarov, Shakhriyar",2799,2765,2021.11.09,,1-0,E60
1934,"Martirosyan, Haik M","Mamedyarov, Shakhriyar",2621,2767,2021.12.29,blitz,1-0,D30
1935,"Mamedyarov, Shakhriyar","Maghsoodloo, Parham",2817,2688,2018.12.29,swiss (blitz),0-1,D37
1936,"Mamedyarov, Shakhriyar","Anand, Viswanathan",2808,2759,2018.06.16,blitz,1/2-1/2,E36
1937,"Mamedyarov, Shakhriyar","Williams, Simon K",2721,2545,2009.10.23,team-swiss,1-0,E74
1938,"Shirov, Alexei","Mamedyarov, Shakhriyar",2741,2742,2008.08.26,,1-0,B46
1939,"Aronian, Levon","Mamedyarov, Shakhriyar",2795,2759,2013.10.12,,1/2-1/2,D52
1940,"Mamedyarov, Shakhriyar","Babazada, Khazar",2767,2429,2021.12.21,,1-0,B06
1941,"Artemiev, Victor","Mamedyarov, Shakhriyar",2716,2764,2020.06.04,blitz,1-0,A22
1942,"Mamedov, Rauf","Mamedyarov, Shakhriyar",2709,2799,2017.12.13,tourn (blitz),1/2-1/2,C68
1943,"Carlsen, Magnus","Mamedyarov, Shakhriyar",2855,2762,2021.09.26,,1-0,
1944,"Mamedyarov, Shakhriyar","Krivokapic, Marko",2674,2361,2005.11.09,,1-0,D24
1945,"Mamedyarov, Shakhriyar","Fedoseev, Vladimir",2770,2687,2021.03.24,,1-0,E67
1946,"Mamedyarov, Shakhriyar","Kezin, Roman",2791,2455,2017.10.05,team-tourn (blitz),1-0,D48
1947,"Savchenko, Boris","Mamedyarov, Shakhriyar",2632,2763,2010.11.16,tourn (blitz),0-1,C00
1948,"Mamedyarov, Shakhriyar","Esen, Baris",2726,2575,2012.07.21,team-tourn,1-0,D48
1949,"Gelfand, Boris","Mamedyarov, Shakhriyar",2728,2800,2017.07.06,,1/2-1/2,D02
1950,"Rakhmanov, Albert","Mamedyarov, Shakhriyar",2640,2767,2021.12.21,,0-1,E71
1951,"Mamedyarov, Shakhriyar","Nielsen, Peter Heine",2733,2693,2011.12.13,swiss (blitz),1-0,E20
1952,"So, Wesley","Mamedyarov, Shakhriyar",2767,2767,2019.10.02,,1-0,A15
1953,"Sokolov, Ivan","Mamedyarov, Shakhriyar",2691,2646,2005.08.05,team-swiss,1/2-1/2,D85
1954,"Mamedyarov, Shakhriyar","Giri, Anish",2801,2782,2018.09.07,,1-0,D35
1955,"Mamedyarov, Shakhriyar","Sapunov, Evgeny",2770,2461,2021.03.23,,1-0,E61
1956,"Mamedyarov, Shakhriyar","Guseinov, Gadir",2479,2464,2001.??.??,tourn,1/2-1/2,E68
1957,"Mamedyarov, Shakhriyar","Zorn, Riccardo",2770,,2021.03.26,,1-0,
1958,"Mamedyarov, Shakhriyar","Zherebukh, Yaroslav",2765,2590,2011.09.04,k.o.,1/2-1/2,D52
1959,"Vachier Lagrave, Maxime","Mamedyarov, Shakhriyar",2758,2765,2014.12.11,swiss (rapid),1/2-1/2,C60
1960,"Mamedyarov, Shakhriyar","Short And Justin Baptie, Nigel",2731,2642,2008.11.20,,0-1,D37
1961,"Mamedyarov, Shakhriyar","Zibaei, Ali",2522,2127,2002.04.15,,1-0,A57
1962,"Mamedyarov, Shakhriyar","Andreikin, Dmitry",2726,2700,2012.07.09,blitz,1/2-1/2,A07
1963,"Mamedyarov, Shakhriyar","Artemiev, Victor",2764,2716,2020.06.04,blitz,1-0,B44
1964,"Mamedyarov, Shakhriyar","Milov, Vadim",2719,2652,2009.11.25,k.o.,1-0,B07
1965,"Mamedyarov, Shakhriyar","Topalov, Veselin",2757,2785,2014.03.13,tourn,1/2-1/2,D70
1966,"Dominguez Perez, Leinier","Mamedyarov, Shakhriyar",2763,2764,2019.08.13,blitz,0-1,C53
1967,"Mamedyarov, Shakhriyar","Petrosian, Tigran L",2817,2598,2018.12.26,swiss (rapid),1/2-1/2,A53
1968,"Gluzin, Yurij","Mamedyarov, Shakhriyar",,,1997.??.??,,0-1,C77
1969,"Mamedyarov, Shakhriyar","Ivic, Velimir",2770,2581,2021.02.09,,1-0,A16
1970,"Mamedyarov, Shakhriyar","Kasimdzhanov, Rustam",2674,2670,2005.11.04,match (blitz),1/2-1/2,D45
1971,"Mamedyarov, Shakhriyar","Svidler, Peter",2757,2743,2014.11.13,tourn (blitz),1/2-1/2,D79
1972,"Ibraeva, Nelly","Mamedyarov, Shakhriyar",2508,2674,2005.11.29,,1/2-1/2,E70
1973,"Mamedyarov, Shakhriyar","Nakamura, Hikaru",2761,2829,2021.04.30,,1/2-1/2,
1974,"Mamedyarov, Shakhriyar","Dominguez Perez, Leinier",2761,2786,2021.04.25,,1-0,
1975,"Vidit, Santosh Gujrathi","Mamedyarov, Shakhriyar",2636,2761,2021.04.25,,0-1,
1976,"Mamedyarov, Shakhriyar","So, W.",2767,2767,2019.10.02,,1/2-1/2,D24
1977,"Ivanchuk, Vassily","Mamedyarov, Shakhriyar",2775,2733,2011.12.15,swiss (rapid),0-1,D80
1978,"Mamedyarov, Shakhriyar","Drozdovskij, Yuri",2542,2443,2002.10.07,,1/2-1/2,D20
1979,"Mamedyarov, Shakhriyar","Ragger, Markus",2772,2669,2021.10.15,team,1/2-1/2,D94
1980,"Mamedyarov, Shakhriyar","Caruana, Fabiano",2808,2816,2018.06.16,blitz,1/2-1/2,E32
1981,"Mamedyarov, Shakhriyar","Kramnik, Vladimir",2761,2808,2016.10.06,,1-0,D37
1982,"Kamsky, Gata","Mamedyarov, Shakhriyar",2697,2722,2006.09.19,match (blitz),1-0,C68
1983,"Mamedyarov, Shakhriyar","Mikhalchishin, Adrian",2595,2522,2003.10.15,,1/2-1/2,D21
1984,"Mamedyarov, Shakhriyar","Aggoune, Liza",2770,1722,2021.02.07,blitz,1-0,A25
1985,"Bachmann, Axel","Mamedyarov, Shakhriyar",2593,2736,2015.10.10,rapid,0-1,A50
1986,"Riazantsev, Alexander","Mamedyarov, Shakhriyar",2594,2709,2006.02.08,tourn,1/2-1/2,D83
1987,"Socko, Bartosz","Mamedyarov, Shakhriyar",2556,2646,2004.02.18,,1/2-1/2,A39
1988,"So, Wesley","Mamedyarov, Shakhriyar",2780,2801,2018.08.15,blitz,1-0,B13
1989,"Mamedyarov, Shakhriyar","Vitiugov, Nikita",2772,2731,2017.05.04,team-swiss,1-0,E09
1990,"Brown, Michael William","Mamedyarov, Shakhriyar",2524,2817,2019.03.13,team-swiss (rapid),0-1,A05
1991,"Vachier Lagrave, Maxime","Mamedyarov, Shakhriyar",2760,2770,2021.06.14,,1/2-1/2,
1992,"Mamedyarov, Shakhriyar","Aronian, Levon",2782,2782,2021.08.31,rapid,0-1,
1993,"Alekseev, Evgeny A","Mamedyarov, Shakhriyar",2716,2725,2009.04.22,tourn,1/2-1/2,B07
1994,"Mamedyarov, Shakhriyar","Paravyan, David",2772,2629,2019.12.30,blitz,1-0,D78
1995,"Mamedyarov, Shakhriyar","Wesley, George",2765,2763,2019.08.23,,1/2-1/2,D20
1996,"Mamedyarov, Shakhriyar","Guliev, Logman",2765,2458,2011.08.12,team-schev,1-0,E32
1997,"Mamedyarov, Shakhriyar","Keymer, Vincent",2767,2664,2022.02.19,,1-0,
1998,"Mamedyarov, Shakhriyar","Vachier Lagrave, Maxime",2770,2784,2020.10.20,,1/2-1/2,D35
1999,"Mamedyarov, Shakhriyar","Manafov, Ilkin",2201,2128,2000.??.??,tourn,1-0,E15
2000,"Lazavik, Denis","Mamedyarov, Shakhriyar",2442,2770,2021.03.06,,1/2-1/2,D06
2001,"Mamedyarov, Shakhriyar","Halkias, Stelios",2731,2584,2008.11.30,team-tourn,1/2-1/2,D31
2002,"Grischuk, Arina","Mamedyarov, Shakhriyar",2736,2719,2009.11.16,,1-0,D85
2003,"Mamedyarov, Shakhriyar","Vachier Lagrave, Maxime",2770,2760,2021.05.24,,1-0,
2004,"Mamedyarov, Shakhriyar","Kramnik, Vladimir",2763,2791,2010.11.16,tourn (blitz),1-0,D39
2005,"Aldama Degurnay, Dionisio","Mamedyarov, Shakhriyar",2443,2580,2002.10.28,,1/2-1/2,C61
2006,"Mamedyarov, Shakhriyar","Eid, Fadi",2607,2431,2003.04.26,,1/2-1/2,D06
2007,"Ponomariov, Ruslan","Mamedyarov, Shakhriyar",2723,2733,2011.12.16,swiss (rapid),1/2-1/2,D91
2008,"Sychev, Klementy","Mamedyarov, Shakhriyar",2572,2770,2020.12.19,,0-1,C60
2009,"Mamedyarov, Shakhriyar","Karadeniz, Ali Emre",2301,2278,2000.11.10,team-swiss,1-0,A21
2010,"Mamedyarov, Shakhriyar","Sarana, Alexey",2817,2630,2019.03.13,team-swiss (rapid),1/2-1/2,D53
2011,"Mamedyarov, Shakhriyar","Guliyev, Namig",2522,2377,2002.??.??,,1-0,E76
2012,"Mamedyarov, Shakhriyar","Caruana, Fabiano",2770,2820,2021.05.23,,1-0,
2013,"Mamedyarov, Shakhriyar","Karjakin, Sergey",2760,2772,2014.04.30,tourn,1/2-1/2,A30
2014,"Andreikin, Dmitry","Mamedyarov, Shakhriyar",2683,2763,2010.11.17,,1-0,A16
2015,"Alcazar Jimenez, Victor Manuel","Mamedyarov, Shakhriyar",2363,2595,2003.10.28,,0-1,C48
2016,"Wang, Yue","Mamedyarov, Shakhriyar",2718,2743,2014.08.10,team-swiss,1/2-1/2,D13
2017,"Dubov, Daniil","Mamedyarov, Shakhriyar",2700,2765,2019.07.29,blitz,1-0,B01
2018,"Aronian, Levon","Mamedyarov, Shakhriyar",2772,2772,2019.11.07,rapid,1/2-1/2,C53
2019,"Mamedyarov, Shakhriyar","Vachier Lagrave, Maxime",2772,2795,2017.05.21,,1/2-1/2,D73
2020,"Mamedyarov, Shakhriyar","Abdusattorov, Nodirbek",2772,2635,2019.12.29,blitz,1-0,E32
2021,"Naiditsch, Arkadij","Mamedyarov, Shakhriyar",2574,2585,2003.09.22,,0-1,C68
2022,"Landa, Konstantin","Mamedyarov, Shakhriyar",2626,2736,2015.10.20,team-swiss,1/2-1/2,A81
2023,"Kasimdzhanov, Rustam","Mamedyarov, Shakhriyar",2672,2731,2008.11.29,team-tourn,1/2-1/2,D85
2024,"Baskin, Robert","Mamedyarov, Shakhriyar",2390,2770,2021.02.07,blitz,0-1,D06
2025,"Ftacnik, Lubomir","Mamedyarov, Shakhriyar",2571,2731,2008.11.14,team-schev,0-1,B11
2026,"Savchenko, Boris","Mamedyarov, Shakhriyar",,,2015.10.12,rapid,0-1,C65
2027,"Mamedyarov, Shakhriyar","Koneru, Humpy",2782,2586,2021.08.01,,1-0,
2028,"Mamedyarov, Shakhriyar","Karjakin, Sergey",2772,2754,2019.11.08,rapid,1/2-1/2,E37
2029,"Anand, Viswanathan","Mamedyarov, Shakhriyar",2785,2743,2014.06.20,blitz,1-0,B07
2030,"Kurnosov, Igor","Mamedyarov, Shakhriyar",2663,2726,2012.07.08,tourn (rapid),0-1,C95
2031,"Mamedyarov, Shakhriyar","Khukhashvili, Sopiko",2479,2320,2001.??.??,tourn,1-0,D37
2032,"Mamedyarov, Shakhriyar","Harikrishna, Pentala",2595,2570,2004.03.11,swiss (blitz),1-0,A45
2033,"Mamedyarov, Shakhriyar","L'Ami, Erwin",2735,2635,2015.05.16,swiss (blitz),0-1,E20
2034,"Mamedyarov, Shakhriyar","Nini, Fabio",2770,1334,2021.03.26,,1-0,
2035,"Mamedyarov, Shakhriyar","Anand, Viswanathan",2746,2817,2011.10.31,k.o. (rapid),0-1,D37
2036,"Svane, Rasmus","Mamedyarov, Shakhriyar",2615,2770,2021.05.08,,0-1,A07
2037,"Steingrimsson, Hedinn","Mamedyarov, Shakhriyar",2576,2791,2017.10.08,team-swiss,0-1,C41
2038,"Mamedyarov, Shakhriyar","Yu, Yangyi",2776,2713,2022.03.04,,1/2-1/2,
2039,"Zhigalko, Sergei","Mamedyarov, Shakhriyar",2572,2770,2021.05.08,,0-1,C51
2040,"Svidler, Peter","Mamedyarov, Shakhriyar",2723,2772,2019.12.28,rapid,1/2-1/2,C77
2041,"Mamedyarov, Shakhriyar","Iturrizaga Bonelli, Eduardo",2743,2653,2014.06.18,swiss (rapid),0-1,A45
2042,"Mamedyarov, Shakhriyar","Georgiev, Kiril",2743,2644,2014.06.17,swiss (rapid),1-0,A45
2043,"Stopa, Jacek","Mamedyarov, Shakhriyar",2427,2804,2018.02.07,,0-1,A88
2044,"Mamedyarov, Shakhriyar","So, W.",2817,2765,2018.11.14,blitz,0-1,A03
2045,"Mamedyarov, Shakhriyar","Ali, Sebbar",2735,2393,2015.05.16,swiss (blitz),1-0,D41
2046,"Larino Nieto, David","Mamedyarov, Shakhriyar",2461,2770,2020.11.06,,0-1,
2047,"Mamedyarov, Shakhriyar","Quang Liem, Le",2757,2703,2013.12.17,rapid,1-0,D11
2048,"Mamedyarov, Shakhriyar","Baskakov, Egor",2770,2215,2020.12.19,,1-0,D35
2049,"Mamedyarov, Shakhriyar","Kallio, Heikki",2595,2493,2003.10.13,,1-0,E12
2050,"Mamedyarov, Shakhriyar","Kotsur, Pavel",2646,2599,2005.04.12,,1/2-1/2,B22
