,White,Black,WhiteELO,BlackELO,Date,Event,Result,Opening
614,"Dominguez Perez, Leinier","Timofeev, Artyom",2721,2677,2009.06.15,swiss,1/2-1/2,B33
615,"Laznicka, Viktor","Dominguez Perez, Leinier",2693,2725,2012.05.10,tourn,1/2-1/2,B13
616,"Dominguez Perez, Leinier","Fernandez Reyes, Lisandro",2505,2280,1999.??.??,,1/2-1/2,B76
617,"Caruana, Fabiano","Dominguez Perez, Leinier",2774,2723,2013.06.01,tourn,0-1,B90
618,"Dominguez Perez, Leinier","Hungaski, Robert Andrew",2608,,2002.12.13,k.o.,1-0,C11
619,"Artemiev, Vladislav","Dominguez Perez, Leinier",2704,2758,2021.08.31,rapid,1/2-1/2,
620,"Radjabov, Teimour","Dominguez Perez, Leinier",2713,2754,2013.12.14,tourn (blitz),1/2-1/2,A31
621,"Ni, Hua","Dominguez Perez, Leinier",2670,2739,2018.01.18,,1/2-1/2,C67
622,"Fluvia Poyatos, Joan","Dominguez Perez, Leinier",2508,2683,2007.10.19,,0-1,B90
623,"So, Wesley","Dominguez Perez, Leinier",2770,2758,2020.09.19,blitz,1-0,A06
624,"Dominguez Perez, Leinier","Felgaer, Ruben Alejandro",2638,2607,2006.02.05,tourn,1/2-1/2,B33
625,"Dominguez Perez, Leinier","Oms Pallisse, Josep",2683,2506,2007.10.25,,1-0,C11
626,"Vachier Lagrave, Maxime","Dominguez Perez, Leinier",2804,2739,2016.12.30,swiss (blitz),1/2-1/2,E05
627,"Dominguez Perez, Leinier","Polgar, Judit",2719,2699,2011.09.08,k.o.,1-0,B01
628,"Vachier Lagrave, Maxime","Dominguez Perez, Leinier",2779,2739,2018.08.02,,1-0,C53
629,"Herrera, Irisberto","Dominguez Perez, Leinier",2432,2556,2001.04.13,tourn,0-1,B92
630,"Olivera Medrano, Joan","Dominguez Perez, Leinier",2285,2215,1998.??.??,tourn,1-0,A45
631,"Vachier Lagrave, Maxime","Dominguez Perez, Leinier",2779,2739,2018.08.02,,1-0,D41
632,"Rapport, Richard","Dominguez Perez, Leinier",2747,2763,2019.08.14,blitz,1-0,D50
633,"Jussupow, Artur","Dominguez Perez, Leinier",2633,2596,2001.??.??,,1-0,D47
634,"Nakamura, Hikaru","Dominguez Perez, Leinier",2779,2739,2016.12.30,swiss (blitz),1-0,A30
635,"Harvey, Marcus R","Dominguez Perez, Leinier",2419,2758,2020.01.13,,1/2-1/2,A06
636,"Kosteniuk, Alexandra","Dominguez Perez, Leinier",2517,2719,2009.11.18,,0-1,B99
637,"Bruzon Batista, Lazaro","Dominguez Perez, Leinier",2488,2479,1999.??.??,swiss,1/2-1/2,C68
638,"Radjabov, R.","Dominguez Perez, Leinier",2761,2717,2009.01.25,,1/2-1/2,A33
639,"Dominguez Perez, Leinier","Carlsen, Magnus",2717,2770,2009.05.14,,1/2-1/2,B90
640,"Dominguez Perez, Leinier","Kamsky, Gata",2758,2665,2020.11.24,,1/2-1/2,C88
641,"Bellon Lopez, Juan Manuel","Dominguez Perez, Leinier",2447,2479,1999.06.06,,1/2-1/2,D44
642,"Dominguez Perez, Leinier","Mihajlov, Sebastian",2763,2383,2019.09.27,blitz,1-0,
643,"Maghsoodloo, Parham","Dominguez Perez, Leinier",2676,2758,2020.09.27,,1-0,C80
644,"Dominguez Perez, Leinier","Anand, Viswanathan",,,????.??.??,,0-1,
645,"Rapport, Richard","Dominguez Perez, Leinier",2763,2758,2021.08.15,blitz,0-1,
646,"Dominguez Perez, Leinier","Wojtaszek, Radoslaw",2732,2727,2016.02.28,tourn (blitz),0-1,A36
647,"Dominguez Perez, Leinier","Leitao, Rafael",2758,2592,2020.02.17,,1/2-1/2,B46
648,"Dominguez Perez, Leinier","Felgaer, Ruben Alejandro",2658,2593,2005.04.08,tourn,1/2-1/2,B36
649,"Topalov, Veselin","Dominguez Perez, Leinier",2740,2739,2019.02.22,match (rapid),1-0,C27
650,"Anand, Viswanathan","Dominguez Perez, Leinier",2791,2717,2009.03.02,tourn,1/2-1/2,D97
651,"Mamedov, Rauf","Dominguez Perez, Leinier",2688,2739,2016.12.27,rapid,0-1,C53
652,"Dominguez Perez, Leinier","Aronian, Levon",2756,2785,????.??.??,,1/2-1/2,
653,"Dominguez Perez, Leinier","Vakhidov, Jakhongir",2758,2534,2021.07.17,,0-1,
654,"Dominguez Perez, Leinier","Jobava, Baadur",2739,2702,2016.12.30,swiss (blitz),0-1,C42
655,"Dominguez Perez, Leinier","Topalov, Veselin",2739,2740,2019.02.21,match (rapid),1/2-1/2,B94
656,"Becerra Rivero, Julio","Dominguez Perez, Leinier",2535,2479,1999.??.??,,1-0,B81
657,"Shulman, Yury","Dominguez Perez, Leinier",2608,2710,2011.10.17,tourn,1/2-1/2,D85
658,"Dominguez Perez, Leinier","Jonkman, Harmen",2534,2424,2000.11.21,swiss,1-0,C67
659,"Nakamura, Hikaru","Dominguez Perez, Leinier",2782,2755,2014.09.16,tourn,1/2-1/2,C45
660,"Dominguez Perez, Leinier","Gomez Fontal, Felix Manuel",2479,2463,1999.06.07,,1-0,C63
661,"Dominguez Perez, Leinier","Gulko, Boris",2585,2602,2001.08.20,swiss,1/2-1/2,B07
662,"So, Wesley","Dominguez Perez, Leinier",2731,2768,2014.05.16,tourn,1-0,B90
663,"Sargissian, Gabriel","Dominguez Perez, Leinier",2702,2732,2016.03.02,swiss (rapid),1/2-1/2,E20
664,"Vescovi, Giovanni","Dominguez Perez, Leinier",2645,2661,2005.02.01,,1-0,D14
665,"Meier, Georg","Dominguez Perez, Leinier",2648,2710,2011.10.21,tourn,1/2-1/2,A34
666,"Dominguez Perez, Leinier","Bruzon Batista, Lazaro",2647,2652,2006.04.13,k.o.,1/2-1/2,C83
667,"Dominguez Perez, Leinier","Deac, Bogdan Daniel",2753,2671,2022.05.11,,1-0,B90
668,"Morozevich, Alexander","Dominguez Perez, Leinier",2750,2719,2009.11.17,tourn (blitz),1-0,D20
669,"Dominguez Perez, Leinier","Gonzalez Vidal, Yuri",2479,2386,1999.05.09,,1-0,B17
670,"Dominguez Perez, Leinier","Chigaev, Maxim",2758,2631,2019.12.30,blitz,0-1,B06
671,"Harikrishna, Pentala","Dominguez Perez, Leinier",2719,2758,2020.05.05,,1/2-1/2,C67
672,"Karjakin, Sergey","Dominguez Perez, Leinier",2756,2754,2013.12.16,tourn (blitz),1-0,A07
673,"Aronian, Levon","Dominguez Perez, Leinier",2780,2739,2018.09.13,,1-0,A01
674,"Dominguez Perez, Leinier","Navara, David",2732,2734,2016.03.01,tourn (blitz),1/2-1/2,D02
675,"Dominguez Perez, Leinier","Nogueiras Santiago, Jesus",2556,2557,2001.04.01,,1/2-1/2,C18
676,"Dominguez Perez, Leinier","Malakhov, Vladimir",2612,2695,2004.06.22,k.o.,1-0,B37
677,"So, Wesley","Dominguez Perez, Leinier",2788,2739,2017.11.10,match (rapid),0-1,C65
678,"So, Wesley","Dominguez Perez, Leinier",2788,2739,2017.11.11,match (blitz),0-1,A14
679,"Wojtaszek, Radoslaw","Dominguez Perez, Leinier",2727,2732,2016.02.29,tourn (blitz),1/2-1/2,D28
680,"Dominguez Perez, Leinier","Van Der Wiel, John Th",2605,2542,2004.01.19,tourn,1-0,B33
681,"Frolyanov, Dmitry","Dominguez Perez, Leinier",2572,2729,2015.05.06,team-swiss,1/2-1/2,B94
682,"Dominguez Perez, Leinier","Svane, Frederik",2758,2421,2020.11.24,,1-0,B67
683,"Caruana, Fabiano","Dominguez Perez, Leinier",2773,2786,2020.05.26,,1-0,
684,"Dominguez Perez, Leinier","Postny, Evgeny",2758,2603,2020.11.03,swiss,1/2-1/2,D12
685,"Dominguez Perez, Leinier","Karttunen, Mika",2762,2477,2019.11.10,,1-0,B31
686,"Dominguez Perez, Leinier","Antipov, M2.",2756,2592,2022.04.29,blitz,1/2-1/2,C47
687,"Grischuk, Alexander","Dominguez Perez, Leinier",2797,2751,2014.10.14,tourn,1-0,B81
688,"Dominguez Perez, Leinier","Nakamura, Hikaru",2605,2571,2004.01.17,,1/2-1/2,B42
689,"Dominguez Perez, Leinier","Nepomniachtchi, Ian",2739,2751,2017.08.17,tourn (blitz),0-1,B91
690,"Dominguez Perez, Leinier","Abdusattorov, Nodirbek",2763,2608,2020.03.24,blitz,0-1,D05
691,"Giri, Anish","Dominguez Perez, Leinier",2734,2754,2013.12.16,tourn (blitz),0-1,D27
692,"Meier, Georg","Dominguez Perez, Leinier",2628,2739,2018.06.26,k.o. (blitz),1/2-1/2,E05
693,"Dominguez Perez, Leinier","Sieiro Gonzalez, Luis",2190,2380,1997.??.??,tourn,0-1,C11
694,"Werle, Jan","Dominguez Perez, Leinier",2205,,1999.??.??,swiss,1/2-1/2,B23
695,"Swiercz, Dariusz","Dominguez Perez, Leinier",2620,2732,2015.10.13,blitz,0-1,D26
696,"Dominguez Perez, Leinier","Predojevic, Borki",2695,2651,2008.05.23,,1-0,B90
697,"Andreikin, Dmitry","Dominguez Perez, Leinier",2727,2723,2013.04.23,,1/2-1/2,B53
698,"Dominguez Perez, Leinier","Nepomniachtchi, Ian",2725,2716,2012.05.14,,1-0,B48
699,"Dominguez Perez, Leinier","Nepomniachtchi, Ian",2754,2721,2013.12.14,rapid,0-1,C03
700,"Dominguez Perez, Leinier","Abdusattorov, Nodirbek",2763,2608,2020.03.24,blitz,1-0,D05
701,"Sjugirov, Sanan","Dominguez Perez, Leinier",2657,2762,2019.11.16,,1/2-1/2,D38
702,"Dominguez Perez, Leinier","Dreev, Aleksey",2612,2689,2004.06.27,k.o.,1-0,C10
703,"Dominguez Perez, Leinier","Adams, Michael",2732,2742,2015.09.19,k.o.,0-1,C84
704,"Zapata, Alonso","Dominguez Perez, Leinier",2541,2601,2002.05.12,,0-1,B90
705,"Gelfand, Boris","Dominguez Perez, Leinier",2744,2734,2015.05.20,tourn,1/2-1/2,E11
706,"Dominguez Perez, Leinier","Bruzon Batista, Lazaro",2655,2648,2006.11.24,swiss,1/2-1/2,C95
707,"Dominguez Perez, Leinier","Yu, Yangyi",2763,2752,2019.08.14,blitz,1-0,B40
708,"Dominguez Perez, Leinier","Mamedyarov, Shakhriyar",2758,2782,2021.08.28,rapid,0-1,
709,"Dominguez Perez, Leinier","Kamsky, Gata",2719,2729,2008.11.19,team-swiss,1/2-1/2,C84
710,"Mamedyarov, Shakhriyar","Dominguez Perez, Leinier",2757,2754,2013.12.18,swiss (rapid),1-0,D36
711,"Dlugy, Maxim","Dominguez Perez, Leinier",2518,2732,2015.10.11,rapid,0-1,A45
712,"Dominguez Perez, Leinier","Ghaem Maghami, Ehsan",2725,2579,2012.08.31,team-swiss,1/2-1/2,C95
713,"Dubov, Daniil","Dominguez Perez, Leinier",2700,2760,2019.07.01,,1/2-1/2,D30
714,"Dominguez Perez, Leinier","Aronian, Levon",2739,2767,2018.08.14,tourn (rapid),1/2-1/2,C54
715,"Dominguez Perez, Leinier","Korneev, Oleg",2655,2657,2006.10.21,tourn,1/2-1/2,C74
716,"Dominguez Perez, Leinier","Mortensen, Erling",2613,2450,2002.07.25,swiss,1-0,B80
717,"Dominguez Perez, Leinier","Kovacevic, Slobodan",2506,2404,1999.11.20,team,1/2-1/2,B42
718,"Dominguez Perez, Leinier","Giri, Anish",2757,2737,2013.09.25,tourn,1-0,C78
719,"Navara, David","Dominguez Perez, Leinier",2734,2732,2016.02.28,tourn (blitz),1-0,D41
720,"Bruzon Batista, Lazaro","Dominguez Perez, Leinier",2652,2647,2006.??.??,tourn,1-0,D27
721,"Gabrielian, Artur","Dominguez Perez, Leinier",2558,2723,2013.04.07,team-swiss,0-1,B90
722,"Bruzon Batista, Lazaro","Dominguez Perez, Leinier",2644,2758,2020.04.26,,1-0,A14
723,"Dominguez Perez, Leinier","Artemiev, Vladislav",2758,2716,2020.04.12,,0-1,
724,"Ivanchuk, Vassily","Dominguez Perez, Leinier",2704,2726,2014.12.13,tourn (blitz),1-0,D94
725,"Dominguez Perez, Leinier","Svidler, Peter",2726,2739,2015.02.16,k.o.,1/2-1/2,C88
726,"Dominguez Perez, Leinier","Caruana, Fabiano",2726,2786,2012.11.29,tourn,0-1,B01
727,"Dominguez Perez, Leinier","Rapport, Richard",2758,2763,2021.08.11,blitz,1-0,
728,"Dominguez Perez, Leinier","Vallejo Pons, Francisco",2732,2684,2015.10.13,blitz,1/2-1/2,A36
729,"Dominguez Perez, Leinier","Le, Quang Liem",2754,2703,2013.12.14,tourn (blitz),1/2-1/2,C65
730,"Dominguez Perez, Leinier","Ivanchuk, Vassily",2713,2741,2010.06.12,,1/2-1/2,B63
731,"Dominguez Perez, Leinier","Najer, Evgeniy",2719,2643,2011.08.14,,1/2-1/2,A20
732,"Dominguez Perez, Leinier","Arencibia Rodriguez, Walter",2603,2520,2003.05.18,tourn,0-1,C18
733,"Dominguez Perez, Leinier","Caruana, Fabiano",2786,2773,2020.06.07,,0-1,
734,"Quesada Perez, Yuniesky","Dominguez Perez, Leinier",2512,2647,2006.04.07,,0-1,B80
735,"Dominguez Perez, Leinier","Nakamura, Hikaru",2758,2736,2019.12.28,rapid,1/2-1/2,C53
736,"Kamsky, Gata","Dominguez Perez, Leinier",2741,2723,2013.05.22,,1-0,B90
737,"Dominguez Perez, Leinier","Lorenzana, Wilson Estuardo",2716,2227,2011.03.18,tourn,1-0,B41
738,"Dominguez Perez, Leinier","Kramnik, Vladimir",2713,2812,2016.07.09,swiss,1/2-1/2,C67
739,"Dominguez Perez, Leinier","Nijboer, Friso",2605,2586,2004.01.25,tourn,1-0,B63
740,"Dominguez Perez, Leinier","Mammadov, Ziya",2758,2417,2020.11.17,swiss,1-0,C11
741,"Kobalia, Mikhail","Dominguez Perez, Leinier",2593,2508,2000.05.14,tourn,1-0,B90
742,"Dominguez Perez, Leinier","Gasimov, Ilgar",2647,2659,2006.05.27,team-swiss,1/2-1/2,B77
743,"Sanchez, Sarai2","Dominguez Perez, Leinier",2093,2534,2000.07.19,,0-1,B50
744,"Ding, Liren","Dominguez Perez, Leinier",2805,2763,2019.08.13,blitz,1-0,D35
745,"Dominguez Perez, Leinier","Fierro Baquero, Martha L",,2165,1996.??.??,,1/2-1/2,B31
746,"Inarkiev, Ernesto","Dominguez Perez, Leinier",2686,2732,2016.05.01,,0-1,D83
747,"Dominguez Perez, Leinier","Erenburg, Sergey",,,2000.10.??,,1-0,B17
748,"Areshchenko, Alexander","Dominguez Perez, Leinier",2710,2734,2012.10.15,team-swiss,1/2-1/2,B88
749,"Dominguez Perez, Leinier","Vera Gonzalez Quevedo, Reynaldo",2594,2534,2002.04.10,tourn,1/2-1/2,B67
750,"Dominguez Perez, Leinier","Arencibia Rodriguez, Walter",2505,2525,2000.??.??,tourn,1/2-1/2,B93
751,"Nepomniachtchi, Ian","Dominguez Perez, Leinier",2751,2739,2017.08.14,tourn (rapid),1/2-1/2,C65
752,"Dominguez Perez, Leinier","So, Wesley",2739,2788,2017.11.12,match (blitz),1-0,B07
753,"Timman, Jan H","Dominguez Perez, Leinier",2565,2655,2006.10.20,tourn,1/2-1/2,A33
754,"Dominguez Perez, Leinier","Giri, Anish",2712,2714,2011.12.13,swiss (blitz),0-1,C42
755,"Dominguez Perez, Leinier","Zhang, Pengxiang",2594,2522,2002.03.09,swiss,0-1,C18
756,"Quesada, Yunieski","Dominguez Perez, Leinier",2210,2505,1999.??.??,,0-1,B20
757,"Nyback, Tomi","Dominguez Perez, Leinier",2445,2608,2002.11.08,,0-1,D14
758,"Dominguez Perez, Leinier","Mamedov, Rauf",2752,2667,2019.05.14,rapid,1-0,
759,"Aronian, Levon","Dominguez Perez, Leinier",2782,2760,2021.09.10,,0-1,
760,"Paramos Dominguez, Roberto","Dominguez Perez, Leinier",2445,2479,1999.05.03,,0-1,B96
761,"Dominguez Perez, Leinier","Garcia Carey, Osmel",2190,2315,1997.??.??,tourn,1/2-1/2,B42
762,"Aronian, Levon","Dominguez Perez, Leinier",2772,2752,2022.02.12,,1-0,D20
763,"Dominguez Perez, Leinier","Alekseev, Evgeny A",2708,2708,2008.07.22,tourn,1/2-1/2,C67
764,"Dominguez Perez, Leinier","Ivanchuk, Vassily",2725,2764,2012.05.11,,0-1,B01
765,"Dominguez Perez, Leinier","Karjakin, Sergey",2739,2773,2018.08.15,tourn (rapid),1/2-1/2,E08
766,"Dominguez Perez, Leinier","Radjabov, Teimour",2612,2670,2004.06.29,k.o.,1/2-1/2,B45
767,"Lipnowski, Irwin","Dominguez Perez, Leinier",2335,2215,1998.??.??,,0-1,B52
768,"Dominguez Perez, Leinier","Vera Gonzalez Quevedo, Reynaldo",2215,2535,1998.??.??,tourn,0-1,B85
769,"Dominguez Perez, Leinier","Yu, Yangyi",2786,2738,2020.05.07,,0-1,
770,"Caruana, Fabiano","Dominguez Perez, Leinier",2803,2734,2015.05.14,tourn,1/2-1/2,C67
771,"Dominguez Perez, Leinier","Meier, Georg",2739,2628,2018.06.26,k.o. (blitz),1-0,C11
772,"Dominguez Perez, Leinier","Bruzon Batista, Lazaro",2658,2669,2005.04.27,k.o.,1/2-1/2,C81
773,"Andreikin, Dmitry","Dominguez Perez, Leinier",2696,2719,2011.08.09,,1-0,B23
774,"Lobo Rodriguez, Jesus Angel","Dominguez Perez, Leinier",2261,2479,1999.??.??,swiss,0-1,E94
775,"Nepomniachtchi, Ian","Dominguez Perez, Leinier",2695,2713,2010.06.19,,1/2-1/2,B90
776,"Vachier Lagrave, Maxime","Dominguez Perez, Leinier",2779,2739,2018.08.02,,0-1,C65
777,"Pigusov, Evgeny","Dominguez Perez, Leinier",2555,2758,2019.12.30,blitz,0-1,A14
778,"Vachier Lagrave, Maxime","Dominguez Perez, Leinier",2778,2763,2019.08.12,rapid,1-0,C67
779,"Dominguez Perez, Leinier","So, Wesley",2739,2788,2017.11.09,swiss,1-0,C48
780,"Dominguez Perez, Leinier","Leko, Peter",2596,2739,2001.10.14,,1/2-1/2,B33
781,"Dominguez Perez, Leinier","Caruana, Fabiano",2763,2818,2019.08.11,rapid,1/2-1/2,C78
782,"Hammerl, Jonas","Dominguez Perez, Leinier",2631,2739,2018.06.27,,0-1,D41
783,"Ortega Ruiz, Jose Miguel","Dominguez Perez, Leinier",2235,2506,1999.08.20,swiss,0-1,D12
784,"Dominguez Perez, Leinier","Hernandez Guerrero, Yadira",,2215,1996.??.??,,1-0,B48
785,"Wang, Hao","Dominguez Perez, Leinier",2710,2726,2014.12.13,tourn (blitz),1-0,E05
786,"Castellanos Rodriguez, Renier","Dominguez Perez, Leinier",2474,2758,2019.12.29,blitz,0-1,B91
787,"Mamedyarov, Shakhriyar","Dominguez Perez, Leinier",2782,2758,2021.08.15,blitz,1-0,
788,"Ivanchuk, Vassily","Dominguez Perez, Leinier",2731,2754,2013.12.14,tourn (blitz),1/2-1/2,B90
789,"Cheparinov, Ivan","Dominguez Perez, Leinier",2695,2743,2019.05.17,blitz,1/2-1/2,
790,"Abdyjapar, Asyl","Dominguez Perez, Leinier",2394,2758,2020.11.03,swiss,1-0,A45
791,"Clavijo, Jorge Mario","Dominguez Perez, Leinier",2375,2585,2001.08.13,swiss,1/2-1/2,E99
792,"Karpov, Anatoly","Dominguez Perez, Leinier",2619,2719,2009.11.16,tourn (blitz),1/2-1/2,D27
793,"Carlsen, Magnus","Dominguez Perez, Leinier",2813,2713,2010.03.23,,1-0,B92
794,"Aronian, Levon","Dominguez Perez, Leinier",2786,2719,2009.11.18,,0-1,D20
795,"Dominguez Perez, Leinier","Abdusattorov, Nodirbek",2763,2608,2020.03.24,blitz,1-0,D05
796,"Dominguez Perez, Leinier","Cuevas, Alex",2739,2288,2017.03.08,,1-0,B41
797,"Dominguez Perez, Leinier","Vachier Lagrave, Maxime",2758,2751,2021.08.20,,1-0,B90
798,"Tkachiev, Vladislav","Dominguez Perez, Leinier",2664,2719,2008.11.08,tourn (blitz),0-1,B22
799,"Vachier Lagrave, Maxime","Dominguez Perez, Leinier",2710,2712,2011.12.15,swiss (rapid),1-0,B52
800,"Wiedenkeller, Michael","Dominguez Perez, Leinier",2453,2732,2015.10.18,team-swiss,1/2-1/2,D85
801,"Dominguez Perez, Leinier","Grischuk, Alexander",2726,2810,2014.12.14,tourn (blitz),1/2-1/2,B33
802,"Gelfand, Boris","Dominguez Perez, Leinier",2743,2726,2014.12.14,tourn (blitz),1/2-1/2,D27
803,"Dominguez Perez, Leinier","Agaragimov, Djakhangir",2719,2352,2011.08.06,,1-0,A25
804,"Bruzon Batista, Lazaro","Dominguez Perez, Leinier",2644,2758,2020.04.26,,1/2-1/2,C67
805,"Dominguez Perez, Leinier","Fressinet, Laurent",2732,2700,2016.02.28,tourn (blitz),1-0,C67
806,"Dominguez Perez, Leinier","Nakamura, Hikaru",2786,2829,2021.04.24,,1/2-1/2,
807,"Vasquez Schroder, Rodrigo Rafael","Dominguez Perez, Leinier",2409,2479,1999.05.15,,1-0,B50
808,"Santos Latasa, Jaime","Dominguez Perez, Leinier",2575,2758,2020.07.12,k.o. (rapid),0-1,E51
809,"Mamedyarov, Shakhriyar","Dominguez Perez, Leinier",2764,2763,2019.08.10,rapid,1-0,D35
810,"Dominguez Perez, Leinier","Svidler, Peter",2723,2769,2013.05.25,tourn,1-0,C77
811,"Rublevsky, Sergei","Dominguez Perez, Leinier",2680,2678,2007.06.29,tourn,1/2-1/2,B87
812,"So, Wesley","Dominguez Perez, Leinier",2788,2739,2017.11.11,match (blitz),1/2-1/2,D41
813,"Topalov, Veselin","Dominguez Perez, Leinier",2740,2739,2019.02.21,match (rapid),1/2-1/2,C42
814,"Dominguez Perez, Leinier","Berescu, Alin Mile",2585,2370,1998.11.02,,1/2-1/2,B12
815,"Carlsen, Magnus","Dominguez Perez, Leinier",2872,2758,2019.12.28,rapid,1/2-1/2,B14
816,"Dominguez Perez, Leinier","Robson, Ray",2757,2628,2014.03.08,match (rapid),1-0,C18
817,"Dominguez Perez, Leinier","Morozevich, Alexander",,,2013.05.30,,1-0,C84
818,"El Gindy, Essam","Dominguez Perez, Leinier",2487,2757,2013.08.11,k.o.,0-1,D85
819,"Paragua, Mark","Dominguez Perez, Leinier",2268,2506,1999.10.25,,1-0,B20
820,"Vachier Lagrave, Maxime","Dominguez Perez, Leinier",2750,2753,2022.05.05,,1/2-1/2,
821,"Dominguez Perez, Leinier","Harikrishnan, M.",2743,2661,2016.03.01,blitz,1/2-1/2,
822,"Dominguez Perez, Leinier","Andreikin, Dmitry",2752,2736,2016.11.10,swiss,0-1,C45
823,"Ward, Christopher","Dominguez Perez, Leinier",2498,2613,2002.07.26,swiss,1/2-1/2,D44
824,"Dominguez Perez, Leinier","Firouzja, Alireza",2758,2759,2021.08.30,rapid,0-1,
825,"Dominguez Perez, Leinier","Giri, Anish",2758,2764,2021.02.08,rapid,1/2-1/2,C67
826,"Dominguez Perez, Leinier","Movsesian, Sergei",2695,2695,2008.06.02,,1/2-1/2,B80
827,"Dominguez Perez, Leinier","Nogueiras Santiago, Jesus",2647,2556,2006.04.05,,1/2-1/2,C10
828,"Dominguez Perez, Leinier","Karjakin, Sergey",2712,2763,2011.12.16,,1/2-1/2,A15
829,"Dominguez Perez, Leinier","Galliamova, Alisa",2613,2505,2002.07.12,tourn,1-0,B89
830,"Dominguez Perez, Leinier","Herrera Reyes, Jose Antonio",2758,2304,2020.11.03,swiss,1-0,E91
831,"Smerdon, David C","Dominguez Perez, Leinier",2525,2719,2009.11.23,k.o.,1/2-1/2,B22
832,"Dominguez Perez, Leinier","Aronian, Levon",2713,2782,2010.03.25,,0-1,D13
833,"Nepomniachtchi, Ian","Dominguez Perez, Leinier",2714,2726,2014.12.16,swiss,1/2-1/2,D78
834,"Kasimdzhanov, Rustam","Dominguez Perez, Leinier",2699,2723,2013.05.27,tourn,0-1,E11
835,"Caruana, Fabiano","Dominguez Perez, Leinier",2828,2739,2019.03.23,,1/2-1/2,E06
836,"Mamedyarov, Shakhriyar","Dominguez Perez, Leinier",2759,2753,2022.05.13,,0-1,D27
837,"Dominguez Perez, Leinier","Rapport, Richard",2762,2752,2019.11.15,,1/2-1/2,C55
838,"Meier, Georg","Dominguez Perez, Leinier",2628,2739,2018.06.26,k.o. (blitz),1-0,E05
839,"Dominguez Perez, Leinier","Savchenko, Boris",2721,2655,2009.06.11,swiss,1-0,B56
840,"Dominguez Perez, Leinier","Carlsen, Magnus",2708,2775,2008.07.30,tourn,1/2-1/2,B78
841,"Dominguez Perez, Leinier","Nepomniachtchi, Ian",2754,2721,2013.12.17,swiss (rapid),1/2-1/2,B90
842,"Topalov, Veselin","Dominguez Perez, Leinier",2740,2739,2019.02.20,match (rapid),1/2-1/2,C24
843,"De La Paz Perdomo, Frank","Dominguez Perez, Leinier",2433,2677,2007.01.19,k.o.,0-1,B96
844,"Stefanova, Antoaneta","Dominguez Perez, Leinier",2531,2712,2011.12.30,k.o.,0-1,D00
845,"Dominguez Perez, Leinier","Michiels, Bart",2716,2459,2010.09.24,team-swiss,1/2-1/2,B19
846,"Dubov, Daniil","Dominguez Perez, Leinier",2711,2756,2022.03.22,,0-1,E54
847,"Dominguez Perez, Leinier","Corral Blanco, Juan Antonio",2608,2463,2002.12.01,team,1-0,B89
848,"Dominguez Perez, Leinier","Ponomariov, Ruslan",2723,2742,2013.05.23,tourn,1/2-1/2,C88
849,"Dominguez Perez, Leinier","Quparadze, Giga",2719,2467,2011.08.10,,1-0,A14
850,"Dominguez Perez, Leinier","P Sethuraman, Sethuraman",2760,2590,2014.08.05,,1/2-1/2,A13
851,"Bocharova, Diana","Dominguez Perez, Leinier",2528,2758,2020.11.24,,1-0,A20
852,"Kozul, Zdenko","Dominguez Perez, Leinier",2613,2739,2016.12.29,swiss (blitz),0-1,A04
853,"Dominguez Perez, Leinier","Gongora Reyes, Maikel Liber",2594,2408,2002.04.04,tourn,1/2-1/2,B33
854,"Dominguez Perez, Leinier","Leon Hoyos, Manuel",2638,2428,2006.02.11,tourn,1-0,B01
855,"Bruzon Batista, Lazaro","Dominguez Perez, Leinier",2677,2746,2015.06.21,swiss,1/2-1/2,C67
856,"Anand, Viswanathan","Dominguez Perez, Leinier",2788,2719,2009.11.18,,1-0,D20
857,"Dominguez Perez, Leinier","Gelfand, Boris",2760,2676,2019.07.02,,1/2-1/2,
858,"Dominguez Perez, Leinier","Wang, Jason",2739,2006,2017.02.01,,1-0,B41
859,"Potkin, Vladimir","Dominguez Perez, Leinier",2470,2565,2001.01.30,swiss,1/2-1/2,B22
860,"Buhmann, Rainer","Dominguez Perez, Leinier",2653,2713,2016.07.10,swiss,1/2-1/2,E97
861,"Gelfand, Boris","Dominguez Perez, Leinier",2753,2760,2014.08.06,,1/2-1/2,E60
862,"Tiviakov, Sergei","Dominguez Perez, Leinier",2628,2613,2002.07.07,tourn,1/2-1/2,B84
863,"Dominguez Perez, Leinier","Ding, Liren",2729,2755,2015.04.27,team-tourn,1/2-1/2,B12
864,"Dominguez Perez, Leinier","Zapata, Alonso",2603,2543,2003.05.11,tourn,1-0,B48
865,"Dominguez Perez, Leinier","Noritsyn, Nikolay",2739,2473,2017.03.01,,1-0,C41
866,"Caruana, Fabiano","Dominguez Perez, Leinier",2822,2739,2018.08.15,tourn (rapid),1/2-1/2,E05
867,"Machin Rivera, Mark","Dominguez Perez, Leinier",2341,2760,2014.08.02,team-swiss,0-1,A36
868,"Alekseev, Evgeny","Dominguez Perez, Leinier",,,2008.07.29,,0-1,B91
869,"Dominguez Perez, Leinier","Svidler, Peter",2751,2732,2014.10.10,tourn,0-1,C77
870,"Katz, Alexander","Dominguez Perez, Leinier",2335,2739,2017.02.22,,0-1,B26
871,"Dominguez Perez, Leinier","Robson, Ray",2757,2628,2014.03.08,match (rapid),1-0,B48
