,White,Black,WhiteELO,BlackELO,Date,Event,Result,Opening,Rounds
1461,"Shankland, Sam","So, Wesley",,,2017.03.30,,1/2-1/2,C67,2
1462,"Nakamura, Hikaru","So, Wesley",2785,2812,2017.06.15,,1/2-1/2,D56,8.1
1463,"Auger, Michael","So, Wesley",2089,2673,2013.04.06,team-tourn,0-1,C11,1
1464,"So, Wesley","Bacrot, Etienne",2812,2708,2017.06.25,tourn (rapid),1-0,A13,15
1465,"So, Wesley","Ma, Qun",2705,2584,2013.07.12,swiss,1/2-1/2,D10,6
1466,"Moradiabadi, Elshan","So, Wesley",2566,2741,2020.10.28,,0-1,,8.5
1467,"So, Wesley","Carlsen, Magnus",2812,2832,2017.06.22,tourn (rapid),0-1,C54,4
1468,"So, Wesley","Wei, Yi",2780,2729,2018.07.29,,1-0,A13,1.7
1469,"So, Wesley","Hamdani, Rudin",2667,2368,2011.04.23,,0-1,B63,2.2
1470,"So, Wesley","Diez Alvarez, Alejandro",2755,2574,2014.10.10,swiss,1/2-1/2,D45,3
1471,"Korobov, Anton","So, Wesley",2688,2770,2020.08.28,,0-1,D05,2.1
1472,"So, Wesley","Vachier Lagrave, Maxime",2794,2804,2016.12.18,,1/2-1/2,A04,9
1473,"So, Wesley","Nakamura, Hikaru",2770,2736,2020.05.26,,1/2-1/2,E06,1.2
1474,"Dableo, Ronald","So, Wesley",,,2007.11.25,,1/2-1/2,A36,6.2
1475,"Vachier Lagrave, Maxime","So, Wesley",2860,2741,2020.12.29,,1/2-1/2,,3.2
1476,"So, Wesley","Yu, Yangyi",2759,2705,2019.06.03,blitz,1/2-1/2,,4.3
1477,"So, Wesley","Giri, Anish",2815,2785,2017.05.25,k.o. (blitz),0-1,D03,1.23
1478,"So, Wesley","Karjakin, Sergey",2763,2748,2019.07.17,,1/2-1/2,,13.1
1479,"So, Wesley","Radjabov, Teimour",2741,2758,2020.11.26,schev,1-0,,6.3
1480,"So, Wesley","Le, Quang Liem",2652,2693,2012.09.07,,1/2-1/2,D10,10.8
1481,"Vachier Lagrave, Maxime","So, Wesley",2774,2767,2019.11.19,,1/2-1/2,A06,2.17
1482,"So, Wesley","Firouzja, Alireza",2770,2759,2021.03.17,,1-0,B12,1.22
1483,"So, Wesley","Ding, Liren",2770,2799,2021.06.27,,1/2-1/2,E32,9.4
1484,"So, Wesley","Carlsen, Magnus",2770,2855,2016.07.23,swiss,1/2-1/2,D38,10
1485,"So, Wesley","Vachier Lagrave, Maxime",2770,2760,2021.06.13,,1/2-1/2,,8.3
1486,"So, Wesley","Wu, Xibin",2540,2351,2008.04.07,swiss,1-0,B97,2
1487,"So, Wesley","Nakamura, Hikaru",2770,2736,2020.12.12,,0-1,B92,3.23
1488,"Zhou, Yang Fan","So, Wesley",2259,2577,2008.08.23,team,0-1,B33,8
1489,"So, Wesley","Vidit, Santosh Gujrathi",2780,2718,2018.10.09,,1-0,C80,?
1490,"So, Wesley","Praggnanandhaa, Rameshbabu",2771,2366,2018.11.13,blitz,1/2-1/2,,3.1
1491,"Giri, Anish","So, Wesley",2785,2815,2017.05.25,k.o. (blitz),1/2-1/2,A07,1.12
1492,"Firouzja, Alireza","So, Wesley",2759,2770,2021.06.21,blitz,0-1,,16.5
1493,"So, Wesley","Carlsen, Magnus",2754,2875,2019.06.12,,1/2-1/2,,14.1
1494,"So, Wesley","Carlsen, Magnus",2788,2863,2015.04.25,,1/2-1/2,A29,8
1495,"So, Wesley","Li, Chao b",2673,2649,2011.01.25,tourn,0-1,D72,9
1496,"So, Wesley","Swiercz, Dariusz",2770,2649,2020.10.27,,1-0,D85,5.4
1497,"So, Wesley","Caruana, Fabiano",2770,2804,2016.06.09,tourn (rapid),1/2-1/2,C65,5
1498,"Ly, Hong Nguyen","So, Wesley",2302,2646,2009.07.23,swiss,1/2-1/2,B49,1
1499,"So, Wesley","Nakamura, Hikaru",2778,2769,2018.05.30,,1/2-1/2,D56,?
1500,"Vidit, Santosh Gujrathi","So, Wesley",2718,2780,2018.10.09,,1-0,E05,2.22
1501,"So, Wesley","Wang, Li",2577,2392,2008.09.11,swiss,1/2-1/2,B42,7
1502,"Caruana, Fabiano","So, Wesley",2816,2778,2018.06.12,blitz,0-1,C78,1
1503,"So, Wesley","Robson, Ray",2773,2663,2016.04.24,tourn,1/2-1/2,D46,10
1504,"Negi, Parimarjan","So, Wesley",2103,,2003.10.29,,1-0,B33,7
1505,"Giri, Anish","So, Wesley",2776,2772,2021.08.30,rapid,1/2-1/2,,12.6
1506,"Firouzja, Alireza","So, Wesley",2728,2770,2020.09.19,blitz,1/2-1/2,C65,14.2
1507,"So, Wesley","Carlsen, Magnus",2772,2847,2021.07.11,,1/2-1/2,,15.1
1508,"Karjakin, Sergey","So, Wesley",2773,2810,2017.08.10,tourn,1-0,C54,8
1509,"Erenburg, Sergey","So, Wesley",2601,2762,2014.12.28,swiss,0-1,C03,5
1510,"Anand, Viswanathan","So, Wesley",2759,2778,2018.06.14,blitz,1/2-1/2,C01,9
1511,"So, Wesley","Carlsen, Magnus",2812,2832,2017.07.02,tourn (blitz),1/2-1/2,B83,18
1512,"Wei, Yi","So, Wesley",2729,2780,2018.07.29,,0-1,C48,26
1513,"So, Wesley","Vachier Lagrave, Maxime",2754,2779,2019.06.14,,1/2-1/2,,17.3
1514,"So, Wesley","Vachier Lagrave, Maxime",2754,2779,2019.06.14,,1-0,,18.3
1515,"So, Wesley","Bykhovsky, Anatoly",2682,2513,2012.12.29,,1/2-1/2,D81,5
1516,"Nakamura, Hikaru","So, Wesley",2900,2816,2020.12.09,,0-1,,3.6
1517,"So, Wesley","Nepomniachtchi, Ian",2770,2792,2021.05.29,,1/2-1/2,,17.1
1518,"So, Wesley","Giri, Anish",2656,2588,2010.01.29,tourn,0-1,C42,11
1519,"Caruana, Fabiano","So, Wesley",2804,2770,2016.06.20,tourn (blitz),1/2-1/2,A47,11
1520,"Caruana, Fabiano","So, Wesley",2786,2776,2022.05.21,rapid,1/2-1/2,C65,7.4
1521,"So, Wesley","Gavrilescu, David",2776,2518,2022.05.23,blitz,1-0,D35,13.4
1522,"So, Wesley","Nakamura, Hikaru",2760,2741,2019.11.24,rapid,0-1,D02,8.4
1523,"Nakamura, Hikaru","So, Wesley",2900,2816,2020.12.09,,1-0,,3.4
1524,"So, Wesley","Carlsen, Magnus",2770,2847,2021.06.30,rapid,1/2-1/2,,10.2
1525,"Duda, Jan Krzysztof","So, Wesley",2743,2770,2020.11.19,schev,1-0,C36,2.35
1526,"So, Wesley","Karjakin, Sergey",2741,2709,2020.11.23,tourn,1/2-1/2,,7.3
1527,"Dimovski, Aleksandar","So, Wesley",1599,2165,2005.07.19,swiss,0-1,B33,1
1528,"So, Wesley","Nakamura, Hikaru",2770,2736,2020.12.12,,1/2-1/2,B15,3.32
1529,"So, Wesley","Vachier Lagrave, Maxime",2754,2779,2019.06.27,,1/2-1/2,,2.5
1530,"So, Wesley","Carlsen, Magnus",2770,2855,2016.06.17,tourn (rapid),1/2-1/2,B90,1
1531,"Jobava, Baadur","So, Wesley",2727,2762,2015.01.16,,0-1,C53,6
1532,"So, Wesley","Vidit, Santosh Gujrathi",2765,2702,2018.11.10,rapid,1-0,B33,?
1533,"So, Wesley","Vidit, Santosh Gujrathi",2780,2718,2018.10.09,,1-0,E01,?
1534,"So, Wesley","Navara, David",2765,2738,2019.02.23,match (blitz),1-0,E05,6.3
1535,"So, Wesley","Salem, A.R. Saleh",2794,2650,2016.10.07,swiss,1-0,A65,7
1536,"Dominguez Perez, Leinier","So, Wesley",2786,2741,2020.10.27,,1/2-1/2,,6.4
1537,"So, Wesley","Mahjoob Zardast, Morteza",2516,2479,2007.09.22,,1-0,B09,4.19
1538,"So, Wesley","Kolev, Atanas",2650,2604,2012.07.07,match (blitz),1-0,C68,7
1539,"So, Wesley","Duda, Jan Krzysztof",2754,2728,2019.05.19,,1-0,C53,1.3
1540,"Dubov, Daniil","So, Wesley",2683,2765,2020.01.19,,1/2-1/2,,8.4
1541,"Sarana, Alexey","So, Wesley",2675,2778,2022.04.09,rapid,0-1,E49,7
1542,"Demchenko, Anton","So, Wesley",2655,2767,2019.09.13,,1/2-1/2,D02,2.1
1543,"So, Wesley","Le, Quang Liem",2772,2709,2021.08.11,blitz,1/2-1/2,,1.3
1544,"So, Wesley","Vachier Lagrave, Maxime",2767,2774,2019.11.19,,1/2-1/2,B90,2.4
1545,"So, Wesley","Giri, Anish",2815,2785,2017.05.25,k.o. (blitz),1/2-1/2,B90,1.1
1546,"So, Wesley","Wang, Hao",2652,2726,2012.09.06,team-swiss,1/2-1/2,E63,9.1
1547,"So, Wesley","Nakamura, Hikaru",2741,2829,2021.04.26,,1/2-1/2,,15.3
1548,"So, Wesley","Wei, Yi",2780,2729,2018.07.29,,0-1,D38,1.27
1549,"Meier, Georg","So, Wesley",2646,2677,2012.10.21,tourn,1/2-1/2,D97,9
1550,"Shankland, Sam","So, Wesley",2704,2778,2022.03.29,,0-1,E06,1
1551,"So, Wesley","Giri, Anish",2760,2776,2019.11.26,blitz,1/2-1/2,D45,16.1
1552,"Wang, Richard","So, Wesley",2365,2744,2014.06.21,tourn,0-1,D00,1
1553,"So, Wesley","Perez, Rolando",,,2004.09.21,tourn,1-0,B21,6
1554,"So, Wesley","Nepomniachtchi, Ian",2770,2792,2021.05.28,,1/2-1/2,,12.1
1555,"Mamedyarov, Shakhriyar","So, Wesley",2767,2767,2019.10.02,,1-0,D30,1.5
1556,"Firouzja, Alireza","So, Wesley",2703,2741,2021.04.24,,1-0,,1.7
1557,"So, Wesley","Giri, Anish",2788,2790,2015.04.17,tourn,1-0,A10,1
1558,"Balogh, Csaba","So, Wesley",2657,2760,2015.09.14,k.o.,0-1,C65,2.1
1559,"Carlsen, Magnus","So, Wesley",2881,2741,2021.03.20,,1-0,,20.2
1560,"Dominguez Perez, Leinier","So, Wesley",2739,2788,2017.11.11,match (blitz),1/2-1/2,C11,4.3
1561,"Rodriguez Vila, Andres","So, Wesley",2537,2668,2010.09.25,team-swiss,1/2-1/2,A45,5.1
1562,"So, Wesley","Pichot, Alan",2770,2630,2020.08.22,,1/2-1/2,,6.1
1563,"Caruana, Fabiano","So, Wesley",2773,2741,2020.05.29,,0-1,,4.5
1564,"Aronian, Levon","So, Wesley",2778,2741,2021.04.27,,1-0,,4.2
1565,"So, Wesley","Moradiabadi, Elshan",2738,2585,2014.04.06,team-tourn,1-0,E11,3.2
1566,"Xiong, Jeffery","So, Wesley",2663,2762,2019.03.27,,1/2-1/2,D92,7.2
1567,"So, Wesley","Perez, Maximiliano",2770,2417,2020.02.10,,1-0,E81,6
1568,"Laylo, Darwin","So, Wesley",2504,2577,2008.07.04,tourn,1-0,E15,5
1569,"Chandra, Akshat","So, Wesley",2477,2773,2016.04.15,tourn,0-1,B12,2
1570,"So, Wesley","Artemiev, Vladislav",2770,2704,2021.06.27,rapid,1-0,,7.5
1571,"Abdusattorov, Nodirbek","So, Wesley",2662,2816,2020.11.08,,0-1,,3.1
1572,"So, Wesley","Sapozhnikov, Roman",2667,2462,2011.03.26,swiss,0-1,E11,3
1573,"Georgiev, Vladimir","So, Wesley",2559,2515,2011.07.26,,1-0,D10,7
1574,"So, Wesley","Ma, Qun",2653,2481,2012.05.05,swiss,1/2-1/2,D17,1
1575,"So, Wesley","Margvelashvili, Giorgi",2705,2548,2013.07.14,swiss,1-0,B12,8
1576,"Anand, Viswanathan","So, Wesley",2770,2770,2016.06.19,tourn (blitz),1/2-1/2,C54,4
1577,"Nguyen, Van Huy","So, Wesley",2414,2646,2009.07.24,swiss,0-1,B45,3
1578,"Iotov, Valentin Dimitrov","So, Wesley",2575,2682,2012.12.30,team-swiss,1/2-1/2,E54,6
1579,"So, Wesley","Negi, Parimarjan",2674,2615,2010.07.22,swiss,1/2-1/2,D58,4
1580,"So, Wesley","Anton Guijarro, David",2741,2667,2020.11.22,tourn,1/2-1/2,,1.6
1581,"So, Wesley","Zhang, Jilin",2531,2324,2007.11.22,,1-0,B93,1.7
1582,"So, Wesley","Sadorra, Julio Catalino",2577,2470,2008.09.11,swiss,0-1,B40,8
1583,"Harikrishna, Pentala","So, Wesley",2705,2741,2020.12.28,,1/2-1/2,,10.2
1584,"Kostenko, Petr","So, Wesley",2522,2451,2007.03.05,,0-1,B33,4
1585,"Wan, Yunguo","So, Wesley",2471,2577,2008.09.09,swiss,1/2-1/2,B36,5
1586,"So, Wesley","That Nhu Tung, Ton",2646,2227,2009.07.23,,1-0,B60,2
1587,"Nakamura, Hikaru","So, Wesley",2777,2780,2018.08.15,tourn (rapid),1/2-1/2,C47,11
1588,"Sevian, Samuel","So, Wesley",2654,2778,2021.10.17,,1/2-1/2,D02,10.2
1589,"So, Wesley","Kramnik, Vladimir",2812,2808,2017.07.02,tourn (blitz),1/2-1/2,D63,12
1590,"So, Wesley","Nakamura, Hikaru",2770,2736,2020.12.12,,1/2-1/2,B06,3.34
1591,"Ghaem Maghami, Ehsan","So, Wesley",2604,2540,2008.04.13,swiss,1/2-1/2,A33,8
1592,"So, Wesley","Carlsen, Magnus",2775,2834,2015.12.26,swiss,1/2-1/2,C97,6
1593,"So, Wesley","Kamsky, Gata",2822,2659,2017.04.08,tourn,1/2-1/2,D10,10
1594,"Shankland, Sam","So, Wesley",2661,2788,2015.04.02,,0-1,C65,2
1595,"So, Wesley","Carlsen, Magnus",2815,2832,2017.11.18,k.o. (blitz),1/2-1/2,C10,3.15
1596,"Giri, Anish","So, Wesley",2771,2812,2017.07.02,tourn (blitz),1/2-1/2,A35,17
1597,"So, Wesley","Sevian, Samuel",2788,2531,2015.04.03,,0-1,D45,3
1598,"Giri, Anish","So, Wesley",2776,2760,2019.11.06,rapid,1-0,E04,1.2
1599,"Shankland, Sam","So, Wesley",2691,2770,2020.09.21,,0-1,E01,1.4
1600,"So, Wesley","Shukuraliev, Algis",2669,2376,2010.11.24,rapid,1-0,C89,7
1601,"Giri, Anish","So, Wesley",2785,2815,2017.05.25,k.o. (blitz),0-1,D31,1.4
1602,"Gatus, Edmundo","So, Wesley",,2577,2008.07.11,tourn,1/2-1/2,B31,14
1603,"Vachier Lagrave, Maxime","So, Wesley",2774,2767,2019.11.19,,0-1,A20,2.9
1604,"Nouri, Hamed","So, Wesley",2392,2540,2008.04.28,swiss,1/2-1/2,A39,5
1605,"Shabalov, Alexander","So, Wesley",2528,2773,2016.04.21,tourn,0-1,D43,7
1606,"So, Wesley","Li, Chao b",2540,2582,2008.04.14,swiss,1/2-1/2,B78,9
1607,"So, Wesley","Shankland, Sam",2770,2691,2021.02.07,rapid,1-0,D11,6.7
1608,"Nakamura, Hikaru","So, Wesley",2750,2778,2022.04.09,rapid,1/2-1/2,D37,3
1609,"So, Wesley","Jobava, Baadur",2789,2703,2017.06.29,tourn (blitz),1-0,E70,4
1610,"So, Wesley","Harikrishna, Pentala",2656,2672,2010.01.21,tourn,1/2-1/2,E05,5
1611,"So, Wesley","Nakamura, Hikaru",2767,2745,2020.02.21,,1/2-1/2,C45,4.6
1612,"Aronian, Levon","So, Wesley",2782,2778,2021.10.02,,1-0,C50,7.2
1613,"So, Wesley","Harikrishnan, M.",2770,2719,2020.03.10,,1-0,C10,2
1614,"So, Wesley","Miah, Zahed",2776,1733,2018.10.20,swiss,1-0,D12,?
1615,"So, Wesley","Vidit, Santosh Gujrathi",2780,2718,2018.10.09,,0-1,B56,?
1616,"Duda, Jan Krzysztof","So, Wesley",2799,2816,2020.11.19,match,1-0,,1.2
1617,"Kasparov, Garry","So, Wesley",2812,2773,2016.04.28,tourn (blitz),1-0,C45,1
1618,"Vachier Lagrave, Maxime","So, Wesley",2789,2770,2016.06.20,tourn (blitz),1/2-1/2,A36,18
1619,"So, Wesley","Ravi, Lanka",2516,2404,2007.09.20,,1-0,B19,2.22
1620,"Zhou, Jianchao","So, Wesley",2580,2755,2014.10.13,k.o. (rapid),1/2-1/2,A18,1.1
1621,"Ding, Liren","So, Wesley",2777,2810,2017.09.21,,1/2-1/2,D39,6.4
1622,"So, Wesley","Zhou, Weiqi",2411,2435,2006.11.20,swiss,1/2-1/2,C12,5
1623,"So, Wesley","Caruana, Fabiano",2773,2795,2016.04.16,,1/2-1/2,D40,3.1
1624,"Duda, Jan Krzysztof","So, Wesley",2774,2741,2021.02.09,rapid,1-0,,2.3
1625,"Vachier Lagrave, Maxime","So, Wesley",2860,2741,2020.06.06,,1/2-1/2,,2.4
1626,"Giri, Anish","So, Wesley",2780,2770,2021.06.26,rapid,1-0,,4.3
1627,"So, Wesley","Duda, Jan Krzysztof",2741,2774,2021.04.24,,0-1,,2.2
1628,"Firouzja, Alireza","So, Wesley",2759,2770,2021.06.18,blitz,1/2-1/2,,1.1
1629,"So, Wesley","Saleh Salem, Ra",2540,2429,2008.04.10,,1-0,B33,5
1630,"Carlsen, Magnus","So, Wesley",2855,2778,2021.10.04,,1-0,A01,9.3
1631,"Goryachkina, Aleksandra","So, Wesley",2493,2775,2015.12.20,swiss,0-1,E15,1.4
1632,"Auger, Michael","So, Wesley",2128,2738,2014.04.05,team-tourn,0-1,C90,1.2
1633,"So, Wesley","Giri, Anish",2770,2782,2016.06.11,tourn (blitz),1/2-1/2,D03,2
1634,"So, Wesley","Kuzubov, Yuriy",2646,2635,2009.09.19,tourn,1/2-1/2,E11,1
1635,"So, Wesley","Nepomniachtchi, Ian",2760,2773,2019.11.26,blitz,1/2-1/2,D85,11.5
1636,"Artemiev, Vladislav","So, Wesley",2699,2778,2021.09.27,,1/2-1/2,C24,3.2
1637,"So, Wesley","Paragua, Mark",2330,2604,2006.08.21,,1/2-1/2,B33,1
1638,"Giri, Anish","So, Wesley",2777,2778,2021.09.29,,0-1,E04,5.6
1639,"So, Wesley","Giri, Anish",2815,2785,2017.05.25,k.o. (blitz),1/2-1/2,A48,1.11
1640,"Li, Yang","So, Wesley",2392,2577,2008.09.16,,0-1,B33,5
1641,"Negi, Parimarjan","So, Wesley",2621,2656,2010.01.19,tourn,1/2-1/2,B46,4
1642,"Sevian, Samuel","So, Wesley",2693,2778,2022.04.21,k.o.,1/2-1/2,D35,1.2
1643,"Nakamura, Hikaru","So, Wesley",2829,2741,2020.11.28,schev,1/2-1/2,,19.2
1644,"Eljanov, Pavel","So, Wesley",2678,2684,2013.02.27,swiss,1/2-1/2,D80,10
1645,"So, Wesley","Adams, Michael",2788,2715,2017.12.05,k.o. (blitz),1/2-1/2,A07,4
1646,"Tari, Aryan","So, Wesley",2639,2772,2021.07.31,,1/2-1/2,,4.2
1647,"So, Wesley","Dominguez Perez, Leinier",2770,2758,2020.09.16,blitz,1-0,C80,4
1648,"Cornelis Kosten, Anthony","So, Wesley",,,2012.06.10,,0-1,A18,11.3
1649,"Nakamura, Hikaru","So, Wesley",2745,2767,2020.02.21,,0-1,A01,4.27
1650,"So, Wesley","Dao, Thien Hai",2531,2530,2007.12.05,swiss,1/2-1/2,C28,7
1651,"So, Wesley","Haessler, Carl",2808,2139,2017.02.01,,1-0,B12,4
1652,"So, Wesley","Vachier Lagrave, Maxime",2780,2779,2018.08.11,rapid,1/2-1/2,A04,?
1653,"So, Wesley","Grandelius, Nils",2667,2547,2011.06.12,tourn,0-1,E35,4
1654,"So, Wesley","Bosiocic, Marin",2776,2600,2018.10.01,,1-0,B90,?
1655,"Vachier Lagrave, Maxime","So, Wesley",2792,2772,2019.05.11,blitz,1-0,,10.3
1656,"So, Wesley","Kolbus, Dietmar",2776,2313,2018.10.20,swiss,1/2-1/2,D00,?
1657,"So, Wesley","Nakamura, Hikaru",2770,2736,2020.12.12,,1-0,C65,3.27
1658,"Dominguez Perez, Leinier","So, Wesley",2739,2780,2018.08.14,tourn (rapid),1-0,B12,5
1659,"So, Wesley","Carlsen, Magnus",2815,2832,2017.11.18,k.o. (blitz),0-1,E16,3.1
1660,"So, Wesley","Kosintseva, Tatiana",2627,2497,2009.02.19,swiss,1-0,C92,3
1661,"Le, Quang Liem","So, Wesley",2703,2677,2012.10.16,tourn,1/2-1/2,D27,5
1662,"So, Wesley","Giri, Anish",2741,2731,2021.03.19,,1/2-1/2,,15.2
1663,"So, Wesley","Artemiev, Vladislav",2772,2704,2021.08.05,,1/2-1/2,,12.1
1664,"So, Wesley","Xiong, Jeffery",2772,2710,2021.08.14,blitz,1-0,,15.2
1665,"So, Wesley","Sadorra, Julio Catalino",2779,2501,2015.10.20,,0-1,C11,9
1666,"Ivanov, Alexander","So, Wesley",2508,2755,2014.10.09,swiss,0-1,B51,2
1667,"Vallejo Pons, Francisco","So, Wesley",2707,2780,2018.07.08,k.o.,1/2-1/2,D15,2.3
1668,"Karjakin, Sergey","So, Wesley",2763,2799,2018.03.18,tourn,1-0,E51,7
1669,"So, Wesley","Aronian, Levon",2770,2781,2021.02.06,rapid,1/2-1/2,E39,4.8
1670,"Carlsen, Magnus","So, Wesley",2832,2815,2017.11.18,k.o. (blitz),1-0,D04,3.10
1671,"So, Wesley","Viswanadha, Kesav",2808,2372,2017.02.22,,1-0,E12,7
1672,"So, Wesley","Harikrishnan, M.",2808,2766,2017.01.19,,1-0,,5.5
1673,"Vachier Lagrave, Maxime","So, Wesley",2760,2770,2021.05.26,,1/2-1/2,,1.2
1674,"Vachier Lagrave, Maxime","So, Wesley",2774,2767,2019.11.19,,1-0,C52,2.23
1675,"So, Wesley","Firouzja, Alireza",2770,2726,2020.02.03,,1-0,E09,5
1676,"Vachier Lagrave, Maxime","So, Wesley",2763,2778,2021.09.26,,1-0,,2.1
1677,"Carlsen, Magnus","So, Wesley",2837,2788,2017.12.06,k.o. (blitz),1/2-1/2,C65,5
1678,"So, Wesley","Navara, David",2765,2738,2019.02.22,match (rapid),1/2-1/2,D41,10.3
1679,"Gonzales, Jayson","So, Wesley",2524,2577,2008.07.06,tourn,0-1,E15,8
1680,"So, Wesley","Dominguez Perez, Leinier",2780,2739,2018.08.12,rapid,0-1,E06,?
1681,"Nakamura, Hikaru","So, Wesley",2746,2765,2018.11.11,tourn (rapid),1/2-1/2,A13,8
1682,"Cori, Jorge","So, Wesley",2599,2741,2020.05.08,,0-1,,8.3
1683,"So, Wesley","Shankland, Samuel L",2770,2691,2020.09.21,k.o. (blitz),1-0,A37,1.7
1684,"Wei, Yi","So, Wesley",2729,2780,2018.07.29,,0-1,C88,8
1685,"So, Wesley","Kazhgaleyev, Murtas",2667,2618,2011.04.25,team-swiss,1-0,D10,4.2
1686,"Mamedyarov, Shakhriyar","So, Wesley",2809,2799,2018.03.14,tourn,1/2-1/2,E37,4
1687,"So, Wesley","Legaspi, Rhobel",2531,2334,2007.12.01,swiss,1-0,B42,1
1688,"So, Wesley","Oliveros, Joselito",,,2009.11.02,,1-0,D43,?
1689,"So, Wesley","Giri, Anish",2788,2790,2015.04.17,,1-0,A10,1
1690,"So, Wesley","Carlsen, Magnus",2770,2862,2020.11.29,,1-0,C50,3.12
1691,"So, Wesley","Le, Quang Liem",2770,2709,2020.09.26,,0-1,B54,3.7
1692,"So, Wesley","Grischuk, Arina",2770,2777,2020.10.03,swiss (blitz),1-0,B54,13
1693,"So, Wesley","Nakamura, Hikaru",2770,2736,2020.12.12,,0-1,C65,3.18
1694,"So, Wesley","Aronian, Levon",2778,2764,2018.06.13,rapid,1/2-1/2,E06,?
1695,"Sebih, Kamel","So, Wesley",2295,2610,2008.11.14,team-swiss,1/2-1/2,E15,2
1696,"So, Wesley","Caruana, Fabiano",2773,2795,2016.04.16,,*,,3.1
1697,"So, Wesley","Dominguez Perez, Leinier",2772,2758,2021.08.29,rapid,1-0,,9.5
1698,"Vachier Lagrave, Maxime","So, Wesley",2760,2770,2021.06.21,blitz,0-1,,12.3
1699,"So, Wesley","Onischuk, Alexander",2788,2665,2015.04.08,,1-0,C89,7
1700,"Hansen, Eric","So, Wesley",2616,2822,2017.03.25,,0-1,C19,4.3
1701,"Vidit, Santosh Gujrathi","So, Wesley",2718,2780,2018.10.09,,1/2-1/2,C42,2.24
1702,"Caruana, Fabiano","So, Wesley",2808,2779,2015.09.01,tourn,1/2-1/2,A30,9
1703,"Aronian, Levon","So, Wesley",2773,2770,2020.09.18,blitz,1/2-1/2,C54,3.3
1704,"So, Wesley","Le, Quang Liem",2772,2709,2021.07.10,,1-0,,1.2
1705,"So, Wesley","Karjakin, Sergey",2812,2781,2017.06.25,tourn (rapid),0-1,E11,10
1706,"Grischuk, Alexander","So, Wesley",2777,2770,2020.05.19,,1/2-1/2,C65,4.1
1707,"Ding, Liren","So, Wesley",2778,2775,2016.05.07,match,1-0,E04,3
1708,"Navara, David","So, Wesley",2738,2765,2019.02.23,match (blitz),1-0,E20,7.3
1709,"Nakamura, Hikaru","So, Wesley",2785,2812,2017.06.23,tourn (rapid),1/2-1/2,A07,8
1710,"So, Wesley","Grischuk, Alexander",2673,2773,2011.02.17,swiss (blitz),1/2-1/2,B09,9.2
1711,"So, Wesley","Libiszewski, Fabien",2165,2413,2005.08.01,swiss,1/2-1/2,C12,1
1712,"So, Wesley","Artemiev, Victor",2767,2746,2019.12.05,,1-0,B41,3.16
1713,"Duda, Jan Krzysztof","So, Wesley",2707,2810,2017.07.07,,1/2-1/2,C03,1.2
1714,"So, Wesley","Ding, Liren",2658,2654,2011.08.30,k.o.,1-0,E84,1.3
1715,"Theodorou, Nikolas","So, Wesley",2561,2778,2022.04.29,blitz,0-1,B21,1.1
1716,"So, Wesley","Al Rayyan, Mohamad",2531,2572,2007.10.29,,1/2-1/2,B36,3
1717,"So, Wesley","Mamedyarov, Shakhriyar",2772,2782,2021.08.17,,1/2-1/2,C50,1.1
1718,"So, Wesley","Mikhalevski, Victor",,2551,2013.05.15,,1-0,D90,2
1719,"Radjabov, Teimour","So, Wesley",2751,2776,2018.10.02,team-swiss,1-0,D38,8.2
1720,"So, Wesley","Robson, Ray",,,2014.??.??,,1-0,D73,?
1721,"So, Wesley","Nijboer, Friso",2673,2584,2011.01.28,tourn,1/2-1/2,E84,11
1722,"So, Wesley","Guseinov, Gadir",2765,2666,2020.01.06,,1-0,B36,1
1723,"So, Wesley","Zhou, Jianchao",2656,2632,2010.02.16,swiss,1/2-1/2,E91,8
1724,"Carlsen, Magnus","So, Wesley",2832,2815,2017.11.18,k.o. (blitz),1-0,D35,3.36
1725,"So, Wesley","Vachier Lagrave, Maxime",2808,2796,2017.02.11,,1-0,A48,5
1726,"So, Wesley","Sadorra, Julio Catalino",2673,2483,2013.04.07,team-tourn,1-0,D38,3
1727,"So, Wesley","Anand, Viswanathan",2780,2768,2018.08.15,tourn (rapid),0-1,E20,12
1728,"So, Wesley","Tomashevsky, Evgeny",2710,2706,2013.08.15,k.o.,1/2-1/2,C89,2.2
1729,"So, Wesley","Gao, Rui",2641,2500,2009.05.18,,1-0,B90,6
1730,"So, Wesley","Duda, Jan Krzysztof",2816,2799,2020.11.19,match,1/2-1/2,,3.8
1731,"So, Wesley","Harikrishna, Pentala",2669,2657,2010.11.22,team-swiss,1-0,B17,5
1732,"Lie, Kjetil A","So, Wesley",2537,2822,2017.03.26,,0-1,A36,5.3
1733,"So, Wesley","Firouzja, Alireza",,,2020.01.14,,1-0,D27,4
1734,"Le, Quang Liem","So, Wesley",2709,2770,2020.09.26,,1/2-1/2,C65,3.4
1735,"So, Wesley","Fedoseev, Vladimir",2770,2678,2020.10.04,,1/2-1/2,B00,2.1
1736,"Giri, Anish","So, Wesley",2798,2760,2015.10.27,swiss,1/2-1/2,C67,2
1737,"Nepomniachtchi, Ian","So, Wesley",2792,2770,2021.05.28,,0-1,,15.1
1738,"So, Wesley","Ghasi, Ameet K",2765,2505,2019.03.13,team-swiss (rapid),1-0,B06,10
1739,"So, Wesley","Nakamura, Hikaru",2767,2745,2020.02.21,,0-1,C50,4.2
