,White,Black,WhiteELO,BlackELO,Date,Event,Result,Opening,Rounds
755,"So, Wesley","Dominguez Perez, Leinier",2770,2758,2020.09.19,blitz,1-0,A06,13.5
756,"So, Wesley","Vachier Lagrave, Maxime",2741,2860,2020.12.29,,0-1,,4.2
757,"Vidit, Santosh Gujrathi","So, Wesley",2718,2780,2018.10.09,,0-1,D40,2.26
758,"So, Wesley","Cekro, Ekrem",2610,2419,2008.11.20,team-schev,1-0,B23,7.24
759,"Ramon Galiana, Juan","So, Wesley",2291,2411,2006.10.26,,0-1,B33,7
760,"Kramnik, Vladimir","So, Wesley",,,2015.04.18,,1/2-1/2,A00,2
761,"Lenderman, Aleksandr","So, Wesley",2607,2778,2021.10.08,,1/2-1/2,,3
762,"So, Wesley","Garcia, Jan Emmanuel",2665,2315,2010.05.26,tourn,1-0,B09,3.1
763,"So, Wesley","Petrosian, Tigran L",2765,2598,2019.02.20,team-swiss (rapid),1-0,B06,7
764,"Lupulescu, Constantin","So, Wesley",2614,2652,2012.09.09,team-swiss,1/2-1/2,D11,11.1
765,"So, Wesley","Lesiege, Alexandre",2822,2525,2017.03.25,,1-0,C96,4.2
766,"So, Wesley","Nakamura, Hikaru",2780,2777,2018.12.02,,1/2-1/2,C50,?
767,"So, Wesley","Saric, Ivan",2765,2690,2019.01.22,team-swiss (rapid),1-0,A21,3
768,"Ponkratov, Pavel","So, Wesley",2631,2770,2020.10.04,k.o. (blitz),0-1,A07,1.2
769,"Van Foreest, Jorden","So, Wesley",2688,2772,2021.08.04,,0-1,,5.1
770,"So, Wesley","Dreev, Aleksey",2822,2651,2017.03.08,,1-0,D52,2
771,"So, Wesley","Flores Rios, Mauricio",2682,2488,2012.12.28,,1-0,D85,3
772,"Nolte, Rolando","So, Wesley",2522,2577,2008.08.31,swiss,1/2-1/2,E32,8
773,"So, Wesley","Korobov, Anton",2776,2671,2022.05.22,blitz,1-0,E99,3.3
774,"Suaud, Nathanael","So, Wesley",2375,2526,2008.01.19,tourn,1/2-1/2,B30,11
775,"Abdusattorov, Nodirbek","So, Wesley",2662,2816,2020.11.08,,1-0,,2.2
776,"Shankland, Samuel L","So, Wesley",2656,2773,2016.04.17,tourn,1/2-1/2,D37,4
777,"Grischuk, Alexander","So, Wesley",2761,2812,2017.06.24,tourn (rapid),1/2-1/2,A30,4
778,"So, Wesley","Brittner, Serge",2254,2325,2006.05.22,team-swiss,1/2-1/2,C18,2
779,"So, Wesley","Karjakin, Sergey",2719,2759,2014.01.19,tourn,1/2-1/2,E15,7
780,"So, Wesley","Van Foreest, Jorden",2772,2698,2021.08.30,rapid,1-0,,15.2
781,"De La Riva Aguado, Oscar","So, Wesley",2503,2782,2016.09.02,team-swiss,0-1,C45,1.2
782,"Tomashevsky, Evgeny","So, Wesley",2708,2674,2010.07.24,swiss,1/2-1/2,D11,6
783,"So, Wesley","Rodshtein, Maxim",2794,2687,2016.10.05,swiss,1/2-1/2,D11,5
784,"So, Wesley","Nakamura, Hikaru",2770,2787,2016.07.14,swiss,1/2-1/2,E36,2
785,"So, Wesley","Azarov, Sergei Nikolaevich",2765,2575,2019.02.07,team-swiss (rapid),1/2-1/2,C84,5
786,"Robson, Ray","So, Wesley",,,2017.04.05,,1/2-1/2,A00,8
787,"Caruana, Fabiano","So, Wesley",2822,2778,2018.06.07,tourn,1-0,C65,9
788,"Kaya, Emel","So, Wesley",1889,2577,2008.08.17,team,0-1,B30,1
789,"Karjakin, Sergey","So, Wesley",2754,2760,2019.11.07,rapid,1/2-1/2,C47,5.5
790,"Harikrishna, Pentala","So, Wesley",2729,2765,2018.11.14,tourn (blitz),1-0,E14,14
791,"Grischuk, Alexander","So, Wesley",2777,2770,2021.02.07,rapid,1/2-1/2,C67,9.4
792,"So, Wesley","Nakamura, Hikaru",2778,2769,2018.06.22,rapid,1/2-1/2,D04,?
793,"Giri, Anish","So, Wesley",2785,2770,2016.07.15,swiss,1/2-1/2,C50,3
794,"So, Wesley","Dableo, Ronald",,2439,2004.09.27,tourn,1-0,C02,15
795,"So, Wesley","Sasikiran, Krishnan",2778,2642,2015.06.07,team-tourn,1-0,D37,9.1
796,"So, Wesley","Giri, Anish",2760,2776,2019.11.09,blitz,1/2-1/2,A20,2.5
797,"Artemiev, Victor","So, Wesley",2746,2767,2019.12.05,,1-0,C65,3.23
798,"Giri, Anish","So, Wesley",2672,2674,2010.07.27,,1-0,A29,8
799,"So, Wesley","Dominguez Perez, Leinier",2731,2768,2014.05.16,tourn,1-0,B90,8
800,"Giri, Anish","So, Wesley",2778,2767,2015.11.01,match (blitz),1/2-1/2,C54,2
801,"Lenderman, Aleksandr","So, Wesley",2618,2773,2016.04.25,,1/2-1/2,A10,11.3
802,"So, Wesley","Fodor, Tamas Jr",2516,2436,2007.08.07,swiss,1-0,C11,4
803,"Vidit, Santosh Gujrathi","So, Wesley",2718,2780,2018.10.09,,1-0,E05,2.8
804,"So, Wesley","Vallejo Pons, Francisco",2780,2707,2018.07.08,,1-0,A04,?
805,"So, Wesley","Carlsen, Magnus",2741,2881,2021.03.20,,0-1,,23.2
806,"So, Wesley","Sanchez Alvarez, Tomas",2776,2391,2018.09.24,,1-0,B90,?
807,"So, Wesley","Anand, Viswanathan",2810,2783,2017.08.11,,1/2-1/2,E32,9
808,"Edouard, Romain","So, Wesley",2643,2765,2019.01.08,team-swiss (rapid),1/2-1/2,D35,1
809,"So, Wesley","Vachier Lagrave, Maxime",2770,2760,2021.05.25,,1/2-1/2,,12.8
810,"Caruana, Fabiano","So, Wesley",2806,2772,2021.08.14,blitz,1-0,,17.3
811,"So, Wesley","Le, Quang Liem",2677,2703,2012.10.21,,1/2-1/2,A15,10
812,"So, Wesley","Volokitin, Andrei",2767,2627,2019.10.12,swiss,1/2-1/2,B23,3.26
813,"So, Wesley","Fabri, Henrik",2776,1928,2018.10.20,swiss,1-0,E20,?
814,"Caruana, Fabiano","So, Wesley",2773,2741,2020.05.28,,1/2-1/2,,3.4
815,"Qian, Owen","So, Wesley",,2667,2011.03.19,,0-1,D85,?
816,"So, Wesley","Li, Chao b",2411,2320,2006.12.29,swiss,1-0,C47,7
817,"So, Wesley","Dominguez Perez, Leinier",2788,2739,2017.11.11,match (blitz),0-1,A14,5.3
818,"So, Wesley","Dominguez Perez, Leinier",2788,2739,2017.11.10,match (rapid),0-1,C65,5.3
819,"Carlsen, Magnus","So, Wesley",2847,2770,2021.05.31,,1-0,,30.1
820,"So, Wesley","Allen, Keith",2776,2216,2018.10.20,swiss,1-0,D38,?
821,"So, Wesley","Aronian, Levon",2780,2767,2018.08.13,rapid,1/2-1/2,A15,?
822,"So, Wesley","Flores, Diego",2668,2615,2010.10.01,team-swiss,1-0,A56,10.1
823,"So, Wesley","Mamedyarov, Shakhriyar",2778,2808,2018.06.16,blitz,0-1,A41,?
824,"Mamedyarov, Shakhriyar","So, Wesley",2800,2812,2017.06.24,tourn (rapid),1/2-1/2,E14,8
825,"So, Wesley","Radjabov, Teimour",2770,2765,2021.06.21,blitz,1-0,C11,2.4
826,"So, Wesley","Vachier Lagrave, Maxime",2770,2760,2021.05.26,,1-0,,4.2
827,"Vidit, Santosh Gujrathi","So, Wesley",2718,2780,2018.10.09,,1/2-1/2,E11,2.16
828,"So, Wesley","Caruana, Fabiano",2778,2816,2018.06.23,blitz,1/2-1/2,A29,?
829,"Kramnik, Vladimir","So, Wesley",,,2017.06.08,,1/2-1/2,C53,3
830,"Fedoseev, Vladimir","So, Wesley",2678,2770,2020.10.04,k.o. (blitz),1/2-1/2,B51,2.6
831,"Hou, Yifan","So, Wesley",2658,2770,2021.06.28,,1/2-1/2,C67,14.8
832,"Caruana, Fabiano","So, Wesley",2808,2812,2017.06.25,tourn (rapid),1-0,A18,14
833,"So, Wesley","Li, Shilong",2577,2511,2008.09.16,,0-1,C18,4
834,"So, Wesley","Izoria, Zviad",2786,2599,2018.04.23,,1/2-1/2,D02,?
835,"So, Wesley","Le, Quang Liem",2772,2709,2021.08.08,,1/2-1/2,,30.1
836,"So, Wesley","Mamedyarov, Shakhriyar",2767,2767,2019.10.02,,1-0,A40,1.20
837,"Duda, Jan Krzysztof","So, Wesley",2753,2770,2020.05.19,,1/2-1/2,C50,3.6
838,"So, Wesley","Abdusattorov, Nodirbek",2778,2661,2022.04.16,rapid,1/2-1/2,D35,5
839,"Yu, Yangyi","So, Wesley",2738,2741,2020.05.09,,0-1,,10.3
840,"Navara, David","So, Wesley",2738,2765,2019.02.23,match (blitz),1-0,A33,3.3
841,"So, Wesley","Yilmaz, Mustafa Ege",2516,2204,2007.08.12,swiss,1-0,B93,10
842,"Erigaisi, Arjun","So, Wesley",2633,2772,2022.02.12,rapid,1-0,A07,5
843,"So, Wesley","Carlsen, Magnus",2772,2867,2019.05.11,blitz,1/2-1/2,,16.1
844,"So, Wesley","Giri, Anish",2812,2771,2017.07.01,tourn (blitz),0-1,D17,8
845,"Sanchez, Joseph","So, Wesley",2534,2658,2011.07.16,tourn,0-1,B90,1
846,"So, Wesley","Duda, Jan Krzysztof",2780,2737,2018.11.30,,1-0,C42,?
847,"So, Wesley","Cornejo, Max",2719,2365,2013.12.30,,1-0,E32,6.1
848,"So, Wesley","Giri, Anish",2815,2785,2017.05.25,k.o. (blitz),0-1,B07,1.27
849,"Yap, Kim Steven","So, Wesley",2246,2516,2007.09.25,,1-0,B33,7.17
850,"So, Wesley","Zwirs, Nico",2515,2125,2011.07.20,game,1-0,B95,2
851,"Svidler, Peter","So, Wesley",2714,2770,2021.06.22,blitz,1/2-1/2,,22.3
852,"So, Wesley","Bitoon, Richard",2577,2439,2008.07.09,,1-0,B82,11
853,"Carlsen, Magnus","So, Wesley",2881,2741,2020.05.24,rapid,1-0,,1.4
854,"Corrales Jimenez, Fidel","So, Wesley",,,2014.04.12,,1-0,C15,3
855,"So, Wesley","Alekseenko, Kirill",2767,2674,2019.10.18,swiss,1/2-1/2,E32,8.5
856,"So, Wesley","Van Kampen, Robin",,2580,2013.05.16,swiss,1-0,B09,4
857,"Radjabov, R.","So, Wesley",2765,2770,2021.02.12,rapid,0-1,E20,2.23
858,"Vidit, Santosh Gujrathi","So, Wesley",2726,2770,2021.02.08,rapid,1/2-1/2,E46,13.6
859,"Nadera, Barlo A","So, Wesley",2412,2531,2007.11.27,,1/2-1/2,E00,8.5
860,"So, Wesley","Xiong, Jeffery",2770,2709,2020.09.15,blitz,1-0,B30,1
861,"Naroditsky, Daniel","So, Wesley",2486,2650,2012.07.22,,0-1,B19,2.2
862,"Giri, Anish","So, Wesley",2731,2741,2021.03.19,,1-0,,16.2
863,"So, Wesley","Pazos Gambarrotti, Plinio",2254,2371,2006.05.27,team,1-0,B06,6
864,"So, Wesley","Aronian, Levon",2772,2782,2021.07.31,,1-0,,3.8
865,"Mamedyarov, Shakhriyar","So, Wesley",2767,2767,2019.10.02,,1/2-1/2,A00,1.15
866,"So, Wesley","Giri, Anish",2778,2782,2018.06.15,blitz,1-0,A06,?
867,"Ponkratov, Pavel","So, Wesley",2631,2770,2020.10.04,k.o. (blitz),0-1,D40,1.4
868,"Langer, Mikhail","So, Wesley",2237,2701,2013.05.14,swiss,0-1,B94,1
869,"Wohl, Aleksandar H","So, Wesley",2384,2577,2008.09.14,swiss,0-1,B36,1
870,"So, Wesley","Megaranto, Susanto",2411,2492,2006.12.28,,1-0,B19,6
871,"So, Wesley","Nakamura, Hikaru",2767,2745,2020.02.21,,1/2-1/2,C65,4.12
872,"So, Wesley","Brooks, Michael A",2678,2430,2012.11.24,,1-0,E35,4.6
873,"So, Wesley","Naiditsch, Arkadij",2778,2722,2015.06.30,,0-1,D37,3
874,"Leitao, Rafael","So, Wesley",2592,2765,2020.02.17,,1/2-1/2,D38,7
875,"So, Wesley","Guseinov, Gadir",2640,2625,2009.11.23,k.o.,1-0,B09,1.4
876,"Giri, Anish","So, Wesley",2777,2778,2021.09.29,,1/2-1/2,E10,5.2
877,"So, Wesley","Khachiyan, Melikset",2808,2530,2017.02.15,,1/2-1/2,B07,6
878,"Nakamura, Hikaru","So, Wesley",2777,2780,2018.12.02,,1/2-1/2,C28,4.17
879,"Mamedyarov, Shakhriyar","So, Wesley",2808,2778,2018.06.24,tourn (rapid),1/2-1/2,D40,12
880,"Perelshteyn, Eugene","So, Wesley",2517,2701,2013.05.19,swiss,0-1,D85,7
881,"Pichot, Alan","So, Wesley",2630,2770,2021.03.13,,0-1,C53,4.8
882,"So, Wesley","Carlsen, Magnus",2815,2832,2017.11.18,k.o. (blitz),0-1,A04,3.29
883,"Duda, Jan Krzysztof","So, Wesley",2753,2770,2020.08.23,,1-0,,7.1
884,"Topalov, Veselin","So, Wesley",2736,2772,2019.05.11,blitz,1/2-1/2,,12.3
885,"Holt, Conrad","So, Wesley",2513,2705,2013.05.24,swiss,1/2-1/2,D37,3
886,"Artemiev, Victor","So, Wesley",2746,2767,2019.12.05,,0-1,D42,3.1
887,"So, Wesley","Nakamura, Hikaru",2810,2792,2017.08.04,,1/2-1/2,C50,3
888,"So, Wesley","Shankland, Sam",2772,2709,2021.08.11,blitz,1-0,,3.2
889,"So, Wesley","Radjabov, Teimour",2741,2758,2020.11.26,schev,1/2-1/2,,10.3
890,"Duda, Jan Krzysztof","So, Wesley",2743,2770,2020.11.19,schev,0-1,C25,2.37
891,"So, Wesley","Megaranto, Susanto",2540,2561,2008.04.17,match,1-0,B19,1
892,"So, Wesley","Grischuk, Alexander",2770,2777,2020.08.29,,1-0,C53,3.1
893,"So, Wesley","Wei, Yi",2780,2729,2018.07.29,,0-1,E11,1.21
894,"Adhiban, Baskaran","So, Wesley",2543,2667,2011.05.05,,1-0,D43,4.5
895,"So, Wesley","Shankland, Samuel L",2770,2691,2020.09.21,k.o. (blitz),0-1,A13,1.3
896,"Duda, Jan Krzysztof","So, Wesley",2737,2780,2018.11.30,,0-1,C44,3.20
897,"So, Wesley","Xiong, Jeffery",2755,2470,2014.10.10,swiss,1-0,D41,4
898,"Caruana, Fabiano","So, Wesley",2795,2773,2016.04.29,tourn (blitz),1/2-1/2,C54,14
899,"So, Wesley","Ivanchuk, Vassily",2744,2738,2014.06.24,tourn,1/2-1/2,B46,4.1
900,"Vachier Lagrave, Maxime","So, Wesley",2860,2741,2020.12.29,,1/2-1/2,,1.2
901,"So, Wesley","Duran Vega, Sergio",2767,2387,2019.09.10,,1-0,A20,1.1
902,"Le, Quang Liem","So, Wesley",2709,2772,2021.08.08,,0-1,,29.1
903,"So, Wesley","Carlos, Leonardo",2577,,2008.07.12,,1/2-1/2,C42,15
904,"So, Wesley","Rapport, Richard",2770,2763,2021.06.18,rapid,1-0,E41,2.1
905,"Carlsen, Magnus","So, Wesley",2863,2770,2020.09.29,,1-0,A37,4.9
906,"Carlsen, Magnus","So, Wesley",2863,2770,2020.05.20,,1/2-1/2,D86,8.3
907,"So, Wesley","Abdusattorov, Nodirbek",2770,2627,2020.11.08,schev,1-0,B10,1.27
908,"Dominguez Perez, Leinier","So, Wesley",2739,2788,2017.11.12,match (blitz),1-0,B07,12.3
909,"So, Wesley","Le, Quang Liem",2772,2709,2021.07.10,,1-0,,5.2
910,"Carlsen, Magnus","So, Wesley",2847,2770,2021.05.31,,1/2-1/2,,26.1
911,"So, Wesley","Mamedyarov, Shakhriyar",,,2017.04.21,,0-1,C45,?
912,"So, Wesley","Andreikin, Dmitry",2778,2729,2022.04.16,rapid,0-1,D31,3
913,"Eljanov, Pavel","So, Wesley",2751,2822,2017.04.28,tourn,1/2-1/2,A07,7
914,"Ponkratov, Pavel","So, Wesley",2631,2770,2020.10.04,k.o. (blitz),1-0,A25,1.6
915,"So, Wesley","Gareyev, Timur",2755,2612,2014.10.12,swiss,1-0,C78,7
916,"So, Wesley","Martirosyan, Haik M",2770,2617,2020.09.27,,1-0,C65,4.1
917,"So, Wesley","Navara, David",2778,2751,2015.06.14,match,1-0,A29,2
918,"Ding, Liren","So, Wesley",2782,2760,2015.10.30,swiss,1/2-1/2,E61,4
919,"Holt, Conrad","So, Wesley",2542,2719,2013.12.29,team-swiss,0-1,D43,5.1
920,"So, Wesley","Anand, Viswanathan",2810,2783,2017.07.09,k.o. (rapid),1-0,A08,2.5
921,"Anand, Viswanathan","So, Wesley",2757,2760,2019.11.10,blitz,1/2-1/2,C65,17.4
922,"Le, Quang Liem","So, Wesley",2709,2772,2021.08.07,,1/2-1/2,,24.1
923,"Yu, Yangyi","So, Wesley",2738,2760,2019.12.11,,1/2-1/2,D37,1.1
924,"Carlsen, Magnus","So, Wesley",2834,2792,2018.01.24,tourn,1-0,D02,10
925,"Nakamura, Hikaru","So, Wesley",2900,2816,2020.12.09,,1-0,,2.8
926,"Aronian, Levon","So, Wesley",2772,2760,2019.11.09,blitz,1-0,B90,7.4
927,"So, Wesley","Caruana, Fabiano",2760,2822,2019.11.10,blitz,1-0,A06,12.1
928,"So, Wesley","Laylo, Darwin",2665,2527,2010.05.27,tourn,1/2-1/2,B42,4
929,"So, Wesley","Safarli, Eltaj",2577,2527,2008.08.14,swiss,1/2-1/2,C79,12
930,"So, Wesley","Mamedyarov, Shakhriyar",2778,2762,2021.09.25,,1/2-1/2,,1.1
931,"Gharamian, Tigran","So, Wesley",2672,2653,2012.06.09,team-tourn,1/2-1/2,B94,10.2
932,"Kramnik, Vladimir","So, Wesley",2812,2770,2016.06.09,tourn (rapid),1/2-1/2,D78,2
933,"Pham, Le Thao Nguyen","So, Wesley",2277,2411,2006.12.27,swiss,0-1,E05,3
934,"Karjakin, Sergey","So, Wesley",2781,2812,2017.06.24,tourn (rapid),1-0,C50,1
935,"So, Wesley","Giri, Anish",2815,2785,2017.05.25,k.o. (blitz),1/2-1/2,A04,1.19
936,"Flores, Diego","So, Wesley",2599,2765,2020.02.10,,1/2-1/2,A28,6
937,"So, Wesley","Vachier Lagrave, Maxime",2778,2789,2018.06.23,blitz,1/2-1/2,A04,?
938,"So, Wesley","Van Foreest, Jorden",2772,2688,2021.08.03,,1-0,,3.1
939,"So, Wesley","Nadera, Barlo A",2526,2417,2008.01.15,,1-0,C18,7
940,"Caruana, Fabiano","So, Wesley",2773,2741,2020.05.29,,1-0,,4.1
941,"Howell, David W L","So, Wesley",2688,2775,2015.12.22,swiss,1/2-1/2,B40,3.2
942,"Vidit, Santosh Gujrathi","So, Wesley",2718,2780,2018.10.09,,1/2-1/2,A49,2.14
943,"So, Wesley","Costello, John",2776,1733,2018.10.20,swiss,1-0,A01,?
944,"Anand, Viswanathan","So, Wesley",2782,2788,2017.12.11,tourn,0-1,C50,9
945,"So, Wesley","Shirov, Alexei",2667,2701,2011.06.10,tourn,1-0,A06,2
946,"So, Wesley","Yu, Yangyi",2760,2738,2019.12.12,,1-0,C43,1.2
947,"So, Wesley","Guseinov, Gadir",2640,2625,2009.11.21,k.o.,1-0,E90,1.1
948,"So, Wesley","Artemiev, Victor",2767,2746,2019.12.05,,0-1,B01,3.26
949,"Giri, Anish","So, Wesley",2731,2741,2020.05.06,,1/2-1/2,,4.3
950,"So, Wesley","Yermolinsky, Alex",2762,2519,2014.12.27,swiss,1-0,D37,4
951,"Nakamura, Hikaru","So, Wesley",2745,2767,2020.02.21,,1-0,C24,4.21
952,"So, Wesley","Woodard, Brian",2776,1666,2018.10.20,swiss,1-0,B28,?
953,"Caruana, Fabiano","So, Wesley",2822,2760,2019.11.06,rapid,1-0,C53,3.3
954,"Van Kampen, Robin","So, Wesley",2607,2706,2013.10.25,tourn,1/2-1/2,C65,5
955,"Dominguez Perez, Leinier","So, Wesley",2739,2788,2017.11.09,swiss,1-0,C48,4.3
956,"Liang, Awonder","So, Wesley",2552,2786,2018.04.20,,1/2-1/2,C03,3
957,"So, Wesley","Smeets, Jan",2610,2604,2008.11.21,,1/2-1/2,C42,8
958,"Carlsen, Magnus","So, Wesley",2863,2770,2020.09.29,,1/2-1/2,A22,4.7
959,"Villamayor, Buenaventura","So, Wesley",2469,2577,2008.07.05,tourn,0-1,A46,6
960,"Mariano, N1.","So, Wesley",2422,2451,2007.01.16,,1-0,B33,7
961,"Harikrishna, Pentala","So, Wesley",2657,2669,2010.11.25,team-k.o.,1-0,D76,1
962,"Nakamura, Hikaru","So, Wesley",2777,2780,2018.12.02,,1-0,A13,4.3
963,"So, Wesley","Aronian, Levon",2770,2781,2021.06.06,,1/2-1/2,,2.2
964,"Sedlak, Nikola","So, Wesley",2537,2782,2016.??.??,,0-1,D02,5
965,"Aronian, Levon","So, Wesley",2764,2778,2018.06.21,tourn (rapid),1/2-1/2,C10,6
966,"Moradiabadi, Elshan","So, Wesley",2499,2610,2008.11.17,team-swiss,0-1,D10,5
967,"Pascua, Haridas","So, Wesley",2358,2665,2010.05.26,tourn,0-1,D93,2
968,"Anand, Viswanathan","So, Wesley",2783,2810,2017.07.09,k.o. (rapid),1/2-1/2,C42,2.6
969,"Nakamura, Hikaru","So, Wesley",2787,2770,2016.06.20,tourn (blitz),1/2-1/2,D30,14
970,"So, Wesley","Giri, Anish",2760,2798,2015.11.01,swiss,1/2-1/2,D46,6
971,"Yu, Yangyi","So, Wesley",2652,2667,2011.04.27,team-swiss,1/2-1/2,B12,7.1
972,"So, Wesley","Kamsky, Gata",2773,2678,2016.04.14,,*,,1.3
973,"Amanov, Mesgen","So, Wesley",2493,2668,2010.09.30,,0-1,,9
974,"So, Wesley","Lenderman, Aleksandr",2770,2634,2020.10.26,,1-0,C41,1.6
975,"So, Wesley","Duda, Jan Krzysztof",2780,2737,2018.11.30,,1-0,E03,?
976,"Navara, David","So, Wesley",2738,2765,2019.02.24,match (blitz),1-0,C54,19.3
977,"Vachier Lagrave, Maxime","So, Wesley",2860,2741,2020.06.06,,0-1,,1.8
978,"Caruana, Fabiano","So, Wesley",2806,2772,2021.08.20,,1/2-1/2,A33,4.2
979,"Demuth, Adrien","So, Wesley",2515,2778,2015.06.06,team-tourn,0-1,A09,8.1
980,"Le, Quang Liem","So, Wesley",2709,2772,2021.08.02,,1/2-1/2,,12.6
981,"So, Wesley","Fernandez, Dandel",2411,,2006.11.17,,1-0,C28,1
982,"Caruana, Fabiano","So, Wesley",2802,2788,2015.04.24,,1-0,E21,7
983,"So, Wesley","Duda, Jan Krzysztof",2780,2737,2018.11.30,,0-1,E95,3.19
984,"Bregadze, Levan","So, Wesley",2399,2577,2008.08.18,team,0-1,E15,3
985,"So, Wesley","Nakamura, Hikaru",2770,2736,2020.12.12,,0-1,A88,3.38
986,"Yu, Shaoteng","So, Wesley",2542,2330,2006.08.21,,1/2-1/2,B23,2
987,"Xiong, Jeffery","So, Wesley",2674,2822,2017.04.07,tourn,0-1,E05,9
988,"So, Wesley","Wojtaszek, Radoslaw",2822,2745,2017.04.23,,1/2-1/2,D02,3
989,"Carlsen, Magnus","So, Wesley",2923,2759,2019.06.03,blitz,1/2-1/2,,5.1
990,"So, Wesley","Mamedyarov, Shakhriyar",2767,2767,2019.10.02,,1-0,A48,1.10
991,"Bulski, Krzysztof","So, Wesley",2421,2531,2007.10.04,,0-1,B33,2
992,"Nepomniachtchi, Ian","So, Wesley",2742,2810,2017.08.03,tourn,0-1,A34,2
993,"Duda, Jan Krzysztof","So, Wesley",2737,2780,2018.11.30,,1/2-1/2,D00,3.6
994,"So, Wesley","Amin, Bassem",2770,2686,2020.05.06,,1/2-1/2,C95,3.3
995,"Goudriaan, Etienne","So, Wesley",2283,2515,2011.07.23,,0-1,B01,5
996,"Nepomniachtchi, Ian","So, Wesley",2784,2770,2020.09.19,blitz,0-1,C26,16.3
997,"Grischuk, Alexander","So, Wesley",2777,2765,2020.02.03,,1/2-1/2,D38,5
998,"Giri, Anish","So, Wesley",2776,2760,2019.11.25,blitz,0-1,E10,7.1
999,"So, Wesley","Dominguez Perez, Leinier",2788,2739,2017.11.11,match (blitz),1/2-1/2,D41,1.3
1000,"So, Wesley","Aronian, Levon",2771,2792,2016.08.07,tourn,1/2-1/2,C54,3
1001,"So, Wesley","Caruana, Fabiano",2773,2795,2016.04.29,tourn (blitz),1-0,D37,17
1002,"Jones, Gawain C B","So, Wesley",2679,2765,2020.01.13,,1/2-1/2,C54,2
1003,"Le, Quang Liem","So, Wesley",2713,2760,2019.11.08,rapid,1/2-1/2,D11,7.5
1004,"So, Wesley","Gupta, Abhijeet",2627,2569,2009.01.20,tourn,1/2-1/2,C89,4
1005,"Dela Cruz, Noel","So, Wesley",,2577,2008.07.09,tourn,1/2-1/2,B33,12
1006,"So, Wesley","Giri, Anish",2815,2785,2017.05.25,k.o. (blitz),0-1,D85,1.7
1007,"So, Wesley","Radjabov, R.",2762,2734,2015.01.17,,1/2-1/2,D37,7.6
1008,"Dubov, Daniil","So, Wesley",2710,2770,2021.05.23,,0-1,,2.4
1009,"So, Wesley","Carlsen, Magnus",2770,2847,2021.05.31,,1-0,,25.1
1010,"Sale, Srdjan","So, Wesley",2453,2254,2006.04.25,,0-1,A00,3.9
1011,"Bitoon, Richard","So, Wesley",2473,2627,2009.03.30,,1/2-1/2,B33,10
1012,Raja Harshit,"So, Wesley",2420,2776,2018.10.21,swiss,0-1,C03,2
1013,"So, Wesley","Heberla, Bartlomiej",2411,2569,2006.10.21,,1/2-1/2,B67,2
1014,"So, Wesley","Vachier Lagrave, Maxime",2677,2705,2012.10.20,tourn,0-1,D81,8
1015,"So, Wesley","Topalov, Veselin",2770,2761,2016.06.10,tourn (rapid),1/2-1/2,D37,7
1016,"Ghaem Maghami, Ehsan","So, Wesley",2591,2531,2007.10.30,,1-0,E05,6
1017,"So, Wesley","Nakamura, Hikaru",2770,2736,2020.11.28,,1/2-1/2,C70,2.21
1018,"Artemiev, Victor","So, Wesley",2746,2767,2019.12.05,,1/2-1/2,A07,3.29
1019,"Carlsen, Magnus","So, Wesley",2832,2815,2017.11.18,k.o. (blitz),1-0,B23,3.34
1020,"So, Wesley","Le, Quang Liem",2772,2709,2021.08.08,,1/2-1/2,,28.1
1021,"So, Wesley","Anand, Viswanathan",2754,2767,2019.06.09,,1/2-1/2,,9.2
1022,"Dubov, Daniil","So, Wesley",2714,2770,2021.06.27,rapid,1/2-1/2,,6.4
1023,"So, Wesley","Caruana, Fabiano",2773,2795,2016.04.28,tourn (blitz),1/2-1/2,D79,5
1024,"So, Wesley","Rapport, Richard",2770,2763,2021.06.22,blitz,1/2-1/2,C67,17.1
1025,"Tabatabaei, Mohammad Amin","So, Wesley",2623,2772,2022.02.12,rapid,1/2-1/2,D02,7
1026,"So, Wesley","Negi, Parimarjan",2667,2622,2011.06.24,tourn,1/2-1/2,B80,3
1027,"So, Wesley","Lou, Yiping",2653,2428,2012.05.07,swiss,1/2-1/2,D70,3
1028,"So, Wesley","Mamedyarov, Shakhriyar",2767,2767,2019.10.02,,1-0,A61,1.22
1029,"So, Wesley","Hou, Yifan",2667,2612,2011.07.01,tourn,1/2-1/2,E05,9
1030,"So, Wesley","Krasenkow, Michal",2653,2604,2012.06.05,team-tourn,1/2-1/2,C65,6.3
1031,"Ganguly, Surya Shekhar","So, Wesley",2615,2765,2018.11.14,tourn (blitz),1-0,A07,16
1032,"So, Wesley","Carlsen, Magnus",2815,2832,2017.11.18,k.o. (blitz),0-1,A04,3.33
1033,"Mamedyarov, Shakhriyar","So, Wesley",2767,2767,2019.10.02,,1/2-1/2,D30,1.7
1034,"So, Wesley","Carlsen, Magnus",2778,2843,2018.06.03,,1-0,D10,?
1035,"So, Wesley","Barbosa, Oliver",2674,2458,2010.08.31,swiss,1-0,D20,6
1036,"So, Wesley","Chen, Wang",2641,2400,2009.06.26,,1-0,B48,5
1037,"Artemiev, Victor","So, Wesley",2746,2767,2019.12.05,,1-0,A01,3.7
1038,"Grischuk, Alexander","So, Wesley",2772,2754,2019.05.22,,1-0,,13.2
