,White,Black,WhiteELO,BlackELO,Date,Event,Result,Opening,Rounds
0,"Shirov, Alexei","Anand, Viswanathan",2746,2762,2000.12.22,k.o.,0-1,B49,7.3
1,"Anand, Viswanathan","Aronian, Levon",2762,2786,2016.03.21,tourn,1-0,C54,9
2,"Karjakin, Sergey","Anand, Viswanathan",2743,2751,2021.12.22,blitz,1/2-1/2,C65,4.4
3,"Palatnik, Semon","Anand, Viswanathan",2460,2405,1986.??.??,game,1/2-1/2,E94,?
4,"Anand, Viswanathan","Kramnik, Vladimir",2759,2792,2018.06.20,tourn (rapid),1-0,C65,2
5,"Malakhova, Viktoriya","Anand, Viswanathan",2690,2779,2006.08.06,swiss (rapid),1/2-1/2,C42,9
6,"Leitao, Rafael Duailibe","Anand, Viswanathan",2573,2782,2004.08.22,tourn (rapid),1/2-1/2,E15,5
7,"Adams, Michael","Anand, Viswanathan",2723,2804,2010.12.14,tourn,1/2-1/2,B92,6
8,"Anand, Viswanathan","Bareev, Evgeny",2762,2702,2000.09.13,k.o.,1-0,C11,3.2
9,"Anand, Viswanathan","Grischuk, Alexander",2768,2766,2018.08.14,tourn (rapid),1-0,B81,6
10,"Topalov, Veselin","Anand, Viswanathan",2740,2770,1998.03.25,tourn (rapid),1/2-1/2,C42,10
11,"Anand, Viswanathan","Meier, Georg",2780,2640,2013.02.15,tourn,1/2-1/2,C10,8
12,"Anand, Viswanathan","Ogaard, Leif",2345,2445,1984.12.01,team,1-0,B44,12
13,"Anand, Viswanathan","Caruana, Fabiano",2780,2757,2013.02.27,tourn,0-1,C78,4
14,"Ivanchuk, Vassily","Anand, Viswanathan",2779,2791,2009.03.19,tourn (rapid),1/2-1/2,B19,5
15,"Short, Nigel D","Anand, Viswanathan",2690,2765,1997.04.05,tourn,1/2-1/2,B66,4
16,"Anand, Viswanathan","Hou, Yifan",2794,2670,2017.10.01,swiss,1-0,C01,9
17,"Aronian, Levon","Anand, Viswanathan",2777,2797,2015.02.19,rapid,1-0,D47,2
18,"Anand, Viswanathan","Andersson, Ulf",2515,2620,1989.??.??,,1/2-1/2,C07,?
19,"Anand, Viswanathan","Kramnik, Vladimir",2794,2797,2001.06.27,match,0-1,C67,3
20,"Kharin, Alexander","Anand, Viswanathan",2455,2670,1992.??.??,swiss,1/2-1/2,A07,8
21,"Vallejo Pons, Francisco","Anand, Viswanathan",2635,2755,2002.11.17,team-tourn,1/2-1/2,E15,4.1
22,"Anand, Viswanathan","Laursen, Bendt",,,1989.??.??,,1-0,B32,?
23,"Karjakin, Sergey","Anand, Viswanathan",2753,2773,2018.11.13,tourn (blitz),1-0,C65,3
24,"Anand, Viswanathan","Bosch, Karl",2670,2410,1992.06.15,team-swiss,1-0,C10,7.1
25,"Anand, Viswanathan","Sokolov, Ivan",2720,2625,1994.??.??,team,0-1,C80,?
26,"Aronian, Levon","Anand, Viswanathan",2763,2774,2019.04.28,tourn,1/2-1/2,C65,8
27,"Anand, Viswanathan","Yu, Yangyi",2779,2761,2019.06.10,,1/2-1/2,C42,6
28,"Shneider, Aleksandr","Anand, Viswanathan",2542,2762,2000.11.03,,1/2-1/2,E15,5
29,"Anand, Viswanathan","Kramnik, Vladimir",2797,2783,2015.02.14,,1/2-1/2,D36,1
30,"Anand, Viswanathan","Dlugy, Maxim",,,1986.??.??,,1/2-1/2,B62,?
31,"Anand, Viswanathan","Almada, Enrique",2788,2337,2009.08.23,simul,1/2-1/2,E33,1
32,"Wesley, George","Anand, Viswanathan",2776,2771,2018.11.13,,1/2-1/2,C83,1
33,"Anand, Viswanathan","Le, Quang Liem",2757,2713,2019.11.09,blitz,0-1,B31,4.1
34,"Stellwagen, Daniel","Anand, Viswanathan",2605,2783,2009.03.28,,0-1,B97,14
35,"Anand, Viswanathan","Shirov, Alexei",2765,2690,1997.04.02,tourn,1-0,D15,2
36,"Anand, Viswanathan","Mamedyarov, Shakhriyar",2760,2808,2018.06.03,,1/2-1/2,C60,6.4
37,"Giri, Anish","Anand, Viswanathan",2764,2753,2020.07.24,,1/2-1/2,A13,4.1
38,"Grischuk, Alexander","Anand, Viswanathan",2709,2779,2006.09.07,blitz,1-0,C78,11
39,"Anand, Viswanathan","Ivanchuk, Vassily",,,1997.07.04,,1-0,C19,1
40,"Rapport, Richard","Anand, Viswanathan",2763,2751,2021.12.19,,0-1,,4
41,"Miroshnichenko, Evgenij","Anand, Viswanathan",2634,2788,2006.03.11,team-tourn,1/2-1/2,E02,12.1
42,"Anand, Viswanathan","Carlsen, Magnus",2785,2548,2005.06.11,k.o. (rapid),1-0,C42,1.3
43,"Anand, Viswanathan","Gurevich, Mikhail",2635,2650,1991.??.??,,0-1,B09,5
44,"Anand, Viswanathan","Carlsen, Magnus",2791,2863,2015.04.17,tourn,1/2-1/2,C89,1
45,"Anand, Viswanathan","Carlsen, Magnus",2780,2843,2012.09.29,tourn,1/2-1/2,E18,5
46,"Anand, Viswanathan","Kramnik, Vladimir",2735,2765,1996.??.??,,1/2-1/2,D56,?
47,"Meetei, Anathem B","Anand, Viswanathan",2320,2405,1986.??.??,game,0-1,B40,?
48,"adhiban, b","Anand, Viswanathan",2655,2767,2018.01.16,tourn,1/2-1/2,A09,4
49,"Anand, Viswanathan","Schwab, Patrick",2794,,2001.06.23,swiss (rapid),1/2-1/2,E90,?
50,"Milov, Vadim","Anand, Viswanathan",2652,2788,2005.11.05,,0-1,A57,12.2
51,"Anand, Viswanathan","Caruana, Fabiano",2786,2774,2013.06.13,,0-1,C88,1
52,"Speelman, Jon S","Anand, Viswanathan",2625,2750,1996.09.01,,1/2-1/2,B51,3.1
53,"Xiong, Jeffery","Anand, Viswanathan",2730,2748,2021.09.14,team,1-0,A00,2.1
54,"Anton Guijarro, David","Anand, Viswanathan",2627,2770,2016.06.11,k.o. (rapid),1/2-1/2,B52,1.1
55,"Anand, Viswanathan","Kramnik, Vladimir",2799,2799,2008.01.27,tourn,1/2-1/2,C42,13
56,"Anand, Viswanathan","Kramnik, Vladimir",2786,2811,2017.04.17,tourn (blitz),1/2-1/2,C54,1
57,"Topalov, Veselin","Anand, Viswanathan",2760,2779,2016.11.10,tourn,1/2-1/2,A21,2
58,"Anand, Viswanathan","Karjakin, Sergey",2791,2706,2009.03.21,tourn (rapid),1/2-1/2,B90,7
59,"Anand, Viswanathan","Kamsky, Gata",2720,2695,1994.10.16,tourn,1/2-1/2,B76,4
60,"Anand, Viswanathan","Carlsen, Magnus",2747,2923,2019.06.03,blitz,0-1,,4.1
61,"Kramnik, Vladimir","Anand, Viswanathan",2775,2725,1996.??.??,,1/2-1/2,E22,7
62,"Anand, Viswanathan","Hellers, Ferdinand",2420,2440,1986.??.??,,1/2-1/2,B90,10
63,"Anand, Viswanathan","Lautier, Joel",2715,2655,1995.??.??,tourn (rapid),1/2-1/2,B33,5
64,"Anand, Viswanathan","Van Foreest, Jorden",2753,2688,2021.07.07,,1-0,,1.3
65,"Sokolov, Ivan","Anand, Viswanathan",2610,2784,1999.01.21,,1/2-1/2,D27,5
66,"Grynszpan, Mariano","Anand, Viswanathan",,2380,1985.09.13,swiss,1/2-1/2,E91,3
67,"Stefansson, Hannes","Anand, Viswanathan",2566,2769,2000.04.01,,1/2-1/2,B17,3
68,"Anand, Viswanathan","Radjabov, Teimour",2774,2648,2003.08.01,match,0-1,B32,2
69,"Anand, Viswanathan","Rublevsky, Sergei",2782,2686,2004.07.26,,1-0,B43,5
70,"Anand, Viswanathan","Fritz, Comp",,,1998.??.??,,1/2-1/2,D41,2
71,"Anand, Viswanathan","Morozevich, Alexander",2788,2750,2009.11.12,tourn,1/2-1/2,D27,7
72,"Piket, Jeroen","Anand, Viswanathan",,,1990.??.??,,1/2-1/2,A41,12
73,"Anand, Viswanathan","Bacrot, Etienne",2803,2708,2006.05.17,tourn,1/2-1/2,C89,6
74,"Mamedyarov, Shakhriyar","Anand, Viswanathan",2817,2773,2018.11.10,tourn (rapid),1/2-1/2,D24,6
75,"Gelfand, Boris","Anand, Viswanathan",2733,2779,2007.03.29,rapid,1/2-1/2,E15,11
76,"Anand, Viswanathan","Drazic, Sinisa",2762,2508,2000.11.05,,1-0,D31,3.1
77,"Anand, Viswanathan","Karia, Rishul",2792,1664,2014.12.06,rapid,1-0,D94,1.3
78,"Oparin, Grigoriy","Anand, Viswanathan",2604,2786,2017.04.17,tourn (blitz),1/2-1/2,C54,4
79,"Navara, David","Anand, Viswanathan",2737,2783,2017.08.18,tourn (blitz),1/2-1/2,A33,17
80,"Carlsen, Magnus","Anand, Viswanathan",2881,2785,2014.06.18,swiss (rapid),0-1,D10,12
81,"Adams, Michael","Anand, Viswanathan",2737,2785,2005.05.21,,0-1,C42,9
82,"Ponomariov, Ruslan","Anand, Viswanathan",2717,2786,2007.??.??,simul,1/2-1/2,E06,1
83,"Anand, Viswanathan","Novoselski, Zoran",,,1990.??.??,,1-0,B40,2
84,"Anand, Viswanathan","Bartel, Mateusz",2803,2622,2015.10.12,rapid,1-0,C07,13.20
85,"Anand, Viswanathan","Kantsler, Boris",2505,2450,1987.??.??,,1-0,B15,?
86,"Nicholas Watson, William","Anand, Viswanathan",,,1989.??.??,,1/2-1/2,C11,6
87,"Anand, Viswanathan","Vallejo Pons, Francisco",2766,2663,2004.03.22,,1-0,B90,3
88,"Anand, Viswanathan","Caruana, Fabiano",2783,2807,2017.08.06,tourn,1-0,A29,5
89,"Anand, Viswanathan","Karpov, Anatoly",2780,2710,1999.??.??,rapid,0-1,C42,?
90,"Anand, Viswanathan","Ljubojevic, Ljubomir",2670,2610,1992.??.??,rapid,0-1,B23,?
91,"Gurevich, Mikhail","Anand, Viswanathan",2652,2788,2005.11.04,,0-1,A20,10.2
92,"Adams, Michael","Anand, Viswanathan",2670,2770,1998.07.03,tourn,1-0,B26,7
93,"Skvortsova, Olesya","Anand, Viswanathan",,2786,2017.04.12,match,0-1,,1
94,"Anand, Viswanathan","Kamsky, Gata",2773,2666,2018.12.30,swiss (blitz),0-1,B00,21
95,"Volokitin, Andrei","Anand, Viswanathan",2665,2785,2005.??.??,team,1/2-1/2,C42,5
96,"Anand, Viswanathan","Savchenko, Stanislav",2781,2497,2005.04.09,team,1/2-1/2,C10,14.1
97,"Anand, Viswanathan","Rebel, Comp",,,1997.??.??,,1-0,C43,?
98,"Podlogar, Ziga","Anand, Viswanathan",2560,2710,1993.03.??,,1/2-1/2,D26,1
99,"Kramnik, Vladimir","Anand, Viswanathan",2808,2786,2017.07.02,tourn (blitz),1/2-1/2,B13,13
100,"Anand, Viswanathan","Polgar, Judit",2774,2718,2003.08.15,rapid,0-1,B90,3
101,"Anand, Viswanathan","Jussupow, Artur",2770,2630,1998.06.27,tourn,1/2-1/2,C42,2
102,"Anand, Viswanathan","Giri, Anish",2758,2768,2020.01.13,,1/2-1/2,,3.3
103,"Gelfand, Boris","Anand, Viswanathan",2700,2635,1991.??.??,,1-0,E32,10
104,"Anand, Viswanathan","Korobov, Anton",2757,2670,2019.11.10,blitz,1-0,B90,12.4
105,"Anand, Viswanathan","Seirawan, Yasser",2670,2600,1992.05.??,,1-0,B13,5
106,"Kortschnoj, Viktor Lvovich","Anand, Viswanathan",2585,2670,1992.??.??,rapid,0-1,E15,17
107,"Anand, Viswanathan","Giri, Anish",2753,2764,2020.07.24,,1/2-1/2,C67,4.4
108,"Anand, Viswanathan","Salem, A.R. Saleh",2779,2656,2016.12.30,swiss (blitz),1-0,B55,14
109,"Aronian, Levon","Anand, Viswanathan",2764,2759,2018.06.23,tourn (rapid),1-0,B13,4
110,"Anand, Viswanathan","Rinat, Dzhumabayev",2779,2611,2016.12.26,blitz,1-0,B54,1
111,"Topalov, Veselin","Anand, Viswanathan",2761,2770,2016.06.19,tourn (blitz),1/2-1/2,A21,1
112,"Anand, Viswanathan","Short, Nigel D",2670,2685,1992.06.21,team-swiss,1/2-1/2,C89,12.1
113,"Vachier Lagrave, Maxime","Anand, Viswanathan",2773,2774,2019.04.20,tourn,1/2-1/2,B12,1
114,"Carlsen, Magnus","Anand, Viswanathan",2863,2792,2014.11.15,,1-0,B41,6
115,"Gelfand, Boris","Anand, Viswanathan",2681,2762,2000.09.03,tourn,1/2-1/2,E15,3
116,"Anand, Viswanathan","Short, Nigel D",2715,2655,1995.??.??,tourn,1/2-1/2,C68,1
117,"Svidler, Peter","Anand, Viswanathan",2728,2779,2007.03.24,tourn (rapid),1/2-1/2,C88,7
118,"Anand, Viswanathan","Wolff, Patrick",2710,2580,1993.??.??,swiss,1-0,D80,3.1
119,"Anand, Viswanathan","Matlakov, Maxim",2767,2718,2018.01.13,tourn,1-0,C77,1
120,"Vachier Lagrave, Maxime","Anand, Viswanathan",2789,2770,2016.06.19,tourn (blitz),0-1,D02,5
121,"Kuczynski, Robert","Anand, Viswanathan",2410,2405,1986.??.??,,1/2-1/2,B85,9
122,"Anand, Viswanathan","Na, Na",2786,1545,2007.04.21,simul,1-0,B75,1
123,"Bruzon Batista, Lazaro","Anand, Viswanathan",2652,2786,2005.01.22,tourn,0-1,D30,7
124,"Anand, Viswanathan","Albert Dasmas, Juan",2801,,2007.??.??,,1-0,C42,?
125,"Karjakin, Sergey","Anand, Viswanathan",2781,2786,2017.06.08,,1/2-1/2,C67,3
126,"Shirov, Alexei","Anand, Viswanathan",2706,2770,2001.12.07,k.o.,1/2-1/2,C10,5.2
127,"Topalov, Veselin","Anand, Viswanathan",2735,2766,2003.11.03,,0-1,C77,4.5
128,"Lautier, Joel","Anand, Viswanathan",2630,2725,1996.??.??,,1/2-1/2,E11,4
129,"Anand, Viswanathan","Garcia Sanchez, Jose Manuel",2801,1929,2007.??.??,,1-0,A52,?
130,"Anand, Viswanathan","Kasparov, Garry",2769,2851,2000.03.03,tourn,0-1,B92,4
131,"Anand, Viswanathan","Van Wely, Loek",2786,2679,2005.03.29,tourn (rapid),1/2-1/2,D48,9
132,"Anand, Viswanathan","Wolff, Patrick",2710,2580,1993.??.??,swiss,1-0,D27,3.3
133,"Anand, Viswanathan","Nakamura, Hikaru",2811,2758,2011.12.06,,0-1,E97,4
134,"Grischuk, Alexander","Anand, Viswanathan",2775,2767,2019.06.13,,1/2-1/2,,15.5
135,"Kasparov, Garry","Anand, Viswanathan",2815,2720,1994.??.??,swiss,1/2-1/2,A04,2
136,"Anand, Viswanathan","Na, Na",2786,1702,2007.04.21,team,1-0,E90,1
137,"Timman, Jan H","Anand, Viswanathan",2616,2752,2002.04.28,,0-1,B90,1.1
138,"Bacrot, Etienne","Anand, Viswanathan",2717,2792,2006.01.22,,0-1,E15,8
139,"Anand, Viswanathan","McDonald, Neil",,,1986.??.??,,1-0,C18,?
140,"Laursen, Bendt","Anand, Viswanathan",,,1989.??.??,,0-1,A20,?
141,"Anand, Viswanathan","Na, Na",2786,1250,2007.04.21,simul,1-0,A50,1
142,"Wafa, Mohamed","Anand, Viswanathan",,2285,1984.??.??,swiss,0-1,B85,?
143,"Romanishin, Oleg M","Anand, Viswanathan",2590,2715,1994.??.??,,1/2-1/2,D78,1
144,"Anand, Viswanathan","Morozevich, Alexander",2801,2755,2007.11.22,,1-0,C70,21
145,"Anand, Viswanathan","Kortschnoj, Viktor Lvovich",2650,2610,1991.??.??,game,1/2-1/2,C13,10
146,"Anand, Viswanathan","Piket, Jeroen",,,1996.??.??,,1/2-1/2,C86,8
147,"Anand, Viswanathan","Timman, Jan H",2610,2660,1990.11.21,,1/2-1/2,B48,5
148,"Anand, Viswanathan","Shadarevian, Michael",2555,2335,1990.??.??,tourn,1-0,C92,?
149,"Anand, Viswanathan","Mohanty, Pabitra M",2520,2350,1988.??.??,,1/2-1/2,B04,?
150,"Mukabi, John","Anand, Viswanathan",2200,2555,1988.11.14,,0-1,C68,2.1
151,"Ribli, Zoltan","Anand, Viswanathan",2620,2520,1989.01.05,,1-0,A17,8
152,"Anand, Viswanathan","Pitigala, Chandra Sudarman S",2788,,1986.??.??,,1-0,B05,8
153,"Nepomniachtchi, Ian","Anand, Viswanathan",2751,2776,2018.03.02,tourn (rapid),0-1,A21,2
154,"Anand, Viswanathan","Nakamura, Hikaru",2770,2791,2016.08.07,tourn,1/2-1/2,B90,3
155,"Kramnik, Vladimir","Anand, Viswanathan",2812,2770,2016.06.18,tourn (rapid),1-0,A14,7
156,"Leko, Peter","Anand, Viswanathan",2739,2790,2010.01.21,tourn,1/2-1/2,C65,5
157,"Speelman, Jonathan Simon","Anand, Viswanathan",2605,2610,1990.11.23,,1/2-1/2,E18,6
158,"Anand, Viswanathan","Karpov, Anatoly",2790,2679,2001.03.17,rapid,1-0,B12,1
159,"Anand, Viswanathan","Kramnik, Vladimir",2786,2754,2005.03.22,tourn (rapid),1-0,C42,4
160,"Anand, Viswanathan","Kramnik, Vladimir",2786,2808,2017.07.01,tourn (blitz),1/2-1/2,C67,4
161,"Anand, Viswanathan","Sundararajan, Kidambi",2770,2245,1998.??.??,,1-0,C53,?
162,"Anand, Viswanathan","So, Wesley",2773,2765,2018.11.14,tourn (blitz),1-0,B51,10
163,"Anand, Viswanathan","Howell, David W L",2779,2644,2016.12.26,rapid,1/2-1/2,C96,3.9
164,"Grischuk, Alexander","Anand, Viswanathan",2717,2792,2006.03.23,rapid,1-0,C67,5
165,"Anand, Viswanathan","Leko, Peter",2799,2753,2008.03.04,tourn,1/2-1/2,C88,12
166,"Morozevich, Alexander","Anand, Viswanathan",2665,2776,2018.03.05,tourn (blitz),0-1,C33,2
167,"Carlsen, Magnus","Anand, Viswanathan",2826,2800,2010.08.30,match (rapid),1-0,D78,1
168,"Anand, Viswanathan","Caruana, Fabiano",,,2018.06.07,,0-1,C42,8
169,"Aronian, Levon","Anand, Viswanathan",2804,2785,2014.09.20,tourn,1-0,D38,6
170,"Anand, Viswanathan","Mamedyarov, Shakhriyar",2776,2809,2018.03.02,,0-1,C17,3
171,"Ghaem Maghami, Ehsan","Anand, Viswanathan",2537,2773,2018.12.29,swiss (blitz),1/2-1/2,D14,12
172,"Piket, Jeroen","Anand, Viswanathan",2615,2670,1992.??.??,tourn,1/2-1/2,D47,9
173,"Kramnik, Vladimir","Anand, Viswanathan",2790,2770,1998.06.26,tourn,1/2-1/2,A17,1
174,"Anand, Viswanathan","Wang, Hao",2765,2726,2019.10.20,swiss,0-1,C43,10.4
175,"Leko, Peter","Anand, Viswanathan",2730,2794,2001.06.09,,0-1,B97,1.2
176,"Thipsay, Praveen Mahadeo","Anand, Viswanathan",2485,2405,1986.??.??,game,1/2-1/2,B82,?
177,"Agdestein, Simen","Anand, Viswanathan",2610,2725,1993.??.??,,0-1,D18,1
178,"Anand, Viswanathan","Ponomariov, Ruslan",2788,2739,2009.11.18,tourn (blitz),0-1,B85,30
179,"Vachier Lagrave, Maxime","Anand, Viswanathan",2775,2764,2019.08.01,blitz,1/2-1/2,,25.3
180,"Mamedyarov, Shakhriyar","Anand, Viswanathan",2801,2768,2018.08.13,tourn (rapid),1-0,A22,9
181,"Anand, Viswanathan","Yermolinsky, Alex",2784,2597,1999.01.18,,1-0,B88,3
182,"Ravikumar, Vaidyanathan","Anand, Viswanathan",2370,2405,1986.??.??,tourn,1/2-1/2,E92,?
183,"Anand, Viswanathan","Adams, Michael",,,1992.??.??,rapid,1-0,,2
184,"Anand, Viswanathan","Schmidt, Loren R",2555,,1988.11.15,,1-0,B05,3
185,"Anand, Viswanathan","Timoscenko, Gennadij",2505,2490,1987.??.??,,0-1,C92,?
186,"Lenderman, Aleksandr","Anand, Viswanathan",2565,2794,2017.09.29,,1/2-1/2,E01,7.3
187,"Vachier Lagrave, Maxime","Anand, Viswanathan",2778,2756,2019.08.21,,1/2-1/2,C53,5.2
188,"Rublevsky, Sergei","Anand, Viswanathan",2686,2782,2004.07.24,tourn,1/2-1/2,C45,3
189,"Anand, Viswanathan","Adams, Michael",2786,2741,2005.01.29,tourn,1-0,E15,12
190,"Anand, Viswanathan","Wesley, George",2786,2822,2017.06.11,,1/2-1/2,C55,5
191,"Anand, Viswanathan","Rechlis, Gad",2505,2450,1987.??.??,swiss,1/2-1/2,B01,?
192,"Onischuk, Alexander","Anand, Viswanathan",2627,2762,2000.11.03,,1/2-1/2,E34,7
193,"Anand, Viswanathan","Chandler, Murray G",2420,2565,1986.??.??,,1/2-1/2,B90,8
194,"Markowski, Tomasz","Anand, Viswanathan",2582,2788,2005.11.03,,0-1,A00,9.2
195,"Anand, Viswanathan","Laursen, Bendt",2670,2535,1992.??.??,,0-1,B38,?
196,"Anand, Viswanathan","Amin, Bassem",2771,2686,2018.10.01,team-swiss,1/2-1/2,C95,7.7
197,"Polgar, Judit","Anand, Viswanathan",2665,2795,1998.??.??,,1/2-1/2,B18,?
198,"Bobras, Piotr","Anand, Viswanathan",2518,2775,2014.02.23,team-tourn,1/2-1/2,B42,10.1
199,"Anand, Viswanathan","Benjamin, Joel",2515,2545,1989.01.27,,1-0,B63,12
200,"Kasimdzhanov, Rustam","Anand, Viswanathan",2653,2755,2002.10.19,,1/2-1/2,B12,3.1
201,"Anand, Viswanathan","Topalov, Veselin",,,2005.??.??,,1-0,,?
202,"Anand, Viswanathan","Nunn, John D M",2715,2605,1994.03.31,,1/2-1/2,B33,5
203,"Carlsen, Magnus","Anand, Viswanathan",2775,2798,2008.08.03,,0-1,E06,2
204,"Anand, Viswanathan","Na, Na",2786,2394,2007.04.21,simul,1-0,A17,1
205,"Kramnik, Vladimir","Anand, Viswanathan",2775,2725,1996.??.??,,1-0,A17,?
206,"Anand, Viswanathan","Van Wely, Loek",2781,2681,2004.10.20,,1-0,B33,6
207,"Anand, Viswanathan","Boleslav, Petr",2817,2127,2011.06.12,simul,0-1,E63,1
208,"Salgado Lopez, Ivan","Anand, Viswanathan",2644,2782,2017.12.29,blitz,0-1,A06,5.22
209,"Karpov, Anatoly","Anand, Viswanathan",2710,2781,1999.06.13,,0-1,E15,5
210,"Kramnik, Vladimir","Anand, Viswanathan",2772,2790,2001.01.20,tourn,1/2-1/2,E55,6
211,"Carlsen, Magnus","Anand, Viswanathan",2845,2774,2019.04.22,tourn,1/2-1/2,A22,3
212,"Watson, William N","Anand, Viswanathan",2495,2555,1989.??.??,,1/2-1/2,C13,6
213,"Anand, Viswanathan","Pieroth, T.",2715,,1994.??.??,simul,1-0,C96,?
214,"Aronian, Levon","Anand, Viswanathan",2786,2762,2016.03.12,tourn,1/2-1/2,D37,2
215,"Ivanchuk, Vassily","Anand, Viswanathan",2711,2786,2005.03.24,tourn (rapid),1/2-1/2,C45,5
216,"Anand, Viswanathan","Anton Guijarro, David",2770,2627,2016.06.11,k.o. (rapid),1-0,A81,1.2
217,"Anand, Viswanathan","Nakamura, Hikaru",2783,2792,2017.08.17,tourn (blitz),1/2-1/2,C65,3
218,"Kramnik, Vladimir","Anand, Viswanathan",2710,2715,1994.??.??,,1/2-1/2,B36,1
219,"Carlsen, Magnus","Anand, Viswanathan",2870,2775,2013.11.19,match,1/2-1/2,C67,8
220,"Anand, Viswanathan","Hector, Jonny",2753,2570,2003.04.06,,1-0,C78,4
221,"Anand, Viswanathan","Koschetzki, Christian",2715,,1994.??.??,simul,1-0,E87,?
222,"Anand, Viswanathan","Motwani, Paul",2555,2455,1988.11.18,,1/2-1/2,C67,5
223,"Adams And Ali Mortazav, Mickey","Anand, Viswanathan",2745,2792,2014.12.14,,0-1,,5.3
224,"Anand, Viswanathan","Jobava, Baadur",2776,2698,2016.12.03,team-tourn,1/2-1/2,C42,5.3
225,"Anand, Viswanathan","Mamedov, Rauf",2751,2656,2021.12.18,,1-0,,3
226,"Anand, Viswanathan","Ljubojevic, Ljubomir",2790,2566,2001.03.18,rapid,0-1,B85,2
227,"Svidler, Peter","Anand, Viswanathan",2723,2753,2020.07.21,,1-0,A08,1.4
228,"Anand, Viswanathan","Adams, Michael",2788,2718,2005.11.04,k.o. (rapid),1/2-1/2,C87,3.1
229,"Anand, Viswanathan","Nakamura, Hikaru",2797,2776,2015.02.17,,1-0,D37,4
230,"Anand, Viswanathan","Vaisser, Anatoli",2505,2490,1987.??.??,,1/2-1/2,B30,?
231,"Anand, Viswanathan","Delemarre, Isabel",2710,,1993.??.??,swiss,1-0,B77,?
232,"Anand, Viswanathan","Sudhakar Babu, N.",,,1988.??.??,,1-0,B72,?
233,"Anand, Viswanathan","Korobov, Anton",2753,2683,2021.07.10,,1-0,,15.1
234,"Anand, Viswanathan","Dreev, Aleksey",2755,2673,2002.10.18,,1-0,D43,2.6
235,"Kasparov, Garry","Anand, Viswanathan",2812,2781,1999.02.23,,1/2-1/2,D20,3
236,"Shirov, Alexei","Anand, Viswanathan",2709,2817,2011.06.04,match (rapid),0-1,B12,3
237,"Anand, Viswanathan","Gaprindashvili, Nona",2555,2455,1988.??.??,,1/2-1/2,B15,1
238,"Ostermeyer, Peter","Anand, Viswanathan",2470,2345,1984.11.25,team,0-1,A15,7
239,"Anand, Viswanathan","Piket, Jeroen",,,1997.??.??,,0-1,C80,?
240,"Anand, Viswanathan","Piket, Jeroen",,,1993.??.??,,1/2-1/2,C72,3
241,"Kramnik, Vladimir","Anand, Viswanathan",2740,2765,1997.02.15,tourn,1/2-1/2,D39,10
242,"Anand, Viswanathan","Karjakin, Sergey",2762,2760,2016.03.24,tourn,1-0,C65,11
243,"Giri, Anish","Anand, Viswanathan",2773,2804,2015.06.17,,1/2-1/2,A14,2.2
244,"Piket, Jeroen","Anand, Viswanathan",2624,2788,1984.??.??,swiss,0-1,A48,2
245,"Anand, Viswanathan","Ljubojevic, Ljubomir",2795,2550,1998.08.22,,1-0,D58,4
246,"Anand, Viswanathan","Seirawan, Yasser",2670,2600,1992.??.??,tourn,1-0,B13,?
247,"Anand, Viswanathan","Karjakin, Sergey",2782,2760,2017.12.30,blitz,1/2-1/2,C67,18.2
248,"Naiditsch, Arkadij","Anand, Viswanathan",2574,2782,2004.07.25,,1/2-1/2,B30,4
249,"Wolff, Patrick","Anand, Viswanathan",2580,2710,1993.??.??,swiss,0-1,C67,3.2
250,"Anand, Viswanathan","Shirov, Alexei",2762,2746,2000.??.??,,1-0,C11,4
251,"Anand, Viswanathan","Kramnik, Vladimir",2786,2754,2005.01.23,tourn,1/2-1/2,B33,8
252,"Anand, Viswanathan","Ribes Peris, Alvaro",2801,2157,2007.??.??,,1-0,B04,?
253,"Anand, Viswanathan","So, Wesley",2757,2760,2019.11.25,blitz,1-0,C65,4.2
254,"Giri, Anish","Anand, Viswanathan",2768,2793,2014.12.09,k.o. (rapid),1/2-1/2,C67,2.3
255,"Anand, Viswanathan","Adams, Michaelmortazavi",,,2014.12.09,,1-0,C16,1.1
256,"Ivanchuk, Vassily","Anand, Viswanathan",,,2000.03.16,tourn,1-0,B17,10
257,"Anand, Viswanathan","Tilak, Sharad S",2405,2260,1986.??.??,game,1/2-1/2,B86,?
258,"Bologan, Victor","Anand, Viswanathan",2650,2774,2003.08.02,,1-0,B19,3
259,"Karjakin, Sergey","Anand, Viswanathan",2760,2762,2016.03.15,tourn,1-0,A13,4
260,"Anand, Viswanathan","Gelfand, Boris",2776,2743,2016.09.25,tourn (blitz),1/2-1/2,B90,1
261,"Soltis, Andrew","Anand, Viswanathan",2440,2405,1986.??.??,tourn,1/2-1/2,B23,?
262,"Vachier Lagrave, Maxime","Anand, Viswanathan",2779,2768,2018.08.11,tourn (rapid),1-0,C67,2
263,"Anand, Viswanathan","Bruzon Batista, Lazaro",2803,2652,2006.06.09,k.o. (rapid),1-0,C97,1.8
264,"Anand, Viswanathan","Moldobaev, Emelbek",2505,,1987.??.??,,1/2-1/2,C68,?
265,"Anand, Viswanathan","Jankiewicz, Aleksander",2555,2475,1989.??.??,,1/2-1/2,B85,1
266,"Anand, Viswanathan","Potkin, Vladimir",2773,2597,2018.12.27,swiss (rapid),1-0,C65,10
