,White,Black,WhiteELO,BlackELO,Date,Event,Result,Opening
795,"Grischuk, Alexander","Mazi, Leon",2482,2405,1999.03.24,swiss,1-0,C95
796,"Jakovenko, Dmitry","Grischuk, Alexander",,,????.??.??,,0-1,
797,"Grischuk, Alexander Igorevich","Luchkin, Valery",,,2004.11.??,swiss,1-0,A84
798,"Sutovsky, Emil","Grischuk, Alexander",2628,2719,2006.06.04,team-swiss,1/2-1/2,C88
799,"Giri, Anish","Grischuk, Alexander",2773,2781,2015.06.16,tourn,1-0,B31
800,"Grischuk, Alexander","Karjakin, Sergey",2736,2723,2009.11.17,tourn (blitz),0-1,D15
801,"Grischuk, Alexander","Moiseenko, Alexander",2737,2657,2016.12.26,swiss (rapid),1-0,B30
802,"Grischuk, Alexander","Vaulin, Alexander P",2549,2492,1999.11.06,,1-0,B90
803,"Kamsky, Gata","Grischuk, Alexander",2762,2764,2012.12.16,tourn (blitz),1/2-1/2,A01
804,"Grischuk, Alexander","Mamedyarov, Shakhriyar",2752,2762,2016.11.20,team-tourn,1-0,E15
805,"Grischuk, Alexander","Aronian, Levon",2752,2784,2016.04.06,match (blitz),1-0,A11
806,"Gurevich, Mikhail","Grischuk, Alexander",2694,2663,2001.03.23,rapid,0-1,A16
807,"Morozevich, Alexander","Grischuk, Alexander",2758,2704,2004.11.22,tourn,1/2-1/2,A30
808,"Grischuk, Alexander","Jakovenko, Dmitry",2752,2714,2016.10.18,tourn,1/2-1/2,C54
809,"Karjakin, Sergey","Grischuk, Alexander",2760,2771,2010.12.15,tourn,1/2-1/2,B80
810,"Grischuk, Alexander","Kramnik, Vladimir",2733,2748,2019.08.03,blitz,1/2-1/2,
811,"Kovacevic, Aleksandar","Grischuk, Alexander",2551,2702,2002.09.23,team-swiss,0-1,C88
812,"Asrian, Karen","Grischuk, Alexander",2645,2720,2005.11.07,,1/2-1/2,B92
813,"Nakamura, Hikaru","Grischuk, Alexander",2787,2767,2018.03.05,tourn (blitz),1-0,A06
814,"Aronian, Levon","Grischuk, Alexander",2808,2747,2011.05.05,,1/2-1/2,D87
815,"Grischuk, Alexander","Giri, Anish",2766,2779,2019.07.29,blitz,1/2-1/2,
816,"Grischuk, Alexander","Safarli, Eltaj",2771,2662,2019.03.11,team-tourn,1/2-1/2,C42
817,"Yu, Yangyi","Grischuk, Alexander",2736,2766,2019.07.16,,1/2-1/2,
818,"Grischuk, Alexander","Pape, Michael",2720,,2005.08.??,simul,1-0,D41
819,"Romanishin, Oleg M","Grischuk, Alexander",2572,2482,1999.03.28,swiss,1/2-1/2,A90
820,"Corrales Jimenez, Fidel","Grischuk, Alexander",2532,2777,2020.04.15,blitz,0-1,B90
821,"Grischuk, Alexander","Firouzja, Alireza",2777,2728,2020.05.21,,0-1,E97
822,"Batsanin, Dmitry","Grischuk, Alexander",2300,2340,1997.??.??,,1/2-1/2,C45
823,"Vallejo Pons, Francisco","Grischuk, Alexander",2705,2736,2010.02.24,tourn,1/2-1/2,B90
824,"Grischuk, Alexander","Caruana, Fabiano",2761,2770,2012.06.13,swiss,1/2-1/2,
825,"Grischuk, Alexander","Timofeev, Artyom",2717,2658,2007.05.07,,1-0,B67
826,"Karjakin, Sergey","Grischuk, Alexander",2752,2777,2020.11.18,rapid,1/2-1/2,B54
827,"Nepomniachtchi, Ian","Grischuk, Alexander",2773,2772,2019.05.29,,1-0,
828,"Grischuk, Alexander","Leko, Peter",2795,2731,2014.11.09,tourn,1-0,D58
829,"Grischuk, Alexander","Svidler, Peter",2756,2750,2010.03.19,tourn (rapid),1/2-1/2,D85
830,"Grischuk, Alexander","Gelfand, Boris",2763,2738,2012.07.10,tourn (blitz),1-0,C02
831,"Grischuk, Alexander","Rapport, Richard",2750,2698,2017.08.03,k.o. (blitz),1-0,B43
832,"Ivanchuk, Vassily","Grischuk, Alexander",,,2016.12.26,rapid,1/2-1/2,E67
833,"Kramnik, Vladimir","Grischuk, Alexander",2788,2747,2011.05.16,,1/2-1/2,A31
834,"Vitiugov, Nikita","Grischuk, Alexander",2721,2752,2016.10.21,tourn,1/2-1/2,A65
835,"Grischuk, Alexander","Kanep, Meelis",,,1995.??.??,,1-0,B53
836,"Khairullin, Ildar","Grischuk, Alexander",2658,2779,2013.06.08,swiss (rapid),1/2-1/2,C41
837,"Davtyan, David","Grischuk, Alexander",2312,2777,2021.04.13,,0-1,B23
838,"Grischuk, Alexander","Artemiev, Vladislav",2759,2746,2019.10.03,,0-1,D12
839,"Kekelidze, Mikheil","Grischuk, Alexander",2461,2581,2000.05.06,tourn,1/2-1/2,B56
840,"Grischuk, Alexander","Nielsen, Peter Heine",2717,2644,2006.03.25,tourn (rapid),1-0,C42
841,"Agopov, Mikael","Grischuk, Alexander",2393,2704,2004.10.03,team-swiss,0-1,B19
842,"Grischuk, Alexander","Epishin, Vladimir",2704,2599,2004.11.16,,1/2-1/2,B41
843,"Grischuk, Alexander","Cebalo, Miso",2482,2511,1999.03.26,swiss,1-0,B76
844,"Grischuk, Alexander","Sorokin, Maxim",2724,2599,2005.04.25,team,1-0,C83
845,"Grischuk, Alexander","Shirov, Alexei",2733,2730,2009.09.07,tourn,1-0,D47
846,"Grischuk, Alexander","Tatarliev, G.",,,1992.??.??,,1-0,C10
847,"Grischuk, Alexander","Kasimdzhanov, Rustam",2760,2699,2010.08.08,swiss (rapid),0-1,D94
848,"Rublevsky, Sergei","Grischuk, Alexander",2686,2752,2011.12.02,k.o. (rapid),0-1,B12
849,"Grischuk, Alexander","Gasimov, Ilgar",2736,2759,2010.02.21,,1-0,A62
850,"Grigoriants, Sergey","Grischuk, Alexander",2503,2606,2000.08.26,,1/2-1/2,E63
851,"Grischuk, Alexander","Nepomniachtchi, Ian",2776,2792,2021.05.25,,0-1,
852,"Aronian, Levon","Grischuk, Alexander",2773,2777,2020.09.24,,1-0,B12
853,"Topalov, Veselin","Grischuk, Alexander",2749,2761,2017.06.22,tourn (rapid),0-1,C11
854,"Grischuk, Alexander","Milov, Leonid",2732,2466,2003.08.16,,1/2-1/2,B01
855,"Grischuk, Alexander","Ding, Liren",2777,2791,2020.12.08,,1/2-1/2,C27
856,"Grischuk, Alexander","Karjakin, Sergey",2763,2779,2012.07.09,tourn (blitz),1/2-1/2,C67
857,"Yu, Yangyi","Grischuk, Alexander",2709,2777,2020.12.09,,1/2-1/2,D37
858,"Fressinet, Laurent","Grischuk, Alexander",2654,2715,2007.11.04,team-tourn,1/2-1/2,C84
859,"Grischuk, Alexander","Caruana, Fabiano",2777,2822,2020.02.03,,1-0,A07
860,"Naroditsky, Daniel","Grischuk, Alexander",2621,2777,2020.01.06,,1/2-1/2,C67
861,"Grischuk, Alexander","Karjakin, Sergey",2777,2752,2020.11.18,rapid,1/2-1/2,E48
862,"Grischuk, Alexander","Carlsen, Magnus",2764,2872,2013.03.28,tourn,1/2-1/2,D90
863,"Saleh Salem, Ra","Grischuk, Alexander",2656,2737,2016.12.26,rapid,0-1,D86
864,"Morozevich, Alexander","Grischuk, Alexander",2742,2671,2002.04.03,k.o. (rapid),1/2-1/2,C95
865,"Grischuk, Alexander","Svidler, Peter",2777,2723,2020.10.25,schev,1-0,C25
866,"Grischuk, Alexander","Carlsen, Magnus",2750,2832,2017.11.21,k.o. (blitz),0-1,A07
867,"Aronian, Levon","Grischuk, Alexander",2778,2784,2020.06.09,,0-1,
868,"Carlsen, Magnus","Grischuk, Alexander",2855,2747,2016.06.05,,0-1,B51
869,"Bok, Benjamin","Grischuk, Alexander",2640,2759,2019.09.14,,1/2-1/2,D38
870,"Grischuk, Alexander","Karjakin, Sergey",2764,2775,2012.12.29,tourn (rapid),1/2-1/2,D24
871,"Grischuk, Alexander","Korotylev, Alexey",2726,2616,2007.08.26,,1/2-1/2,A29
872,"Grischuk, Alexander","Inarkiev, Ernesto",2795,2688,2014.11.04,tourn (rapid),1-0,A13
873,"Rychagov, Andrey","Grischuk, Alexander",2528,2715,2007.12.29,,0-1,D44
874,"Grischuk, Alexander","Bartel, Mateusz",2774,2622,2015.10.13,blitz,1-0,D00
875,"Morozevich, Alexander","Grischuk, Alexander",2718,2702,2002.04.30,k.o. (rapid),1-0,B13
876,"Vachier Lagrave, Maxime","Grischuk, Alexander",2796,2742,2017.02.27,swiss,1/2-1/2,C67
877,"Grischuk, Alexander","Dominguez Perez, Leinier",2794,2729,2015.04.20,team-tourn,0-1,D00
878,"Kritz, Leonid","Grischuk, Alexander",2578,2709,2006.08.20,swiss (rapid),1/2-1/2,B19
879,"Grischuk, Alexander","Pavasovic, Dusko",2701,2584,2003.06.06,swiss,1/2-1/2,C42
880,"Duda, Jan Krzysztof","Grischuk, Alexander",2729,2766,2019.07.27,blitz,1-0,
881,"So, Wesley","Grischuk, Alexander",2778,2766,2018.06.23,tourn (rapid),0-1,E99
882,"Filippov, Valerij","Grischuk, Alexander",2639,2719,2004.06.23,k.o.,1/2-1/2,D14
883,"Bauer, Christian","Grischuk, Alexander",2627,2717,2006.03.31,swiss,1/2-1/2,E05
884,"Radjabov, Teimour","Grischuk, Alexander",2650,2732,2003.11.01,,0-1,D10
885,"Luther, Thomas","Grischuk, Alexander",2252,2680,2004.04.14,,0-1,
886,"Grischuk, Alexander","Mamedov, Rauf",2777,2654,2020.09.22,,1-0,B51
887,"Grischuk, Alexander","Akobian, Varuzhan",,,1996.??.??,,1-0,B01
888,"Carlsen, Magnus","Grischuk, Alexander",2857,2754,2016.08.23,match (blitz),0-1,A01
889,"Grischuk, Alexander","Gelfand, Boris",2710,2733,2006.11.08,tourn,1/2-1/2,C42
890,"Hansen, Curt","Grischuk, Alexander",2613,2606,2000.07.14,tourn,1/2-1/2,D30
891,"Grischuk, Alexander","Rapport, Richard",2750,2698,2017.08.03,k.o. (blitz),1-0,B06
892,"Grischuk, Alexander","Carlsen, Magnus",,,2007.07.29,,1/2-1/2,D30
893,"Aronian, Levon","Grischuk, Alexander",2752,2775,2019.06.04,,1-0,A22
894,"Jussupow, Artur","Grischuk, Alexander",2595,2720,2005.08.13,swiss (rapid),0-1,D15
895,"Grischuk, Alexander","Wojtaszek, Radoslaw",2764,2728,2019.11.07,,1-0,A05
896,"Grischuk, Alexander","Nepomniachtchi, Ian",2767,2751,2018.03.03,tourn (rapid),1/2-1/2,B23
897,"Grischuk, Alexander","Firouzja, Alireza",2777,2728,2020.09.18,blitz,1/2-1/2,D02
898,"Grandelius, Nils","Grischuk, Alexander",2651,2777,2020.03.02,,1-0,A07
899,"Grischuk, Alexander","Safarli, Eltaj",2763,2620,2012.09.04,,1-0,B45
900,"Vallejo Pons, Francisco","Grischuk, Alexander",2650,2717,2006.03.19,tourn (rapid),1/2-1/2,B90
901,"Grischuk, Alexander","Tkachiev, Vladislav",2702,2633,2002.04.29,k.o. (rapid),1-0,C88
902,"Grischuk, Alexander","Schultheisz, Egon",2720,1980,2005.08.??,simul,1/2-1/2,A53
903,"Motylev, Alexander","Grischuk, Alexander",2704,2760,2010.05.27,k.o. (rapid),0-1,B90
904,"Bartel, Mateusz","Grischuk, Alexander",,,2015.10.11,rapid,1/2-1/2,B51
905,"Grischuk, Alexander","Artemiev, Vladislav",2759,2746,2019.10.03,,0-1,A05
906,"Kasimdzhanov, Rustam","Grischuk, Alexander",2705,2810,2015.02.15,,0-1,D31
907,"Giri, Anish","Grischuk, Alexander",2734,2780,2013.07.12,tourn,1/2-1/2,B85
908,"Grischuk, Alexander","Wang, Hao",2752,2736,2011.12.10,swiss (rapid),0-1,B63
909,"Lautier, Joel","Grischuk, Alexander",2658,2663,2001.03.22,rapid,1/2-1/2,D34
910,"Zhigalko, Sergei","Grischuk, Alexander",2638,2785,2017.10.29,team-swiss,1/2-1/2,B22
911,"Grischuk, Alexander","Caruana, Fabiano",2792,2791,2014.06.02,tourn (blitz),1-0,E61
912,"Polgar, Judit","Grischuk, Alexander",2677,2702,2002.06.02,k.o. (rapid),1/2-1/2,C67
913,"Grischuk, Alexander","Nakamura, Hikaru",2766,2754,2019.08.01,blitz,1-0,
914,"Grischuk, Alexander","Roiz, Michael",2709,2611,2006.09.07,blitz,1-0,D15
915,"Grischuk, Alexander","Karjakin, Sergey",2764,2775,2012.12.19,swiss (rapid),0-1,C90
916,"Duda, Jan Krzysztof","Grischuk, Alexander",2737,2766,2018.09.18,,1-0,D03
917,"Smirin, Ilia","Grischuk, Alexander",2649,2719,2008.10.22,team-swiss,0-1,B92
918,"Swiercz, Dariusz","Grischuk, Alexander",2654,2785,2013.08.15,k.o.,1/2-1/2,C45
919,"Grischuk, Alexander","Malakhov, Vladimir",,,2000.05.30,k.o. (blitz),1-0,B01
920,"Ding, Liren","Grischuk, Alexander",2755,2794,2015.04.21,team-tourn,1/2-1/2,A63
921,"Shulman, Yury","Grischuk, Alexander",2565,2720,2005.??.??,,1/2-1/2,E15
922,"Drozdovskij, Yuri","Grischuk, Alexander",,,2007.??.??,simul,1/2-1/2,E32
923,"Grischuk, Alexander","Ponomariov, Ruslan",2715,2705,2007.11.22,,1-0,B90
924,"Krasnov, Sergey","Grischuk, Alexander",2345,,1995.??.??,,1/2-1/2,C96
925,"Ding, Liren","Grischuk, Alexander",2811,2759,2019.09.24,,1-0,A20
926,"Grischuk, Alexander","Nakamura, Hikaru",2736,2708,2010.01.07,team-tourn,1/2-1/2,A84
927,"Kozul, Zdenko","Grischuk, Alexander",2601,2701,2003.06.05,swiss,1/2-1/2,E12
928,"Sadhwani, Raunak","Grischuk, Alexander",2545,2777,2020.09.25,,1/2-1/2,C47
929,"Leko, Peter","Grischuk, Alexander",2724,2760,2010.09.25,,1-0,E04
930,"Grischuk, Alexander","Nepomniachtchi, Ian",2765,2785,2020.05.12,,1/2-1/2,
931,"Ulko, Jaroslav","Grischuk, Alexander",2443,2785,2013.09.01,tourn (blitz),0-1,E95
932,"Grischuk, Alexander","Ivanchuk, Vassily",2737,2747,2016.12.29,swiss (blitz),1/2-1/2,B62
933,"Timman, Jan H","Grischuk, Alexander",2594,2712,2003.01.12,tourn,1/2-1/2,E15
934,"Grischuk, Alexander","Tkachiev, Vladislav",2728,2664,2008.08.30,tourn (blitz),1/2-1/2,D24
935,"Aronian, Levon","Grischuk, Alexander",2784,2752,2016.04.06,match (blitz),1/2-1/2,D00
936,"Grischuk, Alexander","Shirov, Alexei",2606,2746,2000.12.15,k.o.,1/2-1/2,C42
937,"Nakamura, Hikaru","Grischuk, Alexander",2802,2781,2015.06.15,,0-1,A02
938,"Grischuk, Alexander","Ionov, Sergey",2748,2538,2009.04.09,team-tourn,1/2-1/2,C87
939,"Liu, Qingnan","Grischuk, Alexander",2548,2772,2019.05.08,,1/2-1/2,
940,"Yoo, Christopher Woojin","Grischuk, Alexander",2466,2778,2021.08.10,,1/2-1/2,C51
941,"Grischuk, Alexander","Carlsen, Magnus",2728,2775,2008.08.30,tourn (blitz),1-0,E08
942,"Grischuk, Alexander","Dreev, Aleksey",2710,2704,2005.02.27,tourn,1-0,D52
943,"Grischuk, Alexander","Xiong, Jeffery",2777,2709,2020.09.18,blitz,1/2-1/2,B06
944,"Giri, Anish","Grischuk, Alexander",2764,2777,2020.06.26,,1/2-1/2,C50
945,"Nguyen, Ngoc Truong Son","Grischuk, Alexander",2625,2779,2013.06.09,swiss (blitz),1/2-1/2,A58
946,"Rublevsky, Sergei","Grischuk, Alexander",2680,2717,2007.05.07,k.o.,1/2-1/2,C45
947,"Grischuk, Alexander","Navara, David",2774,2734,2015.10.12,swiss (rapid),1-0,B12
948,"Bologan, Victor","Grischuk, Alexander",2654,2752,2016.06.18,,0-1,B12
949,"Carlsen, Magnus","Grischuk, Alexander",2863,2777,2020.06.20,,1/2-1/2,E21
950,"Eljanov, Pavel","Grischuk, Alexander",2716,2728,2008.08.30,tourn (blitz),0-1,E97
951,"Grischuk, Alexander","Rublevsky, Sergei",2779,2695,2013.06.09,swiss (blitz),1/2-1/2,D11
952,"Korobov, Anton","Grischuk, Alexander",2652,2772,2017.12.12,tourn (blitz),0-1,A90
953,"Grischuk, Alexander","Amin, Bassem",2719,2560,2008.11.08,tourn (blitz),0-1,C88
954,"Grischuk, Alexander","Cheparinov, Ivan",2759,2670,2019.10.14,swiss,1-0,B50
955,"Grischuk, Alexander","Belov, Vladimir",2719,2543,2004.04.17,tourn (blitz),0-1,B80
956,"Morozevich, Alexander","Grischuk, Alexander",2730,2719,2006.04.28,team,1/2-1/2,C88
957,"Grischuk, Alexander","Bujupi, Bajram",2715,2240,2007.10.04,team-swiss,1-0,E08
958,"Khenkin, Igor","Grischuk, Alexander",2656,2763,2012.09.09,team-swiss,1/2-1/2,D85
959,"Grischuk, Alexander","Radjabov, Teimour",2810,2734,2014.12.16,swiss,0-1,D57
960,"Grischuk, Alexander","Caruana, Fabiano",2750,2804,2019.06.03,blitz,1-0,
961,"Karjakin, Sergey","Grischuk, Alexander",2771,2792,2014.06.07,tourn,1-0,D85
962,"Gelfand, Boris","Grischuk, Alexander",2719,2719,2008.11.08,tourn,0-1,E97
963,"Grischuk, Alexander","Atabayev, Yusup",2771,2428,2015.09.13,k.o.,1/2-1/2,B30
964,"Svidler, Peter","Grischuk, Alexander",2746,2785,2013.09.15,,0-1,B30
965,"Dreev, Aleksey","Grischuk, Alexander",2698,2704,2004.11.17,tourn,1/2-1/2,D80
966,"Ivanchuk, Vassily","Grischuk, Alexander",2779,2733,2009.02.21,tourn,1/2-1/2,E20
967,"Grischuk, Alexander","Gasimov, Ilgar",2756,2740,2010.03.18,tourn (rapid),0-1,A62
968,"Morozevich, Alexander","Grischuk, Alexander",2770,2763,2012.07.10,tourn (blitz),0-1,E92
969,"Vachier Lagrave, Maxime","Grischuk, Alexander",2778,2777,2020.10.04,k.o. (blitz),0-1,E97
970,"Vallejo Pons, Francisco","Grischuk, Alexander",2420,2375,1996.??.??,,1-0,C50
971,"Grischuk, Alexander","Wang, Hao",2760,2724,2010.10.01,team-swiss,1-0,D37
972,"Grischuk, Alexander","Nepomniachtchi, Ian",2766,2757,2018.08.07,,0-1,D85
973,"Grischuk, Alexander","Khismatullin, Denis Rimovich",2779,2658,2013.06.06,swiss (rapid),1/2-1/2,A46
974,"Grischuk, Alexander","Gelfand, Boris",2726,2733,2007.09.23,tourn,1-0,E20
975,"Grischuk, Alexander","Inarkiev, Ernesto",2732,2582,2003.09.09,,1-0,B90
976,"Grischuk, Alexander","Kamsky, Gata",2728,2723,2008.08.29,tourn (blitz),1/2-1/2,A11
977,"Grischuk, Alexander","Giri, Anish",2778,2776,2021.07.07,,1/2-1/2,
978,"Alekseev, Evgeny","Grischuk, Alexander",2673,2763,2012.08.09,,1/2-1/2,
979,"Korobov, Anton","Grischuk, Alexander",2699,2764,2021.12.27,rapid,0-1,E46
980,"Kasimdzhanov, Rustam","Grischuk, Alexander",2672,2719,2008.12.25,tourn,1/2-1/2,D13
981,"Grischuk, Alexander","Tomashevsky, Evgeny",2777,2706,2020.05.13,,1/2-1/2,D02
982,"Grischuk, Alexander","Yu, Yangyi",2766,2736,2019.07.15,,1/2-1/2,
983,"Grischuk, Alexander","Wang, Hao",2777,2762,2020.03.19,,1/2-1/2,
984,"Maghsoodloo, Parham","Grischuk, Alexander",2676,2777,2020.09.25,,1/2-1/2,B90
985,"Grischuk, Alexander","Eliseev, Urii",2777,2549,2014.01.30,tourn (rapid),1-0,B67
986,"Svidler, Peter","Grischuk, Alexander",2739,2746,2011.09.17,k.o.,1/2-1/2,B90
987,"Vachier Lagrave, Maxime","Grischuk, Alexander",2791,2761,2017.09.12,,1/2-1/2,C55
988,"Georgiev, Kiril","Grischuk, Alexander",2649,2715,2007.11.06,team-tourn,1-0,E32
989,"Grischuk, Alexander","Timofeev, Artyom",2716,2664,2008.04.04,team,1-0,D30
990,"Grischuk, Alexander","Anand, Viswanathan",2733,2791,2009.03.06,tourn,1/2-1/2,B97
991,"Grischuk, Alexander","Zhidkov, Valery S",,2325,1995.??.??,,0-1,C99
992,"Svidler, Peter","Grischuk, Alexander",2723,2777,2020.05.13,,1-0,B31
993,"Carlsen, Magnus","Grischuk, Alexander",2832,2750,2017.11.21,,0-1,C01
994,"Grischuk, Alexander","Ivanchuk, Vassily",2702,2711,2002.06.05,k.o. (rapid),1-0,B04
995,"Kosyrev, Vladimir","Grischuk, Alexander",2520,2752,2016.05.26,swiss (rapid),1/2-1/2,D27
996,"Nepomniachtchi, Ian","Grischuk, Alexander",2757,2766,2018.08.07,,0-1,C47
997,"Grischuk, Alexander","Tregubov, Pavel V",2710,2629,2005.??.??,,1-0,A58
998,"Grischuk, Alexander","Mamedyarov, Shakhriyar",2766,2808,2018.06.23,tourn (rapid),1/2-1/2,B12
999,"Grischuk, Alexander","So, Wesley",2761,2812,2017.06.24,tourn (rapid),1/2-1/2,A30
1000,"Grischuk, Alexander","Tomashevsky, Evgeny",2750,2696,2017.05.13,swiss,1/2-1/2,C78
1001,"Grischuk, Alexander","Vaganian, Rafael A",2704,2640,2004.10.07,team-swiss,1-0,C18
1002,"Aronian, Levon","Grischuk, Alexander",2767,2766,2018.08.14,tourn (rapid),0-1,B80
1003,"Nepomniachtchi, Ian","Grischuk, Alexander",2703,2752,2016.06.19,,1-0,B11
1004,"Alekseev, Evgeny A","Grischuk, Alexander",2708,2728,2008.08.30,tourn (blitz),1/2-1/2,C18
1005,"Wang, Hao","Grischuk, Alexander",2710,2810,2014.12.13,tourn (blitz),0-1,E60
1006,"Lana Rodriguez, David","Grischuk, Alexander",2361,2776,2021.06.29,,0-1,B53
1007,"Grischuk, Alexander","Leko, Peter",2717,2740,2006.03.29,rapid,1-0,E32
1008,"Grischuk, Alexander","Andreikin, Dmitry",2747,2743,2016.06.05,,1-0,B12
1009,"Grischuk, Alexander","Bu, Xiangzhi",2765,2760,2020.05.15,,1-0,
1010,"Eljanov, Pavel","Grischuk, Alexander",2717,2774,2015.10.14,blitz,0-1,A40
1011,"Miton, Kamil","Grischuk, Alexander",2280,2340,1997.??.??,,1-0,D45
1012,"Grischuk, Alexander","Duda, Jan Krzysztof",2766,2737,2018.09.18,,0-1,B90
1013,"Grischuk, Alexander","So, Wesley",2777,2770,2021.02.07,rapid,1/2-1/2,C67
1014,"Kramnik, Vladimir","Grischuk, Alexander",2753,2776,2021.06.17,,1/2-1/2,B90
1015,"Navara, David","Grischuk, Alexander",2722,2746,2011.09.10,k.o.,1/2-1/2,D37
1016,"Brodsky, Michail","Grischuk, Alexander",2528,2719,2004.04.24,swiss,1/2-1/2,B60
1017,"Grischuk, Alexander","Bareev, Evgeny",2669,2719,2001.09.02,,1-0,C10
1018,"Grischuk, Alexander","Kramnik, Vladimir",2747,2785,2011.05.12,,1/2-1/2,B37
1019,"Nepomniachtchi, Ian","Grischuk, Alexander",2757,2766,2018.08.07,,1-0,C42
1020,"Gordievsky, Dmitry","Grischuk, Alexander",2451,2777,2014.01.31,tourn (rapid),1-0,E63
1021,"Svidler, Peter","Grischuk, Alexander",2695,2663,2001.03.22,rapid,1/2-1/2,C96
1022,"Nakamura, Hikaru","Grischuk, Alexander",2785,2742,2017.02.24,swiss,1/2-1/2,B90
1023,"Vitiugov, Nikita","Grischuk, Alexander",2718,2751,2016.11.12,swiss,1/2-1/2,D38
1024,"Fridman, Daniel","Grischuk, Alexander",2562,2719,2006.05.22,team-swiss,0-1,D76
1025,"Grischuk, Alexander","Iljushin, Alexei",2701,2556,2003.05.30,swiss,1-0,C11
1026,"Grischuk, Alexander","Moiseenko, Alexander",2724,2665,2005.04.29,team,0-1,A80
1027,"Grischuk, Alexander","Ivanchuk, Vassily",2764,2766,2012.12.17,tourn (blitz),1-0,C41
1028,"Grischuk, Alexander","Braunberger, Federico",2720,2126,2005.08.??,simul,1/2-1/2,C39
1029,"Grischuk, Alexander","Morozevich, Alexander",,,????.??.??,,1/2-1/2,
1030,"Bischoff, Klaus","Grischuk, Alexander",2560,2720,2005.08.14,swiss (rapid),1/2-1/2,A28
1031,"Grischuk, Alexander","Paravyan, David",2789,2428,2014.09.06,tourn (blitz),1-0,A57
1032,"Romashko, Andrei","Grischuk, Alexander Igorevich",2013,,2004.11.??,swiss,1-0,B47
1033,"Grachev, Boris","Grischuk, Alexander",2583,2710,2006.12.25,match (blitz),1-0,A57
1034,"Radjabov, Teimour","Grischuk, Alexander",2735,2711,2008.01.07,k.o. (rapid),1/2-1/2,C69
1035,"Caruana, Fabiano","Grischuk, Alexander",2799,2782,2017.11.11,match (blitz),0-1,C65
1036,"Bacrot, Etienne","Grischuk, Alexander",2721,2733,2009.07.25,,1/2-1/2,E92
1037,"Arencibia Rodriguez, Walter","Grischuk, Alexander",2533,2666,2001.10.18,,1/2-1/2,D28
1038,"Kasparov, Garry","Grischuk, Alexander",2851,2581,2000.??.??,,0-1,D55
1039,"Grischuk, Alexander","Timofeev, Artyom",2704,2611,2004.11.21,tourn,1/2-1/2,D76
1040,"Grischuk, Alexander","Minskiy, Andrey",,2315,1995.??.??,,1-0,B06
1041,"Artemiev, Vladislav","Grischuk, Alexander",2746,2759,2019.10.03,,1-0,B30
1042,"Grischuk, Alexander","Vallejo Pons, Francisco",2777,2704,2019.12.28,rapid,1-0,D30
1043,"Artemiev, Vladislav","Grischuk, Alexander",2697,2767,2018.03.05,tourn (blitz),1-0,C54
1044,"Movsesian, Sergei","Grischuk, Alexander",2670,2715,2007.10.09,team-swiss,1/2-1/2,C45
1045,"Grischuk, Alexander","Gelfand, Boris",2715,2736,2007.11.21,,1-0,C02
1046,"Grischuk, Alexander","Volokitin, Andrei",2720,2666,2005.11.04,team,1-0,B31
1047,"Bortnyk, Olexandr","Grischuk, Alexander",2579,2747,2016.06.05,,1-0,B10
1048,"Grischuk, Alexander","Kolev, Atanas",2606,2582,2000.11.06,team-swiss,1-0,C02
1049,"Malakhov, Vladimir","Grischuk, Alexander",2679,2717,2007.05.31,k.o.,0-1,D43
1050,"Grischuk, Alexander","Ivanchuk, Vassily",2733,2779,2009.03.02,tourn,1/2-1/2,C42
1051,"Motylev, Alexander","Grischuk, Alexander",2552,2549,2000.01.23,,0-1,C45
1052,"Grischuk, Alexander","Bocharov, Dmitry",2772,2583,2017.12.28,swiss (rapid),1-0,B30
1053,"Golubev, Mikhail","Grischuk, Alexander",2535,2712,2002.??.??,,0-1,B12
1054,"Grischuk, Alexander","Dominguez Perez, Leinier",2797,2751,2014.10.14,tourn,1-0,B81
1055,"Grischuk, Alexander","Carlsen, Magnus",2784,2881,2020.06.22,,1/2-1/2,
1056,"Grischuk, Alexander","Aronian, Levon",2766,2764,2018.06.24,blitz,1/2-1/2,C65
1057,"Naiditsch, Arkadij","Grischuk, Alexander",2697,2733,2009.07.26,,1/2-1/2,C07
1058,"Grachev, Boris","Grischuk, Alexander",2583,2710,2006.12.25,match (blitz),1-0,D85
1059,"Caruana, Fabiano","Grischuk, Alexander",2799,2782,2017.11.10,match (rapid),1-0,C65
1060,"Grischuk, Alexander","Gasimov, Ilgar",,,????.??.??,,1-0,
1061,"Grischuk, Alexander","Lorenz, Roger",2720,2259,2005.08.13,swiss (rapid),1-0,C11
1062,"Grischuk, Alexander","Caruana, Fabiano",2782,2799,2017.11.11,match (blitz),0-1,C16
1063,"Grischuk, Alexander","Miton, Kamil",2671,2521,2002.02.05,,1-0,B30
1064,"Grischuk, Alexander","Henderson de La Fuente, Lance",2776,2491,2021.06.29,,1-0,B40
1065,"Harikrishna, Pentala","Grischuk, Alexander",2705,2784,2020.12.27,,1/2-1/2,
1066,"Carlsen, Magnus","Grischuk, Alexander",2857,2754,2016.08.23,match (blitz),1/2-1/2,B50
1067,"Safarli, Eltaj","Grischuk, Alexander",2601,2777,2019.12.29,blitz,1/2-1/2,B01
1068,"Grischuk, Alexander","Eliseev, Alexey",2365,,1996.??.??,,1/2-1/2,B04
