,White,Black,WhiteELO,BlackELO,Date,Event,Result,Opening
921,"Karjakin, Sergey","Aronian, Levon",2775,2815,2012.12.15,swiss (rapid),1-0,C84
922,"Eynon, David","Aronian, Levon",,,1995.??.??,,0-1,B78
923,Gukesh D,"Aronian, Levon",2621,2782,2021.11.21,blitz,0-1,D27
924,"Aronian, Levon","Dubov, Daniil",2782,2714,2021.11.11,,1-0,B40
925,"Aronian, Levon","Duda, Jan Krzysztof",2782,2756,2021.10.01,,0-1,C19
926,"Dominguez Perez, Leinier","Aronian, Levon",2717,2750,2009.01.30,,1-0,C88
927,"Radjabov, Teimour","Aronian, Levon",2729,2744,2007.03.28,tourn (rapid),1-0,E15
928,"Aronian, Levon","Van Wely, Loek",2752,2647,2006.03.18,rapid,1-0,B20
929,"Aronian, Levon","Leko, Peter",2752,2740,2006.02.25,tourn,1/2-1/2,E15
930,"Aronian, Levon","Firouzja, Alireza",2781,2759,2021.05.25,,1-0,
931,"Aronian, Levon","Sebenik, Matej",1995,1995,1994.??.??,,1/2-1/2,D01
932,"Grischuk, Arina","Aronian, Levon",2752,2784,2016.04.06,match (blitz),1-0,A00
933,"Nakamura, Hikaru","Aronian, Levon",2777,2767,2018.12.01,,0-1,D24
934,"Aronian, Levon","Reuss, Andreas",,,2004.11.12,team,1-0,D10
935,"Bauer, Christian","Aronian, Levon",2430,2310,1996.??.??,,1-0,B70
936,"Aronian, Levon","Giri, Anish",2782,2777,2021.09.28,,1-0,D30
937,"Aronian, Levon","Leko, Peter",2803,2730,2013.12.15,rapid,0-1,B50
938,"Aronian, Levon","Giri, Anish",2795,2755,2016.10.02,tourn,1-0,A20
939,"Van Wely, Loek","Aronian, Levon",2714,2761,2008.03.15,rapid,0-1,D80
940,"Gelfand, Boris","Aronian, Levon",2741,2801,2010.11.16,,1/2-1/2,D11
941,"Aronian, Levon","Caruana, Fabiano",2812,2782,2014.01.12,tourn,1-0,A34
942,"Aronian, Levon","Nepomniachtchi, Ian",2789,2751,2017.08.23,k.o. (blitz),1/2-1/2,A45
943,"Caruana, Fabiano","Aronian, Levon",2822,2767,2018.07.24,,1-0,A07
944,"Aronian, Levon","Giri, Anish",2781,2780,2021.05.23,,1/2-1/2,
945,"Giri, Anish","Aronian, Levon",2686,2805,2011.01.26,tourn,1/2-1/2,D17
946,"Areshchenko, Alexander","Aronian, Levon",2661,2765,2015.09.14,,1/2-1/2,C25
947,"Zhidkov, Valery S","Aronian, Levon",2315,2330,1995.??.??,,1/2-1/2,D76
948,"Aronian, Levon","Dominguez Perez, Leinier",2765,2763,2019.08.14,blitz,1/2-1/2,A14
949,"Aronian, Levon","Grischuk, Alexander",2808,2747,2011.05.05,k.o.,1/2-1/2,D87
950,"Kramnik, Vladimir","Aronian, Levon",2812,2792,2016.06.10,tourn (rapid),1/2-1/2,C54
951,"Aronian, Levon","Nepomniachtchi, Ian",2752,2775,2019.07.04,,1/2-1/2,D91
952,"Nepomniachtchi, Ian","Aronian, Levon",2778,2778,2020.11.26,schev,1/2-1/2,
953,"Mamedyarov, Shakhriyar","Aronian, Levon",2761,2778,2021.04.26,,1/2-1/2,
954,"Aronian, Levon","Artemiev, Vladislav",2775,2731,2019.12.30,blitz,1/2-1/2,D15
955,"Aronian, Levon","Nakamura, Hikaru",2797,2767,2014.11.25,match (blitz),1-0,B30
956,"Carlsen, Magnus","Aronian, Levon",2847,2782,2021.07.11,,1/2-1/2,
957,"Gelfand, Boris","Aronian, Levon",2729,2761,2006.08.06,tourn,1-0,E15
958,"Aronian, Levon","Ding, Liren",2772,2801,2019.11.25,blitz,1-0,C59
959,"Diez Alvarez, Alejandro","Aronian, Levon",,,2003.03.14,swiss (blitz),0-1,E38
960,"Aronian, Levon","Giri, Anish",2785,2771,2016.12.13,,1/2-1/2,D78
961,"Langheinrich, Ferenc","Aronian, Levon",,,1994.??.??,,1-0,B76
962,"Mamedyarov, Shakhriyar","Aronian, Levon",2657,2645,2004.05.22,swiss,1/2-1/2,E46
963,"Erigaisi, Arjun","Aronian, Levon",2567,2781,2021.04.05,,1-0,A15
964,"Aronian, Levon","P Sethuraman, Sethuraman",2805,2646,2017.12.29,blitz,1/2-1/2,D02
965,"Radjabov, Teimour","Aronian, Levon",2784,2825,2012.06.07,blitz,1-0,D11
966,"Aronian, Levon","Nakamura, Hikaru",2778,2829,2020.12.29,,1/2-1/2,
967,"Abdusattorov, Nodirbek","Aronian, Levon",2634,2782,2021.07.10,,0-1,
968,"Aronian, Levon",Harika D,2782,2511,2021.11.20,blitz,1-0,B31
969,"Iwaniuk, Dorota","Aronian, Levon",,,2005.08.13,swiss (rapid),0-1,B90
970,"Caruana, Fabiano","Aronian, Levon",2791,2815,2014.06.18,rapid,0-1,C65
971,"Carlsen, Magnus","Aronian, Levon",2847,2781,2021.03.15,,1/2-1/2,D38
972,"Aronian, Levon","Anand, Viswanathan",2792,2770,2016.06.20,tourn (blitz),1-0,D17
973,"Aronian, Levon","Artemiev, Vladislav",2758,2746,2019.11.14,,1-0,B56
974,"Bilguun, Sumiya","Aronian, Levon",2497,2765,2018.12.29,swiss (blitz),0-1,C50
975,"Viswanathan, Abinav","Aronian, Levon",2764,2756,2019.11.07,,1-0,C54
976,"Aronian, Levon","Georgiev, Vladimir",,,1999.11.06,team,1-0,A04
977,"Aronian, Levon","Leko, Peter",2815,2732,2012.12.19,blitz,1/2-1/2,E12
978,"Bacrot, Etienne","Aronian, Levon",2714,2802,2011.11.09,team-swiss,1/2-1/2,D37
979,"Kramnik, Vladimir","Aronian, Levon",2787,2830,2014.03.18,tourn,1/2-1/2,E14
980,"Aronian, Levon","adhiban, b",2782,2660,2021.08.02,,1-0,A01
981,"Aronian, Levon","Vachier Lagrave, Maxime",2781,2784,2021.02.10,rapid,1-0,B90
982,"Aronian, Levon","Karjakin, Sergey",2793,2781,2017.06.05,tourn (blitz),1-0,A04
983,"Aronian, Levon","Kramnik, Vladimir",2750,2759,2009.03.21,,0-1,A13
984,"Aronian, Levon","Nepomniachtchi, Ian",2762,2773,2019.05.18,,1/2-1/2,
985,"Badea, Bela","Aronian, Levon",2490,2330,1995.??.??,tourn,1/2-1/2,C47
986,"Carlsen, Magnus","Aronian, Levon",2733,2739,2008.02.23,tourn,1-0,C88
987,"Aronian, Levon","Sadvakasov, Darmen",2724,2612,2005.12.01,,1-0,E15
988,"Shirov, Alexei","Aronian, Levon",2684,2792,2016.02.14,match (rapid),0-1,C67
989,"Carlsen, Magnus","Aronian, Levon",2845,2763,2019.04.27,tourn,1-0,D39
990,"Voitsekhovsky, Stanislav","Aronian, Levon",2540,2455,1998.04.27,,1-0,B37
991,"Inarkiev, Ernesto","Aronian, Levon",2674,2741,2007.11.30,k.o.,1/2-1/2,E05
992,"Aronian, Levon","Grischuk, Alexander",2773,2777,2020.09.24,,1-0,B12
993,"Arkadievich Zaitsev, Igor","Aronian, Levon",,,1962.11.24,,1/2-1/2,B32
994,"Aronian, Levon","Kunin, Vitaly",,,1997.??.??,,1-0,A22
995,"Jakovenko, Dmitry","Aronian, Levon",,,2017.07.07,,0-1,C50
996,"Nakamura, Hikaru","Aronian, Levon",2792,2799,2017.08.17,tourn (blitz),1/2-1/2,E32
997,"Aronian, Levon","Karjakin, Sergey",2808,2776,2011.03.24,tourn (rapid),1/2-1/2,E05
998,"Aronian, Levon","Dominguez Perez, Leinier",2785,2756,2022.04.26,k.o.,1/2-1/2,B22
999,"Aronian, Levon","Miroshnichenko, Yuri",2645,2599,2004.05.30,,1-0,E65
1000,"Aronian, Levon","Yu, Yang",2750,2739,2009.03.05,tourn,1/2-1/2,B13
1001,"Ding, Liren","Aronian, Levon",2774,2801,2017.11.20,swiss,1/2-1/2,D38
1002,"Wesley, George","Aronian, Levon",2778,2780,2015.08.26,,0-1,E20
1003,"Aronian, Levon","Giri, Anish",2784,2790,2016.04.18,tourn (blitz),1/2-1/2,D73
1004,"Kramnik, Vladimir","Aronian, Levon",2809,2785,2016.12.10,,1/2-1/2,A14
1005,"Bacrot, Etienne","Aronian, Levon",2621,2863,2016.12.30,blitz,*,
1006,"Aronian, Levon","Karjakin, Sergey",2765,2750,2019.08.10,rapid,1-0,D05
1007,"Giri, Anish","Aronian, Levon",2782,2767,2018.09.20,,1-0,C65
1008,"Khalilov, Emin","Aronian, Levon",,,1994.??.??,,0-1,A07
1009,"Aronian, Levon","Grischuk, Alexander",2778,2784,2020.06.09,,0-1,
1010,"Taimanova, Madina","Aronian, Levon",,,1948.??.??,game,0-1,B56
1011,"Aronian, Levon","Carlsen, Magnus",2809,2872,2013.03.15,tourn,1/2-1/2,E11
1012,"Aronian, Levon","Kamyshov, Semen",,,1947.??.??,,1/2-1/2,D45
1013,"Aronian, Levon","Rebitzer, Winfried",,,2003.04.18,swiss,1-0,B33
1014,"Nezhmetdinov, Rustam","Aronian, Levon",,,1957.??.??,,1/2-1/2,C66
1015,"Aronian, Levon","Karjakin, Sergey",2777,2760,2015.02.14,,1/2-1/2,D47
1016,"Naiditsch, Arkadij","Aronian, Levon",2697,2768,2009.08.01,,0-1,C60
1017,"Aronian, Levon","Keres, Paul",,,1952.11.??,game,1/2-1/2,C65
1018,"Aronian, Levon","Carlsen, Magnus",2778,2881,2021.04.30,,1/2-1/2,
1019,"Aronian, Levon","Simagin, Maxim",,,1952.11.??,game,1/2-1/2,B93
1020,"Carlsen, Magnus","Aronian, Levon",2881,2815,2014.06.02,tourn (blitz),1/2-1/2,D38
1021,"Khachiyan, Melikset","Aronian, Levon",2480,2390,1996.??.??,,1/2-1/2,E62
1022,"Aronian, Levon","Carlsen, Magnus",2773,2863,2020.09.26,,1-0,B53
1023,"Aronian, Levon","Sitnick, Maxim",,,1993.??.??,,1-0,C55
1024,"Aronian, Levon","Laznicka, Viktor",2815,2679,2014.06.20,blitz,1-0,D10
1025,"Caruana, Fabiano","Aronian, Levon",2822,2772,2019.11.10,blitz,1/2-1/2,C65
1026,"Aronian, Levon","Yu, Yang",2750,2739,2009.??.??,,1/2-1/2,D17
1027,"Aronian, Levon","Mamedyarov, Shakhriyar",2765,2759,2022.05.14,,1/2-1/2,C49
1028,"Aronian, Levon","Radjabov, Teimour",2778,2758,2021.04.24,,1/2-1/2,
1029,"Aronian, Levon","Topalov, Veselin",2808,2775,2011.03.23,tourn (rapid),1/2-1/2,A25
1030,"Aronian, Levon","Georgiev, Kiril",2684,2654,2005.01.29,swiss,1/2-1/2,E32
1031,"Aronian, Levon","Svidler, Peter",2675,2735,2004.12.18,,1/2-1/2,A41
1032,"Aronian, Levon","McShane, Luke J",2825,2706,2012.06.10,swiss,0-1,
1033,"Aronian, Levon","Zakharov, Alexander S",2330,2305,1995.??.??,,1-0,C18
1034,"Aronian, Levon","Adams, Michael",2785,2748,2016.12.09,swiss,1-0,C54
1035,"Aronian, Levon","Nalbandian, Tigran",2587,2448,2000.06.11,swiss,1/2-1/2,B04
1036,"Bacrot, Etienne","Aronian, Levon",2749,2801,2013.11.16,team-swiss,0-1,D37
1037,"Jones, Gawain C B","Aronian, Levon",2670,2773,2020.09.22,,0-1,C43
1038,"Nepomniachtchi, Ian","Aronian, Levon",2789,2781,2021.03.13,,0-1,C33
1039,"Karjakin, Sergey","Aronian, Levon",2756,2803,2013.12.17,swiss (rapid),1-0,C84
1040,"Aronian, Levon","Grischuk, Alexander",2752,2775,2019.06.04,,1-0,A22
1041,"Aronian, Levon","Akopian, Vladimir Eduardovic",2310,2620,1996.??.??,team-swiss,0-1,D01
1042,"Vachier Lagrave, Maxime","Aronian, Levon",2684,2754,2009.06.25,rapid,1/2-1/2,C60
1043,"Rainfray, Arnaud","Aronian, Levon",2392,2610,2003.??.??,swiss,1/2-1/2,B07
1044,"Anand, Viswanathan","Aronian, Levon",2773,2826,2014.02.04,rapid,0-1,A56
1045,"Hertneck, Gerald","Aronian, Levon",2502,2581,2002.11.02,swiss,1/2-1/2,D27
1046,"Paravyan, David","Aronian, Levon",2647,2781,2020.12.24,blitz,1/2-1/2,D85
1047,"Karjakin, Sergey","Aronian, Levon",2785,2780,2017.01.21,tourn,1-0,C24
1048,"Aronian, Levon","Kasimdzhanov, Rustam",2756,2673,2006.05.27,team-swiss,1/2-1/2,E05
1049,"Aronian, Levon","Kramnik, Vladimir",2795,2808,2016.10.01,tourn,1/2-1/2,A30
1050,"Aronian, Levon","Jakovenko, Dmitry",2737,2709,2008.08.07,tourn,1/2-1/2,D56
1051,"Caruana, Fabiano","Aronian, Levon",2822,2767,2018.07.24,,1-0,D02
1052,"Aronian, Levon","Nakamura, Hikaru",2764,2769,2018.06.07,tourn,1/2-1/2,D37
1053,"So, Wesley","Aronian, Levon",2779,2765,2015.08.26,,0-1,E20
1054,"Aronian, Levon","Mamedyarov, Shakhriyar",2782,2782,2021.09.01,rapid,1/2-1/2,
1055,"Aronian, Levon","Anand, Viswanathan",2744,2779,2007.02.22,,1-0,D23
1056,"Aronian, Levon","De La Paz Perdomo, Frank",,,2003.03.17,swiss (blitz),1-0,C45
1057,"Carlsen, Magnus","Aronian, Levon",2847,2782,2021.09.03,rapid,1/2-1/2,
1058,"Topalov, Veselin","Aronian, Levon",2801,2752,2006.03.05,,1-0,E20
1059,"Aronian, Levon","Nepomniachtchi, Ian",2789,2751,2017.08.23,k.o. (blitz),1/2-1/2,B08
1060,"Abdusattorov, Nodirbek","Aronian, Levon",2651,2772,2022.02.22,,0-1,A28
1061,"Giri, Anish","Aronian, Levon",2798,2792,2016.02.12,tourn (blitz),0-1,D12
1062,"Aronian, Levon","Svidler, Peter",2675,2735,2004.10.23,team-swiss,1/2-1/2,D73
1063,"Anastasian, Ashot","Aronian, Levon",2588,2562,2001.09.19,,0-1,E11
1064,"Artemiev, Victor","Aronian, Levon",2746,2758,2019.11.14,,1/2-1/2,E10
1065,"Nakamura, Hikaru","Aronian, Levon",2777,2767,2018.12.01,,1/2-1/2,C68
1066,"Aronian, Levon","Popov, Ivan",2802,2542,2018.12.28,blitz,1/2-1/2,B29
1067,"Nakamura, Hikaru","Aronian, Levon",2736,2773,2020.05.23,,1/2-1/2,C42
1068,"Anand, Viswanathan","Aronian, Levon",2797,2777,2015.02.16,,1-0,D97
1069,"Christiansen, Johan Sebastian","Aronian, Levon",2429,2785,2016.12.29,swiss (blitz),0-1,A13
1070,"Erigaisi, Arjun","Aronian, Levon",2567,2781,2021.06.29,rapid,1/2-1/2,D38
1071,"Inarkiev, Ernesto","Aronian, Levon",2709,2785,2016.12.29,swiss (blitz),1/2-1/2,C84
1072,"Aronian, Levon","Le, Quang Liem",2803,2703,2013.12.12,swiss (rapid),1-0,A16
1073,"Aronian, Levon","Wang, Yue",2750,2739,2009.03.25,tourn (rapid),1-0,D12
1074,"Aronian, Levon","Tikzhanov, Yerlan",2390,2265,1996.??.??,,0-1,C16
1075,"Aronian, Levon","Chao, Li",,,2016.10.05,swiss,1/2-1/2,
1076,"Aronian, Levon","Tiviakov, Sergei",2761,2668,2006.09.13,,1/2-1/2,E20
1077,"Aronian, Levon","Nakamura, Hikaru",2797,2767,2014.11.24,match,1/2-1/2,E05
1078,"Artemiev, Vladislav","Aronian, Levon",2704,2782,2021.08.08,,1-0,
1079,"Aronian, Levon","Quang Liem, Le",2758,2708,2019.09.22,,1/2-1/2,B31
1080,"Aronian, Levon","Short Justin Baptie, Nigel",2648,2702,2004.03.19,,0-1,A45
1081,"Gukesh, Dommaraju","Aronian, Levon",2578,2781,2021.06.26,rapid,0-1,
1082,"Aronian, Levon","Grischuk, Alexander",2784,2752,2016.04.06,match (blitz),1/2-1/2,D00
1083,"Aronian, Levon","Manukian, Lernik",,,1997.??.??,swiss,1-0,C11
1084,"Vachier Lagrave, Maxime","Aronian, Levon",2781,2765,2018.12.13,k.o.,1-0,B06
1085,"Taimanova, Madina","Aronian, Levon",,,1951.??.??,,1-0,B66
1086,"Aronian, Levon","Ivanchuk, Vassily",2816,2769,2012.09.01,,1-0,E15
1087,"Aronian, Levon","Bok, Benjamin",2785,2598,2016.12.29,swiss (blitz),1-0,A13
1088,"Aronian, Levon","Caruana, Fabiano",2816,2773,2012.09.29,tourn,1/2-1/2,A35
1089,"Beliavsky, Alexander G","Aronian, Levon",2650,2581,2003.03.30,team-tourn,0-1,E38
1090,"Aronian, Levon","Vachier Lagrave, Maxime",2805,2768,2014.08.04,team-swiss,1/2-1/2,E84
1091,"Aronian, Levon","Martirosyan, Haik M",2772,2621,2021.12.30,blitz,0-1,A45
1092,"Carlsen, Magnus","Aronian, Levon",2851,2780,2017.06.28,tourn (blitz),1-0,E49
1093,"Aronian, Levon","Larsen, Bo",,,1959.??.??,,1/2-1/2,B47
1094,"Radjabov, Teimour","Aronian, Levon",2758,2778,2020.12.27,,1/2-1/2,
1095,"Aronian, Levon","Koniushkov, Igor",2330,2265,1995.??.??,,1/2-1/2,A07
1096,"Almasi, Zoltan","Aronian, Levon",2691,2741,2007.11.03,team-tourn,1/2-1/2,C54
1097,"Aronian, Levon","Niemann, Hans Moke",2772,2642,2022.02.19,,0-1,C50
1098,"Aronian, Levon","Pelletier, Yannick",2783,2589,2010.08.07,rapid,1-0,E00
1099,"Aronian, Levon","Mastrovasilis, Dimitrios",,,1994.??.??,,0-1,B80
1100,"Aronian, Levon","Carlsen, Magnus",2782,2847,2021.09.03,rapid,1/2-1/2,
1101,"Mamedyarov, Shakhriyar","Aronian, Levon",2757,2803,2013.12.18,rapid,1-0,E32
1102,"Vallejo Pons, Francisco","Aronian, Levon",2695,2765,2018.12.28,swiss (rapid),1-0,A56
1103,"Aronian, Levon","Ivanchuk, Vassily",2737,2781,2008.09.05,tourn,1-0,D27
1104,"Aronian, Levon","Tomashevsky, Evgeny",2801,2702,2017.11.24,swiss,1/2-1/2,E18
1105,"Kramnik, Vladimir","Aronian, Levon",2808,2795,2016.09.25,tourn (blitz),1/2-1/2,D05
1106,"Aronian, Levon","Asrian, Armen",2562,2604,2001.09.23,tourn,1/2-1/2,B14
1107,"Carlsen, Magnus","Aronian, Levon",2843,2764,2018.05.27,tourn (blitz),0-1,C65
1108,"Aronian, Levon","Shirov, Alexei",2792,2684,2016.02.12,tourn (blitz),0-1,A11
1109,"Aronian, Levon","Hoolt, Sarah",2797,2400,2018.01.25,,1-0,A80
1110,"Nakamura, Hikaru","Aronian, Levon",2736,2782,2021.09.27,,1-0,E91
1111,"Giri, Anish","Aronian, Levon",2771,2793,2017.07.02,tourn (blitz),1/2-1/2,D02
1112,"Duda, Jan Krzysztof","Aronian, Levon",2756,2782,????.??.??,,1/2-1/2,
1113,"Aronian, Levon","Nakamura, Hikaru",,,2015.06.25,,0-1,A25
1114,"Carlsen, Magnus","Aronian, Levon",2881,2778,2021.04.29,,1/2-1/2,
1115,"Aronian, Levon","Volkov, Sergey",2455,2545,1998.05.02,,1/2-1/2,A07
1116,"Anand, Viswanathan","Aronian, Levon",2776,2794,2018.04.02,,1/2-1/2,C65
1117,"Heemsoth, Hermann","Aronian, Levon",,,1961.??.??,,1-0,A25
1118,"Radjabov, Teimour","Aronian, Levon",2725,2740,2007.??.??,,0-1,D38
1119,"Aronian, Levon","Carlsen, Magnus",2781,2847,2021.07.02,rapid,1-0,
1120,"Tulush, Amir","Aronian, Levon",,,1948.??.??,,1-0,A70
1121,"Aronian, Levon","Shankland, Sam",2782,2708,2021.11.21,blitz,0-1,B67
1122,"Aronian, Levon","Nepomniachtchi, Ian",2740,2785,2020.11.11,,1/2-1/2,
1123,"Aronian, Levon","Leko, Peter",2754,2751,2009.04.29,tourn,1-0,E54
1124,"Tual, Marc","Aronian, Levon",,,1954.??.??,swiss,0-1,B11
1125,"Aronian, Levon","Duda, Jan",2765,2750,2022.05.22,blitz,1/2-1/2,C50
1126,"Aronian, Levon","Caruana, Fabiano",2781,2820,2021.06.21,blitz,1/2-1/2,D02
1127,"Aronian, Levon","Nepomniachtchi, Ian",2803,2721,2013.12.16,rapid,1-0,A48
1128,"Aronian, Levon","Movsesian, Sergei",,,2002.10.19,team,1-0,A16
1129,"Aronian, Levon",Kantarovich,,,1960.??.??,,1-0,B27
1130,"Giri, Anish","Aronian, Levon",2779,2765,2019.08.18,,1/2-1/2,C50
1131,"Aronian, Levon","Matnadze, Ana",2571,2365,2002.06.12,match (rapid),1-0,E14
1132,"Navara, David","Aronian, Levon",2602,2645,2004.05.25,swiss,1/2-1/2,E05
1133,"Leko, Peter","Aronian, Levon",2717,2805,2011.07.24,,1/2-1/2,D38
1134,"Aronian, Levon","Robson, Ray",2785,2681,????.??.??,,0-1,
1135,"Shevchenko, Kirill","Aronian, Levon",2644,2765,2022.05.20,blitz,1/2-1/2,
1136,"Anand, Viswanathan","Aronian, Levon",2770,2792,2016.06.17,tourn (rapid),1/2-1/2,C67
1137,"Izmukhambetov, Salauat","Aronian, Levon",2530,2390,1996.??.??,,1/2-1/2,C54
1138,"Ivanchuk, Vassily","Aronian, Levon",2704,2797,2014.12.13,tourn (blitz),1-0,C77
1139,"Aronian, Levon","Vajda, Albert",2330,2325,1995.??.??,tourn,1/2-1/2,C68
1140,"Aronian, Levon","Hou, Yifan",2799,2652,2017.09.08,k.o.,1-0,E10
1141,"Aronian, Levon","Vallejo Pons, Francisco",2815,2698,2014.06.19,blitz,1-0,D39
1142,"Aronian, Levon","Lobzhanidze, Nikoloz",,,1996.??.??,team,1-0,A06
1143,"Aronian, Levon","Morozevich, Alexander",2815,2748,2012.12.18,blitz,1-0,B06
1144,"Aronian, Levon","Nakamura, Hikaru",2797,2767,2014.11.25,match (blitz),1/2-1/2,A08
1145,"Aronian, Levon","Radjabov, Teimour",2813,2745,2013.05.07,tourn (blitz),0-1,B70
1146,"Aronian, Levon","Gasimov, Ilgar",2805,2761,2012.01.20,,1-0,A61
1147,"Aronian, Levon","Topalov, Veselin",2744,2783,2007.02.24,tourn,1/2-1/2,D23
1148,"Aronian, Levon","Vachier Lagrave, Maxime",2792,2819,2016.08.11,,0-1,A37
1149,"Nakamura, Hikaru","Aronian, Levon",2741,2801,2010.11.16,,1-0,D00
1150,"Aronian, Levon","Jumabayev, Rinat",2780,2605,2018.09.25,team-swiss,1-0,B42
1151,"Aronian, Levon","Raudive, Aivars",,,1996.??.??,,1-0,C11
1152,"Vallejo Pons, Francisco","Aronian, Levon",2716,2807,2011.10.06,tourn,1/2-1/2,D20
1153,"Popescu, Cristian","Aronian, Levon",2285,2330,1995.??.??,tourn,1-0,C10
1154,"Aronian, Levon","Dubov, Daniil",2782,2714,2021.11.11,,1-0,B10
1155,"Bonch Osmolovskiy, Ilya","Aronian, Levon",,,1949.??.??,,0-1,C11
1156,"Sandipan, Chanda","Aronian, Levon",2594,2815,2014.06.19,blitz,0-1,A48
1157,"Aronian, Levon","Boleslavsky, Isaac",,,1947.02.??,,1/2-1/2,C84
1158,"Wojtaszek, Radoslaw","Aronian, Levon",2696,2765,2022.05.23,blitz,1/2-1/2,D27
1159,"Erenburg, Sergey","Aronian, Levon",2551,2684,2005.01.26,,0-1,C67
1160,"Yuffa, Daniil","Aronian, Levon",2566,2775,2019.12.29,blitz,1/2-1/2,E46
1161,"Tomashevsky, Evgeny","Aronian, Levon",2738,2825,2012.06.09,swiss,1/2-1/2,
1162,"Kobylkin, Evgeni","Aronian, Levon",,,1996.??.??,,0-1,D90
1163,"Aronian, Levon","Grischuk, Alexander",2767,2766,2018.08.14,tourn (rapid),0-1,B80
1164,"Morozevich, Alexander","Aronian, Levon",2724,2797,2014.11.05,tourn,1/2-1/2,E36
1165,"Aronian, Levon","Renner, Christoph",,,2004.02.29,,1-0,C15
1166,"Kramnik, Vladimir","Aronian, Levon",2801,2792,2016.02.13,,1/2-1/2,A06
1167,"Smirnov, Pavel","Aronian, Levon",2601,2645,2004.06.24,blitz,1-0,C67
1168,"Aronian, Levon","Zhigalko, Sergei",2785,2671,2016.12.30,swiss (blitz),1-0,A20
1169,"Aronian, Levon","Carlsen, Magnus",2782,2847,2021.07.11,,0-1,
1170,"Aronian, Levon","Jenni, Florian",2528,2471,2001.05.20,,1-0,A07
1171,"Anand, Viswanathan","Aronian, Levon",2785,2804,2014.09.16,tourn,1/2-1/2,C77
1172,"Gelfand, Boris","Aronian, Levon",2737,2739,2008.03.17,,1-0,C03
1173,"Topalov, Veselin","Aronian, Levon",2772,2805,2014.09.03,tourn,1/2-1/2,D37
1174,"Aronian, Levon","Caruana, Fabiano",2767,2822,2018.08.15,tourn (rapid),0-1,C42
1175,"Dominguez Perez, Leinier","Aronian, Levon",2756,2785,????.??.??,,1/2-1/2,
1176,"Dubov, Daniil","Aronian, Levon",2714,2782,2021.11.11,,1-0,C20
1177,"Robson, Ray","Aronian, Levon",2681,2785,????.??.??,,1-0,
1178,"Aronian, Levon","Pelletier, Yannick",2675,2589,2004.10.26,team-swiss,1/2-1/2,E46
1179,"Caruana, Fabiano","Aronian, Levon",2820,2781,2021.06.22,blitz,1/2-1/2,
1180,"Kramnik, Vladimir","Aronian, Levon",2790,2782,2010.03.20,tourn (rapid),1-0,D40
1181,"Aronian, Levon","Wang, Hao",2805,2731,2011.01.21,tourn,1/2-1/2,D19
1182,"Kravtsiv, Martyn","Aronian, Levon",2638,2740,2021.12.29,blitz,1/2-1/2,
1183,"Kramnik, Vladimir","Aronian, Levon",,,2012.04.24,rapid,0-1,C77
1184,"Aronian, Levon","Gelfand, Boris",2737,2720,2008.08.12,tourn,1-0,E15
1185,"Vachier Lagrave, Maxime","Aronian, Levon",2921,2827,2019.06.03,blitz,1-0,
1186,"Aronian, Levon","Carlsen, Magnus",2812,2872,2014.01.29,tourn (blitz),1/2-1/2,A46
1187,"Aronian, Levon","Sargissian, Gabriel",2765,2689,2018.12.27,swiss (rapid),1/2-1/2,C67
1188,"Aronian, Levon","Gelfand, Boris",2782,2750,2010.03.21,,1/2-1/2,A13
1189,"Aronian, Levon","Vachier Lagrave, Maxime",2739,2822,2020.12.02,,0-1,
1190,"Naiditsch, Arkadij","Aronian, Levon",2712,2802,2011.11.11,team-swiss,1/2-1/2,C67
1191,"Carlsen, Magnus","Aronian, Levon",2881,2778,2021.04.29,,1-0,
1192,"Aronian, Levon","Aleksandrov, Aleksej",2649,2664,2003.12.21,match (rapid),1/2-1/2,C67
1193,"Giri, Anish","Aronian, Levon",2782,2764,2018.06.16,tourn (rapid),0-1,C88
1194,"Nepomniachtchi, Ian","Aronian, Levon",2792,2781,2021.06.19,blitz,1-0,
1195,"Navara, David","Aronian, Levon",2491,2562,2001.08.27,,0-1,B91
1196,"Stefansson, Hannes","Aronian, Levon",2572,2648,2004.02.19,,1/2-1/2,E32
1197,"Aronian, Levon","Carlsen, Magnus",2645,2552,2004.06.20,k.o.,1/2-1/2,B14
1198,"Minasian, Ara","Aronian, Levon",2466,2551,2000.09.07,tourn,1-0,A29
1199,"Aronian, Levon","Artemiev, Vladislav",2758,2746,2019.11.14,,1/2-1/2,B10
1200,"Wallrabenstein, Udo","Aronian, Levon",,,2002.03.28,swiss,0-1,A37
1201,"Kalashian, L.","Aronian, Levon",,,1957.??.??,,0-1,B02
1202,"Vachier Lagrave, Maxime","Aronian, Levon",2822,2739,2020.12.02,,1/2-1/2,
1203,"Vachier Lagrave, Maxime","Aronian, Levon",2822,2739,2020.12.02,,0-1,
1204,"Eljanov, Pavel","Aronian, Levon",2716,2768,2009.08.16,tourn,1-0,D46
1205,"Aronian, Levon","Kharin, Alexander",,,1996.12.13,,1-0,A36
1206,"Aronian, Levon","Vachier Lagrave, Maxime",2781,2760,2021.06.09,,1/2-1/2,
1207,"Aronian, Levon","Smyslov, Vladislav",,,1950.11.??,,0-1,A19
1208,"Giri, Anish","Aronian, Levon",2780,2781,2021.06.08,,1/2-1/2,
1209,"Mamedyarov, Shakhriyar","Aronian, Levon",2757,2803,2013.12.15,rapid,1-0,E32
