,White,Black,WhiteELO,BlackELO,Date,Event,Result,Opening
277,"Anand, Viswanathan","Topalov, Veselin",2784,2700,1999.01.31,,1-0,B90
278,"Carlsen, Magnus","Topalov, Veselin",2832,2749,2017.06.24,tourn (rapid),1-0,D02
279,"Salimova, Nurgyul","Topalov, Veselin",2397,2735,2021.02.06,,1/2-1/2,A50
280,"Carlsen, Magnus","Topalov, Veselin",2877,2772,2014.08.30,tourn,1/2-1/2,E21
281,"Topalov, Veselin","Quinn, Mark",2768,2398,2011.10.03,simul,1-0,B48
282,"Moutousis, Konstantinos","Topalov, Veselin",,,1993.??.??,,0-1,B23
283,"Olafsson, Helgi","Topalov, Veselin",2475,2743,2003.03.04,rapid,1-0,B22
284,"Kasparov, Garry","Topalov, Veselin",2805,2630,1995.05.17,tourn,1-0,B76
285,"Grischuk, Alexander","Topalov, Veselin",2761,2749,2017.06.25,tourn (rapid),1-0,B90
286,"Topalov, Veselin","Ivanchuk, Vassily",2791,2786,2008.12.19,tourn,1-0,B45
287,"Piket, Jeroen","Topalov, Veselin",,,1997.??.??,,1/2-1/2,A59
288,"Topalov, Veselin","Kramnik, Vladimir",2700,2751,1999.03.02,tourn,1/2-1/2,C42
289,"Rapport, Richard","Topalov, Veselin",2759,2735,2020.12.08,,1-0,A04
290,"Shakirov, A.","Topalov, Veselin",2690,2725,1997.06.01,game,1/2-1/2,C88
291,"Polgar, Judit","Topalov, Veselin",2700,2740,2003.??.??,,1/2-1/2,B33
292,"Topalov, Veselin","Kasparov, Garry",2630,2805,1995.05.30,,0-1,B80
293,"Topalov, Veselin","Psakhis, Lev",2690,2581,1999.08.06,,1-0,A30
294,"Zvjaginsev, Vadim","Topalov, Veselin",2585,2630,1994.??.??,tourn,1-0,A57
295,"Topalov, Veselin","Ionescu, Constantin",2640,2440,1994.??.??,,0-1,A46
296,"Yu, Yang","Topalov, Veselin",2736,2813,2009.10.08,,1/2-1/2,E92
297,"Kamsky, Gata","Topalov, Veselin",2695,2640,1994.??.??,,1/2-1/2,A34
298,"Iruzubieta Villaluenga, Jesus M","Topalov, Veselin",2310,2455,1991.??.??,tourn,0-1,C16
299,"Polgar, Judit","Topalov, Veselin",2677,2700,1999.07.02,,0-1,B90
300,"Topalov, Veselin","Jussupow, Artur",2700,2640,1998.10.10,,1/2-1/2,D37
301,"Ju, Wenjun","Topalov, Veselin",2547,2800,2015.02.03,swiss,0-1,D43
302,"Topalov, Veselin","Panbukchian, Valentin",2395,2215,1989.??.??,tourn,1-0,E11
303,"Topalov, Veselin","Espinola Martin, Maria Jose",2745,,1997.??.??,,1/2-1/2,B85
304,"Naiditsch, Arkadij","Topalov, Veselin",2712,2768,2011.11.07,,0-1,A22
305,"Bacrot, Etienne","Topalov, Veselin",2716,2803,2010.10.21,tourn,1/2-1/2,E13
306,"Topalov, Veselin","Mitkov, Nikola",2455,2370,1991.??.??,,1/2-1/2,C89
307,"Topalov, Veselin","Bu, Xiangzhi",2767,2708,2008.05.12,tourn,1-0,D19
308,"Topalov, Veselin","Dolmatov, Sergey",2670,2615,1995.??.??,,1/2-1/2,E76
309,"Leko, Peter","Topalov, Veselin",2555,2630,1995.??.??,,1-0,B93
310,"Sasikiran, Krishnan","Topalov, Veselin",2690,2772,2007.05.13,tourn,0-1,E92
311,"Leko, Peter","Topalov, Veselin",2740,2801,2006.01.29,tourn,1/2-1/2,B91
312,"Topalov, Veselin","Radjabov, R.",2752,2788,2012.07.09,blitz,1/2-1/2,B31
313,"Topalov, Veselin","Bonnaire, M.",2725,,1997.??.??,,1-0,D06
314,"Topalov, Veselin","Svidler, Peter",2816,2727,2015.09.21,,1/2-1/2,C84
315,"Topalov, Veselin","Leko, Peter",2783,2749,2007.02.19,tourn,1/2-1/2,E15
316,"Gelfand, Boris","Topalov, Veselin",2700,2700,1996.01.20,,1/2-1/2,E98
317,"Topalov, Veselin","Chemli, Farid",2460,,1992.??.??,swiss,1-0,A01
318,"Anand, Viswanathan","Topalov, Veselin",2786,2772,2007.07.08,k.o. (rapid),1-0,B84
319,"Topalov, Veselin","Anand, Viswanathan",2725,2765,1997.??.??,tourn (rapid),1/2-1/2,D20
320,"Topalov, Veselin","Gelfand, Boris",2735,2703,2003.10.26,match (blitz),1/2-1/2,D43
321,"Spangenberg, Hugo","Topalov, Veselin",2305,2460,1992.??.??,,1/2-1/2,A41
322,"Topalov, Veselin","Carlsen, Magnus",2772,2877,2014.09.06,tourn,1/2-1/2,C67
323,"Comas Fabrego, Lluis","Topalov, Veselin",2490,2645,1994.??.??,tourn,0-1,A59
324,"Karpov, Anatoly","Topalov, Veselin",2745,2745,1997.07.10,tourn,1/2-1/2,D78
325,"Topalov, Veselin","Adams, Michael",2635,2630,1993.??.??,,1-0,A29
326,"Topalov, Veselin","Kasparov, Garry",2740,2825,1998.03.07,,1/2-1/2,D85
327,"Topalov, Veselin","Ivanchuk, Vassily",2796,2779,2009.03.21,tourn (rapid),1/2-1/2,E04
328,"Topalov, Veselin","Polgar, Zsuzsa",2635,2560,1993.??.??,,1-0,C19
329,"Topalov, Veselin","Kasparov, Garry",2702,2851,2000.05.20,tourn,1/2-1/2,E07
330,"Topalov, Veselin","Aronian, Levon",2798,2780,2015.06.15,,0-1,C53
331,"Topalov, Veselin","Huebner, Robert",2700,2635,1996.01.21,,1-0,B48
332,"Karpov, Anatoly","Topalov, Veselin",,,1998.??.??,,1-0,A34
333,"Topalov, Veselin","Salimova, Nurgyul",2730,2364,2021.10.31,,1-0,C55
334,"Morozevich, Alexander","Topalov, Veselin",2771,2796,2009.03.17,tourn (rapid),1-0,E36
335,"Topalov, Veselin","Karpov, Anatoly",2700,2710,1999.04.07,tourn,1/2-1/2,D37
336,"Topalov, Veselin","Populoh, Sascha",2725,,1997.??.??,,1-0,E90
337,"Aronian, Levon","Topalov, Veselin",2744,2783,2007.01.23,tourn,1/2-1/2,A29
338,"Shirov, Alexei","Topalov, Veselin",2706,2733,2001.12.05,k.o.,1/2-1/2,B77
339,"Topalov, Veselin","Kramnik, Vladimir",2700,2750,1999.??.??,,1/2-1/2,C42
340,"Topalov, Veselin","Short, Nigel D",2745,2660,1997.07.09,tourn,1/2-1/2,B43
341,"Ljubojevic, Ljubomir","Topalov, Veselin",2559,2702,2000.03.28,tourn (rapid),1-0,D46
342,"Topalov, Veselin","Desbonnes, Samy",,,1990.??.??,,1-0,B72
343,"Vachier Lagrave, Maxime","Topalov, Veselin",2731,2816,2015.08.28,tourn,1-0,C67
344,"Topalov, Veselin","Wesley, George",2741,2822,2017.06.25,,0-1,A10
345,"Topalov, Veselin","Vallejo Pons, Francisco",2752,2697,2012.06.09,match (rapid),1-0,C14
346,"Topalov, Veselin","Bareev, Evgeny",2739,2707,2002.02.26,tourn,1/2-1/2,C10
347,"Topalov, Veselin","Anand, Viswanathan",2804,2803,2006.06.11,tourn,1/2-1/2,A30
348,"Sokolov, Ivan","Topalov, Veselin",2625,2520,1992.??.??,,1-0,A21
349,"Topalov, Veselin","Campora, Daniel H",2707,2526,2000.08.06,,1-0,D37
350,"Topalov, Veselin","Svidler, Peter",2740,2690,1998.02.25,,1/2-1/2,D85
351,"Topalov, Veselin","Morovic Fernandez, Ivan",2460,2565,1992.??.??,,1/2-1/2,C42
352,"Gelfand, Boris","Topalov, Veselin",2685,2640,1994.??.??,,1-0,A89
353,"Kramnik, Vladimir","Topalov, Veselin",2751,2700,1999.02.21,,1/2-1/2,D41
354,"Mamedyarov, Shakhriyar","Topalov, Veselin",2757,2785,2014.03.13,tourn,1/2-1/2,D70
355,"Topalov, Veselin","Kozul, Zdenko",2737,2627,2004.06.27,,1-0,B67
356,"Topalov, Veselin","Anand, Viswanathan",2735,2766,2003.11.03,k.o. (rapid),1/2-1/2,E37
357,"Ljubojevic, Ljubomir","Topalov, Veselin",2548,2739,2002.03.24,rapid,0-1,A33
358,"Svidler, Peter","Topalov, Veselin",2749,2752,2012.07.09,tourn (blitz),1/2-1/2,B50
359,"Kramnik, Vladimir","Topalov, Veselin",2743,2813,2006.09.26,match,1/2-1/2,E02
360,"Kasimdzhanov, Rustam","Topalov, Veselin",2677,2772,2007.07.07,,0-1,E81
361,"Topalov, Veselin","Schmalfuss, Konrad",2725,,1997.??.??,,1-0,C02
362,"Topalov, Veselin","Romero Holmes, Alfonso",2460,2490,1992.??.??,,0-1,A65
363,"Topalov, Veselin","Carlsen, Magnus",2803,2826,2010.10.29,tourn,0-1,E00
364,"Topalov, Veselin","Anand, Viswanathan",2775,2817,2011.03.12,tourn (rapid),1/2-1/2,D57
365,"Topalov, Veselin","Gelfand, Boris",2725,2700,1997.06.20,,0-1,A29
366,"So, Wesley","Topalov, Veselin",2771,2761,2016.08.10,tourn,1-0,A29
367,"Agdestein, Simen","Topalov, Veselin",2628,2772,2014.06.12,,0-1,A29
368,"Topalov, Veselin","Vachier Lagrave, Maxime",2772,2768,2014.08.31,tourn,1-0,B90
369,"Dreev, Alexey","Topalov, Veselin",2670,2700,1996.??.??,,1-0,D66
370,"Topalov, Veselin","Karpov, Anatoly",2630,2780,1995.??.??,,0-1,D42
371,"Topalov, Veselin","Vachier Lagrave, Maxime",2740,2775,2019.07.15,,0-1,
372,"Lutz, Christopher","Topalov, Veselin",2580,2645,1994.??.??,,1-0,B70
373,"Topalov, Veselin Aleksandrov","Dutreeuw, Marc",2707,2402,2000.10.28,team-swiss,1-0,C42
374,"Eljanov, Pavel","Topalov, Veselin",2765,2754,2016.04.23,tourn,1/2-1/2,D59
375,"Topalov, Veselin","Leopoldo Leskovar, Mario",,,1992.??.??,,1-0,B07
376,"Morozevich, Alexander","Topalov, Veselin",2770,2752,2012.07.09,blitz,1/2-1/2,E70
377,"Topalov, Veselin","Nakamura, Hikaru",2749,2780,2017.11.12,match (blitz),0-1,E97
378,"Piket, Jeroen","Topalov, Veselin",2630,2745,1997.12.12,,1-0,D39
379,"Oparin, Grigoriy","Topalov, Veselin",2654,2735,2021.06.30,,1/2-1/2,
380,"Adams, Michael","Topalov, Veselin",2719,2788,2005.07.08,tourn,1-0,C43
381,"Dardha, Daniel","Topalov, Veselin",2525,2730,2021.11.04,,1/2-1/2,B23
382,"Topalov, Veselin","Gelfand, Boris",2752,2738,2012.07.10,blitz,1-0,B90
383,"Karpov, Anatoly","Topalov, Veselin",2644,2813,2009.08.23,,1/2-1/2,A30
384,"Movsesian, Sergei","Topalov, Veselin",2732,2791,2008.12.14,tourn,1/2-1/2,B52
385,"Nakamura, Hikaru","Topalov, Veselin",2780,2749,2017.11.12,match (blitz),1-0,A11
386,"Topalov, Veselin","Karpov, Anatoly",2769,2670,2007.11.09,,1/2-1/2,E13
387,"Danailov, Silvio","Topalov, Veselin",,,1992.??.??,,0-1,C78
388,"Topalov, Veselin","Laznicka, Viktor",2769,2677,2013.09.21,match,1/2-1/2,D24
389,"Topalov, Veselin","Bareev, Evgeny",2745,2726,2002.07.16,match,1-0,B12
390,"Topalov, Veselin","Nakamura, Hikaru",2784,2782,2014.09.18,tourn,1-0,E97
391,"Cheparinov, Ivan","Topalov, Veselin",,,2017.01.28,,1/2-1/2,D70
392,"Topalov, Veselin","Ponomariov, Ruslan",,,1999.??.??,,1/2-1/2,A15
393,"Shirov, Alexei","Topalov, Veselin",2736,2735,2004.02.21,tourn,1/2-1/2,E11
394,"Dominguez Perez, Leinier","Topalov, Veselin",2739,2740,2019.02.23,match (blitz),1/2-1/2,D04
395,"Topalov, Veselin","Nielsen, Peter Heine",2801,2644,2006.03.20,tourn (rapid),1-0,A34
396,"Short, Nigel D","Topalov, Veselin",2655,2630,1995.03.02,,0-1,B78
397,"Reinderman, Dimitri","Topalov, Veselin",,,1988.07.??,,1-0,B23
398,"Topalov, Veselin","Anand, Viswanathan",2743,2753,2003.03.27,rapid,1/2-1/2,C65
399,"Topalov, Veselin","Tsorbatzoglou, Theodoros",2475,2250,1990.10.??,,1-0,A00
400,"Ding, Liren","Topalov, Veselin",2786,2736,2019.05.11,blitz,1-0,
401,"Caruana, Fabiano","Topalov, Veselin",2804,2761,2016.06.11,tourn (blitz),1-0,D73
402,"Topalov, Veselin","Vallejo Pons, Francisco",2772,2698,2014.08.04,team-swiss,1-0,A85
403,"Topalov, Veselin","Tsorbatzoglou, Theodoros",,,1988.07.??,,1-0,A43
404,"Van Wely, Loek","Topalov, Veselin",2647,2801,2006.01.17,,0-1,D15
405,"Radjabov, Teimour","Topalov, Veselin",2710,2741,2017.04.28,tourn,1/2-1/2,B87
406,"Topalov, Veselin","Korfmacher, Lubinko",2725,,1997.??.??,,1-0,E11
407,"Stefansson, Hannes","Topalov, Veselin",2470,2460,1989.12.28,,1/2-1/2,C16
408,"Svidler, Peter","Topalov, Veselin",2765,2801,2006.02.18,tourn,1-0,C67
409,"Leko, Peter","Topalov, Veselin",2736,2743,2003.03.20,rapid,1/2-1/2,B33
410,"Topalov, Veselin","Miladinovic, Igor",,,1990.??.??,,1-0,B46
411,"Kozul, Zdenko","Topalov, Veselin",2609,2769,2007.10.31,,0-1,E08
412,"Topalov, Veselin","Bareev, Evgeny",2739,2707,2002.03.28,rapid,1-0,C11
413,"Topalov, Veselin","Kolev, Atanas",2460,2445,1992.??.??,,1/2-1/2,E15
414,"Leko, Peter","Topalov, Veselin",2762,2813,2009.10.06,tourn,0-1,D72
415,"Topalov, Veselin","Kramnik, Vladimir",2735,2777,2004.03.05,tourn,1/2-1/2,B30
416,"Tosic, Miroslav","Topalov, Veselin",,,1991.??.??,,0-1,B84
417,"Kasimdzhanov, Rustam","Topalov, Veselin",2670,2788,2005.10.13,,1/2-1/2,C67
418,"Wang, Hao","Topalov, Veselin",2763,2735,2020.12.04,,1-0,E32
419,"Miladinovic, Igor","Topalov, Veselin",2555,2700,1998.10.12,,0-1,E94
420,"Hammer, Jon Ludvig","Topalov, Veselin",2608,2793,2013.05.07,tourn (blitz),1/2-1/2,A55
421,"Anand, Viswanathan","Topalov, Veselin",,,2005.10.08,,1/2-1/2,C65
422,"Topalov, Veselin","Manolov, Ivan",,,1992.??.??,,1-0,A56
423,"Topalov, Veselin","Ciemniak, Robert",,,1991.??.??,,1-0,B32
424,"Nikolic, Predrag","Topalov, Veselin",2633,2700,1999.03.22,tourn (rapid),1/2-1/2,A64
425,"Topalov, Veselin","Karjakin, Sergey",2739,2460,2002.04.03,k.o. (rapid),1-0,B51
426,"Topalov, Veselin","Le, Quang Liem",2752,2693,2012.07.09,tourn (blitz),0-1,D78
427,"Topalov, Veselin","Gelfand, Boris",2740,2675,1998.02.01,,1/2-1/2,B97
428,"Delchev, Aleksander","Topalov, Veselin",2360,2455,1991.??.??,,1/2-1/2,E60
429,"Fressinet, Laurent","Topalov, Veselin",2687,2761,2016.06.12,tourn (blitz),1/2-1/2,D02
430,"Nakamura, Hikaru","Topalov, Veselin",2790,2780,2016.03.19,tourn,1-0,D12
431,"Topalov, Veselin","Skripchenko, Almira",2707,2227,2021.02.03,,1-0,
432,"Topalov, Veselin","Mamedyarov, Shakhriyar",2749,2814,2018.04.22,tourn,1-0,C83
433,"Graf, Alexander","Topalov, Veselin",2646,2735,2003.11.28,tourn (rapid),1/2-1/2,E46
434,"Anand, Viswanathan","Topalov, Veselin",,,2005.??.??,,1-0,
435,"Svidler, Peter","Topalov, Veselin",2713,2700,1999.07.01,,0-1,B90
436,"Sutovsky, Emil","Topalov, Veselin",2674,2788,2005.07.15,tourn,1/2-1/2,B82
437,"Topalov, Veselin","Timman, Jan H",2700,2649,1999.01.18,,1/2-1/2,E17
438,"Vega Gutierrez, Sabrina","Topalov, Veselin",2392,2735,2021.02.04,,1/2-1/2,B23
439,"Topalov, Veselin","Dominguez Perez, Leinier",2740,2739,2019.02.23,match (blitz),0-1,D28
440,"Topalov, Veselin","Lobron, Eric",2725,2570,1997.??.??,,1/2-1/2,A96
441,"Dimitrov Georgiev, Kiril","Topalov, Veselin",2661,2707,2000.12.03,,0-1,B84
442,"Luther, Thomas","Topalov, Veselin",2410,2460,1989.12.30,,1-0,B99
443,"Topalov, Veselin","Vallejo Pons, Francisco",2757,2686,2005.02.28,tourn,1-0,B90
444,"Leko, Peter","Topalov, Veselin",2722,2735,2004.02.23,tourn,1/2-1/2,B90
445,"Topalov, Veselin","Gelfand, Boris",2813,2741,2015.10.20,,1/2-1/2,B33
446,"Topalov, Veselin","Ding, Liren",2747,2797,2018.08.13,match,1/2-1/2,E21
447,"Svidler, Peter","Topalov, Veselin",2690,2740,1998.03.06,,1-0,C67
448,"Leko, Peter","Topalov, Veselin",2710,2735,2002.??.??,,1-0,C42
449,"Topalov, Veselin","Dege, Carsten",2725,,1997.??.??,,1-0,D00
450,"Topalov, Veselin","Kramnik, Vladimir",2813,2743,2006.10.02,match,1/2-1/2,D17
451,"Anand, Viswanathan","Topalov, Veselin",2798,2777,2008.09.12,tourn,1/2-1/2,B18
452,"Topalov, Veselin","Kalesis, Nikolaos",2650,2410,1993.??.??,swiss,1-0,B48
453,"Topalov, Veselin","Kasimdzhanov, Rustam",2700,2595,1999.01.18,blitz,0-1,E97
454,"Topalov, Veselin","Ivanchuk, Vassily",2780,2751,2008.03.27,tourn (rapid),1-0,D12
455,"Topalov, Veselin","Caruana, Fabiano",2780,2794,2016.03.24,tourn,1/2-1/2,A33
456,"Topalov, Veselin","Sokolov, Ivan",2455,2570,1991.??.??,,0-1,E15
457,"Topalov, Veselin","Gariginovich Lputian, Smbat",2690,2625,1999.12.03,team,1-0,D31
458,"Topalov, Veselin","Karpov, Anatoly",2725,2760,1997.04.06,tourn,1/2-1/2,B17
459,"Topalov, Veselin","Ivanchuk, Vassily",2702,2709,2000.03.16,tourn (rapid),1-0,B90
460,"Topalov, Veselin","Gasimov, Ilgar",2770,2761,2012.01.17,tourn,1/2-1/2,D16
461,"Vallejo Pons, Francisco","Topalov, Veselin",2697,2752,2012.06.09,match (rapid),1-0,B81
462,"Adams, Michael","Topalov, Veselin",2746,2718,2001.01.18,tourn,1/2-1/2,B51
463,"Sokolov, Ivan","Topalov, Veselin",2666,2769,2007.08.05,rapid,1/2-1/2,D37
464,"Calzetta Ruiz, Monica","Topalov, Veselin",2235,2740,2018.10.26,,0-1,C67
465,"Topalov, Veselin","Druska, Juraj",2752,2311,2012.04.27,swiss,1/2-1/2,A13
466,"Cheparinov, Ivan","Topalov, Veselin",2667,2735,2021.06.27,,*,
467,"Topalov, Veselin","Timman, Jan H",2740,2635,1998.01.17,,1/2-1/2,D43
468,"Topalov, Veselin","Ivanchuk, Vassily",2739,2717,2002.03.23,rapid,1/2-1/2,B04
469,"Mekhitarian, Krikor Sevag","Topalov, Veselin",,,2016.02.??,match,0-1,D79
470,"Nakamura, Hikaru","Topalov, Veselin",2805,2736,2019.05.12,blitz,1-0,
471,"Gelfand, Boris","Topalov, Veselin",,,1998.??.??,blitz,1-0,B40
472,"Kramnik, Vladimir","Topalov, Veselin",2775,2700,1996.03.28,match,1-0,A30
473,"Todorovic, Miodrag","Topalov, Veselin",2470,2460,1992.??.??,,0-1,E60
474,"Topalov, Veselin","Giri, Anish",2761,2782,2016.06.19,tourn (blitz),1-0,A09
475,"So, Wesley","Topalov, Veselin",2772,2736,2019.05.08,blitz,1/2-1/2,
476,"Topalov, Veselin","Morozevich, Alexander",2700,2720,1999.??.??,,0-1,C11
477,"Topalov, Veselin","Svidler, Peter",2757,2735,2005.03.31,,1-0,A20
478,"Topalov, Veselin","Mamedyarov, Shakhriyar",2771,2766,2013.04.28,,1/2-1/2,B19
479,"Markovic, Ivan","Topalov, Veselin",2370,2460,1989.12.31,,1-0,C10
480,"Bulmaga, Ion","Topalov, Veselin",2396,2730,2021.10.29,,1-0,C45
481,"So, Wesley","Topalov, Veselin",2771,2761,2016.08.11,,*,A20
482,"Carlsen, Magnus","Topalov, Veselin",2776,2796,2009.03.22,,1-0,A33
483,"Topalov, Veselin","Kasparov, Garry",2757,2804,2005.03.10,tourn,1-0,B30
484,"Topalov, Veselin","Aronian, Levon",2772,2805,2014.09.03,tourn,1/2-1/2,D37
485,"Topalov, Veselin","Giri, Anish",2780,2793,2016.03.17,tourn,1/2-1/2,E60
486,"Li, Chao b","Topalov, Veselin",2755,2754,2016.04.18,blitz,1-0,E01
487,"Ivanchuk, Vassily","Topalov, Veselin",2730,2750,1996.07.29,tourn,1-0,B85
488,"Topalov, Veselin","Nakamura, Hikaru",2816,2814,2015.08.24,game,1-0,C65
489,"Topalov, Veselin","Svidler, Peter",2791,2727,2008.12.15,tourn,1-0,D87
490,"Topalov, Veselin","Vachier Lagrave, Maxime",2736,2777,2019.11.08,,0-1,E60
491,"Lobron, Eric","Topalov, Veselin",2585,2750,1996.07.06,tourn,0-1,A70
492,"Fedorov, Alexey","Topalov, Veselin",2575,2718,2001.01.27,,1/2-1/2,B72
493,"Carlsen, Magnus","Topalov, Veselin",2853,2816,2015.08.23,tourn,0-1,B51
494,"Topalov, Veselin","Leko, Peter",2788,2763,2005.07.17,,1-0,B33
495,"Short And Justin Baptie, Nigel","Topalov, Veselin",2683,2702,2000.05.17,,0-1,B20
496,"Topalov, Veselin","Cheparinov, Ivan",2767,2696,2008.05.16,tourn,1-0,D90
497,"Topalov, Veselin","Ivanchuk, Vassily",2780,2751,2008.01.13,,1/2-1/2,A65
498,"Topalov, Veselin","Svidler, Peter",2816,2727,2015.09.21,k.o.,1/2-1/2,C84
499,"Topalov, Veselin","Nisipeanu, Liviu Dieter",2801,2693,2006.04.07,match,1-0,D37
500,"Van Wely, Loek","Topalov, Veselin",2655,2788,2005.07.16,tourn,0-1,C02
501,"Morozevich, Alexander","Topalov, Veselin",2732,2735,2004.03.30,,1-0,B90
502,"Topalov, Veselin","Bacrot, Etienne",2801,2717,2006.02.19,,1/2-1/2,C42
503,"Topalov, Veselin","Ivanchuk, Vassily",2769,2763,2012.11.13,match (blitz),0-1,A34
504,"Jussupow, Artur","Topalov, Veselin",2628,2702,2000.06.24,,1/2-1/2,D32
505,"Sadowski, Julian","Topalov, Veselin",2270,2460,1992.??.??,,1/2-1/2,B25
506,"Ehlvest, Jaan","Topalov, Veselin",2660,2750,1996.08.12,,0-1,E92
507,"Topalov, Veselin","Zarcula, Ion",,,1988.07.??,,1-0,D66
508,"Panbukchian, Valentin","Topalov, Veselin",2340,2460,1992.??.??,,1-0,C78
509,"Timman, Jan H","Topalov, Veselin",2635,2630,1995.05.31,,1/2-1/2,B73
510,"Topalov, Veselin","Leko, Peter",2700,2690,1999.??.??,,0-1,C65
511,"Bologan, Victor","Topalov, Veselin",2630,2743,2003.03.04,rapid,1-0,B30
512,"Topalov, Veselin","Franco Ocampos, Zenon",2455,2495,1991.??.??,tourn,1/2-1/2,A70
513,"Svidler, Peter","Topalov, Veselin",2713,2700,1999.03.07,,0-1,B35
514,"Kamsky, Gata","Topalov, Veselin",2763,2767,2013.07.06,tourn,1/2-1/2,E05
515,"Nakamura, Hikaru","Topalov, Veselin",2775,2793,2013.05.29,tourn,1-0,B92
516,"Lobron, Eric","Topalov, Veselin",2570,2725,1997.??.??,,0-1,A26
517,"Topalov, Veselin","Dominguez Perez, Leinier",2740,2739,2019.02.23,match (blitz),1/2-1/2,E20
518,"Topalov, Veselin","Imperatori, K.",2725,,1997.??.??,,1-0,A45
519,"Nisipeanu, Liviu Dieter","Topalov, Veselin",2668,2769,2007.11.04,,1/2-1/2,B90
520,"Nataf, Igor Alexandre","Topalov, Veselin",2546,2739,2002.02.25,tourn,1/2-1/2,C42
521,"San Segundo, Pablo","Topalov, Veselin",2535,2700,1996.??.??,tourn,0-1,E92
522,"Topalov, Veselin","Kasimdzhanov, Rustam",2700,2595,1999.01.18,,0-1,E97
523,"Topalov, Veselin","Andreikin, Dmitry",2752,2700,2012.07.09,blitz,1/2-1/2,A04
524,"Topalov, Veselin","Svidler, Peter",,,2016.08.06,,1-0,
525,"Leko, Peter","Topalov, Veselin",2713,2739,2002.04.05,,1/2-1/2,B80
526,"Topalov, Veselin","Aronian, Levon",2798,2780,2015.06.19,tourn,1-0,D38
527,"Topalov, Veselin","Reinderman, Dimitri",2700,2542,1999.01.25,,1-0,B38
528,"Karpov, Anatoly","Topalov, Veselin",2679,2718,2001.03.25,rapid,0-1,A04
529,"Radjabov, Teimour","Topalov, Veselin",2624,2743,2003.01.14,tourn,0-1,E11
530,"Topalov, Veselin","Romero Holmes, Alfonso",2460,2490,1992.??.??,,1/2-1/2,A51
531,"Morozevich, Alexander","Topalov, Veselin",2758,2771,2013.04.26,tourn,0-1,A33
532,"Topalov, Veselin","Svidler, Peter",2780,2757,2016.03.21,,1/2-1/2,C84
533,"Topalov, Veselin","Andersson, Ulf",,,1997.??.??,,1-0,B46
534,"So, Wesley","Topalov, Veselin",2779,2816,2015.08.31,,1/2-1/2,E46
535,"Aronian, Levon","Topalov, Veselin",2763,2767,2008.05.08,tourn,0-1,A32
536,"Topalov, Veselin","Vachier Lagrave, Maxime",2749,2796,2017.06.25,tourn (rapid),1/2-1/2,A29
537,"Karjakin, Sergey","Topalov, Veselin",2776,2775,2011.03.13,tourn (rapid),1/2-1/2,B12
538,"Topalov, Veselin","Mitkov, Marjan",2751,2331,2012.10.12,team-swiss,1-0,D94
539,"Topalov, Veselin","Aronian, Levon",2785,2830,2014.03.15,tourn,1/2-1/2,C88
540,"Bacrot, Etienne","Topalov, Veselin",2649,2739,2002.02.23,tourn,1/2-1/2,E13
541,"Anand, Viswanathan","Topalov, Veselin",2787,2805,2010.05.09,match,1/2-1/2,A29
542,"Vachier Lagrave, Maxime","Topalov, Veselin",2723,2798,2015.06.18,tourn,0-1,D48
543,"Topalov, Veselin","Caruana, Fabiano",2769,2786,2012.11.07,tourn,1/2-1/2,D90
544,"Topalov, Veselin","Comas Fabrego, Lluis",2690,2510,1999.11.14,,1/2-1/2,B48
545,"Topalov, Veselin","Anand, Viswanathan",2700,2781,1999.03.19,,1-0,B18
546,"Topalov, Veselin","Nakamura, Hikaru",2749,2780,2017.11.12,match (blitz),0-1,D37
547,"Topalov, Veselin","Leko, Peter",2700,2690,1999.??.??,,0-1,C65
548,"Anand, Viswanathan","Topalov, Veselin",2766,2735,2003.11.03,,1-0,B50
549,"Kasparov, Garry","Topalov, Veselin",2831,2735,2004.03.04,tourn,1/2-1/2,C88
550,"Topalov, Veselin","Nakamura, Hikaru",2749,2774,2017.11.09,swiss,1-0,B12
551,"Anand, Viswanathan","Topalov, Veselin",2784,2700,1999.01.18,,1/2-1/2,C09
552,"Shirov, Alexei","Topalov, Veselin",2713,2757,2005.03.24,tourn (rapid),1/2-1/2,C67
553,"Topalov, Veselin","Aronian, Levon",2796,2750,2009.03.26,,1/2-1/2,D43
554,"Shirov, Alexei","Topalov, Veselin",2751,2702,2000.05.19,tourn,1-0,C13
555,"Almasi, Zoltan","Topalov, Veselin",2644,2739,2002.03.19,rapid,0-1,B67
556,"Topalov, Veselin","Karjakin, Sergey",2736,2773,2019.05.09,blitz,1/2-1/2,
557,"Topalov, Veselin","Polgar, Judit",2700,2677,1999.06.30,,1-0,E97
558,"Topalov, Veselin","Zhigalko, Sergei",2791,2592,2008.11.21,team-swiss,1-0,E15
559,"Topalov, Veselin","Svidler, Peter",2768,2755,2011.11.06,team-swiss,1-0,C88
560,"Topalov, Veselin","Vachier Lagrave, Maxime",2754,2788,2016.04.18,tourn (blitz),1-0,B51
561,"Topalov, Veselin","Grivas, Efstratios",2495,2445,1990.??.??,swiss,1/2-1/2,C68
562,"Polgar, Judit","Topalov, Veselin",2709,2767,2008.04.19,rapid,0-1,C92
563,"Anand, Viswanathan","Topalov, Veselin",2735,2750,1996.07.11,tourn,1-0,B85
564,"Kramnik, Vladimir","Topalov, Veselin",2743,2813,2006.10.08,match,1-0,E08
