,White,Black,WhiteELO,BlackELO,Date,Event,Result,Opening,Rounds
165,"Wang, Hao","Wang, Yue",2696,2736,2008.10.04,k.o. (blitz),1-0,D17,10
166,"Woinowski, Michael","Wang, Hao",1799,2219,2002.01.04,swiss,1/2-1/2,E10,6
167,"Wang, Hao","Vitiugov, Nikita",2739,2703,2012.07.08,team-schev,0-1,C18,9
168,"Wang, Hao","Volokitin, Andrei",2691,2672,2008.07.10,tourn,1/2-1/2,C42,3
169,"Kunte, Abhijit","Wang, Hao",2519,2624,2007.09.24,swiss,1/2-1/2,D23,6
170,"Wang, Hao","Lysyj, Igor",2713,2691,2015.10.29,,1/2-1/2,E46,17.5
171,"Wang, Hao","Pridorozhni, Aleksei",2726,2599,2019.09.11,,1/2-1/2,E06,1.2
172,"Wang, Hao","Yu, Yangyi",2709,2751,2017.12.13,blitz,0-1,B08,17.5
173,"Wang, Hao","Jussupow, Artur",2619,2599,2007.02.20,,1/2-1/2,C76,7
174,"Wang, Hao","Antipov, Mikhail Al",2712,2565,2016.08.25,,1-0,E11,6
175,"Wang, Hao","Radjabov, Teimour",2735,2713,2013.12.16,tourn (blitz),1/2-1/2,A80,28
176,"Wang, Hao","Karjakin, Sergey",2709,2760,2017.12.30,blitz,1/2-1/2,C67,12.2
177,"Wang, Hao","Aronian, Levon",2737,2815,2012.12.19,blitz,0-1,D90,6.1
178,"Kovalev, Vladislav","Wang, Hao",2661,2737,2019.06.09,,1/2-1/2,,4.4
179,"Landry, Scott","Wang, Hao",1395,2063,1998.02.01,swiss,0-1,C01,4
180,"Navara, David","Wang, Hao",2707,2756,2019.12.11,,1/2-1/2,E06,1.1
181,"Wang, Hao","Kunte, Abhijit",2696,2536,2008.10.13,,1-0,D61,3
182,"Chao, Qi","Wang, Hao",2756,2712,2015.08.31,,1/2-1/2,A22,6
183,"Korobov, Anton","Wang, Hao",2671,2733,2011.09.27,team-swiss,0-1,D38,3
184,"Sadoway, Steven","Wang, Hao",2019,2129,2001.01.06,swiss,1/2-1/2,B97,8
185,"Lou, Yiping","Wang, Hao",2268,2638,2007.06.04,team-tourn,0-1,E46,4
186,"Wang, Hao","Grischuk, Alexander",2736,2752,2011.12.16,swiss (rapid),0-1,D92,7
