,White,Black,WhiteELO,BlackELO,Date,Event,Result,Opening,Rounds
646,"Andreikin, Dmitry","Leko, Peter",2727,2737,2013.08.04,,1/2-1/2,E53,9.1
647,"Andreikin, Dmitry","Mamedyarov, Shakhriyar",2726,2770,2020.02.12,,1/2-1/2,A00,6
648,"Andreikin, Dmitry","Tenikashvili, Georgij",2736,2305,2016.10.02,swiss (rapid),1-0,B11,1
649,"Andreikin, Dmitry","Ibraeva, Nelly",2402,2401,2003.07.06,,1/2-1/2,B80,8
650,"Amin, Bassem","Andreikin, Dmitry",2686,2726,2020.05.09,,0-1,C50,9.1
651,"Andreikin, Dmitry",Samarth J Rao,2729,1664,2022.05.03,,1-0,B23,2
652,"Andreikin, Dmitry","Artemiev, Vladislav",2725,2709,2021.03.03,blitz,1-0,B56,7
653,"Andreikin, Dmitry","Kalegin, Evgenij",2580,2510,2008.07.15,swiss,1-0,A45,6
654,"Jakovenko, Dmitry","Andreikin, Dmitry",2747,2722,2014.10.28,,1/2-1/2,D37,7
655,"Sviridov, Valery","Andreikin, Dmitry",2562,2728,2021.10.26,,1/2-1/2,A04,9
656,"Onischuk, Vladimir","Andreikin, Dmitry",2622,2728,2021.10.05,,1/2-1/2,C50,8
657,"Geller, Jakov","Andreikin, Dmitry",,,????.??.??,,0-1,,7.4
658,"Bai, Jinshi","Andreikin, Dmitry",2585,2706,2017.12.05,team-tourn,0-1,D22,22.2
659,"Sjugirov, Sanan","Andreikin, Dmitry",2663,2725,2021.01.02,blitz,0-1,C05,?
660,"Kurnosov, Igor","Andreikin, Dmitry",2526,2481,2006.02.09,swiss,1-0,C43,3
661,"Kuzubov, Yuriy","Andreikin, Dmitry",2636,2659,2009.09.29,tourn,1-0,A53,?
662,"Andreikin, Dmitry","Korobov, Anton",2723,2708,2015.05.10,team-swiss (blitz),1-0,A46,3.1
663,"Andreikin, Dmitry","Novikov, Stanislav",2720,2536,2015.09.06,,1-0,A00,6
664,"Andreikin, Dmitry","Averjanov, Alexey",2495,2381,2005.04.27,tourn,1/2-1/2,B52,8
665,"Kim, Seonu","Andreikin, Dmitry",2295,2724,2022.01.25,,1/2-1/2,A60,2
666,"Andreikin, Dmitry","Isajevsky, Anton",2725,2403,2021.04.03,,1-0,D58,?
667,"Alekseev, Evgeny A","Andreikin, Dmitry",2597,2495,2005.05.22,tourn,1-0,E14,8
668,"Grischuk, Arina","Andreikin, Dmitry",2742,2729,2022.04.30,,1-0,B45,8
669,"Andreikin, Dmitry","Harikrishnan, M.",2726,2429,2020.08.04,,1/2-1/2,E17,6
670,"Yatsenko, Anton","Andreikin, Dmitry",2442,2573,2008.02.05,,1/2-1/2,A30,4
671,"Avdeeva, Veronika","Andreikin, Dmitry",2102,2603,2008.12.13,swiss,0-1,E71,1
672,"Anisimov, P2.","Andreikin, Dmitry",2527,2725,2020.12.01,,0-1,B20,3
673,"Andreikin, Dmitry","Narayanan, S.r",2729,2662,2022.05.03,,1-0,E70,7
674,"Bogosavljevic, Boban","Andreikin, Dmitry",2232,2400,2003.08.05,tourn,1/2-1/2,E68,4
675,"Levitskiy, Andrey","Andreikin, Dmitry",2320,2729,2022.05.03,,0-1,B47,3
676,"Romanov, Evgeny","Andreikin, Dmitry",2606,2689,2011.02.16,,0-1,E16,9
677,"Sarana, Alexey","Andreikin, Dmitry",2675,2729,2022.04.19,,0-1,D20,7
678,"Mirzoev, Azer","Andreikin, Dmitry",2430,2724,2021.07.27,,0-1,D37,4
679,"Andreikin, Dmitry","Kelires, Andreas",2719,2535,2018.12.20,swiss,1-0,B23,7
680,"Jianchao, Zhao","Andreikin, Dmitry",,,2004.??.??,,1-0,,6.11
681,"Can, Emre","Andreikin, Dmitry",2569,2724,2021.07.16,,1/2-1/2,,11.14
682,"Remizov, Yaroslav","Andreikin, Dmitry",2405,2726,2020.10.27,swiss,1-0,B53,3
683,"Andreikin, Dmitry","Gokerkan, Cem Kaan",2729,2456,2022.04.26,,1-0,A45,10
684,"Djordjevic, Vuk","Andreikin, Dmitry",2347,2726,2020.08.11,,0-1,A45,9
685,"Andreikin, Dmitry","Babazada, Khazar",2728,2427,2021.11.02,,1/2-1/2,B06,11
686,"Kempinski, Robert","Andreikin, Dmitry",,,2012.03.23,,0-1,E60,4
687,"Andreikin, Dmitry","Shankland, Sam",2724,2704,2022.03.03,,1/2-1/2,,3
688,"Andreikin, Dmitry","Clarke, Brian",2726,2429,2020.07.14,,1-0,B23,8
689,"Svidler, Peter","Andreikin, Dmitry",2760,2712,2018.03.05,tourn (blitz),1-0,A11,12
690,"Andreikin, Dmitry","Sargsyan, Shant",2725,2486,2019.01.08,team-swiss (rapid),1-0,A13,1
691,"Andreikin, Dmitry","Yuan, Qingyu",2729,2373,2022.04.26,,0-1,A13,11
692,"Andreikin, Dmitry","Alekseenko, Kirill",2728,2710,2021.10.12,,1-0,E10,4.5
693,"Andreikin, Dmitry","Radjabov, Teimour",2683,2744,2010.11.16,,0-1,E90,4.5
694,"Andreikin, Dmitry","Babula, Vlastimil",2532,2586,2007.05.08,,1/2-1/2,B53,6
695,"Svane, Frederik","Andreikin, Dmitry",2421,2725,2021.04.20,,0-1,B47,10
696,"Andreikin, Dmitry","Pavasovic, Dusko",2495,2593,2005.06.25,,1/2-1/2,C78,7
697,"Altman, Joshua","Andreikin, Dmitry",1926,2726,2020.08.25,,0-1,E61,1
698,"Andreikin, Dmitry","Amonatov, Farrukh",2503,2542,2006.09.08,,1/2-1/2,D10,6
699,"Andreikin, Dmitry","Postny, Evgeny",2726,2600,2020.08.04,,1-0,A07,4
700,"Tariq, A.","Andreikin, Dmitry",2653,2724,2022.03.22,,0-1,B23,9
701,"Andreikin, Dmitry","Can, Emre",2725,2569,2021.04.06,,1/2-1/2,A45,11
702,"Andreikin, Dmitry","Mamedyarov, Shakhriyar",2712,2799,2017.12.13,tourn (blitz),1/2-1/2,A45,22
703,"Andreikin, Dmitry","Zubritskiy, Artyom",2725,2442,2021.01.02,blitz,1/2-1/2,A80,?
704,"Tariq, Ahmed","Andreikin, Dmitry",2625,2725,2021.01.12,,0-1,B28,10
705,"Andreikin, Dmitry","Tazbir, Marcin",2727,2561,2013.07.15,,1-0,B54,9.9
706,"Andreikin, Dmitry","Lu, Shanglei",2736,2619,2016.12.05,,1/2-1/2,E04,22.2
707,"Ivlev, Aleksey","Andreikin, Dmitry",2315,2724,2021.07.30,rapid,1/2-1/2,,5.2
708,"Lazavik, Denis","Andreikin, Dmitry",2440,2728,2021.09.25,,1/2-1/2,D12,3
709,"Andreikin, Dmitry","Gelfand, Boris",2683,2741,2010.11.16,,0-1,B23,10.3
710,"Maly, Alexey","Andreikin, Dmitry",2371,2726,2020.08.11,,0-1,E10,3
711,"Holt, Conrad","Andreikin, Dmitry",2549,2728,2021.09.21,,1-0,D10,9
712,"Andreikin, Dmitry","Jary, S.",2724,2275,2021.07.27,,1-0,A04,2
713,"Andreikin, Dmitry","Ivanchuk, Vassily",2741,2686,2019.10.30,,1-0,B91,6.1
714,"Andreikin, Dmitry","Bogosavljevic, Boban",2724,2516,2021.08.19,team,1-0,E11,5.1
715,"Neelotpal, Das","Andreikin, Dmitry",2514,2481,2006.02.15,swiss,1/2-1/2,C42,9
716,"Andreikin, Dmitry","Chadaev, Nikolai",2700,2580,2012.07.09,blitz,1/2-1/2,A22,5
717,"Savchenko, Boris","Andreikin, Dmitry",2627,2669,2010.11.03,,0-1,C14,7
718,"Andreikin, Dmitry","Vidit, Santosh Gujrathi",2726,2726,2020.10.25,,1/2-1/2,D38,2.7
719,"Andreikin, Dmitry","Shastin, Alexander",2503,2613,2006.09.07,,0-1,A13,5
720,"Andreikin, Dmitry","Ulko, J.",2724,2437,2021.08.10,,1-0,C41,5
721,"Hovhannisyan, Robert","Andreikin, Dmitry",2553,2687,2011.06.05,k.o. (blitz),1-0,B43,1.6
722,"Andreikin, Dmitry","Karacsonyi, Gellert",2726,2292,2020.08.18,,1-0,D37,1
723,"Andreikin, Dmitry","Yanchenko, B.",2728,2467,2021.11.02,,1-0,D10,3
724,"Andreikin, Dmitry","Yu, Yangyi",2712,2751,2017.12.13,blitz,1-0,D02,15.6
725,"Andreikin, Dmitry","Yu, Yangyi",2712,2751,2017.12.14,,1/2-1/2,C42,1.2
726,"Lammens, Tim","Andreikin, Dmitry",2250,2726,2020.08.11,,0-1,B06,1
727,"Andreikin, Dmitry","Abdusattorov, Nodirbek",2724,2634,2021.07.06,,1-0,C17,7
728,"Andreikin, Dmitry","Erigaisi, Arjun",2725,2567,2021.05.25,,1-0,B43,7
729,"Andreikin, Dmitry","Jumabayev, Rinat",2659,2548,2009.10.31,,1-0,E38,10
730,"Predke, Alexandr","Andreikin, Dmitry",2595,2712,2018.02.26,,1/2-1/2,B90,7
731,"Andreikin, Dmitry","Shimanov, Aleksandr",2725,2597,2021.02.02,,1-0,B00,5
732,"Chen, Xin","Andreikin, Dmitry",2508,2702,2018.07.24,,1/2-1/2,B01,?
733,"Zhigalko, Sergei","Andreikin, Dmitry",2572,2726,2020.09.09,blitz,0-1,C65,16
734,"Andreikin, Dmitry","Thannheiser, Thomas",2702,2201,2018.07.22,,1-0,B31,2
735,"Susilodinata, Andrean","Andreikin, Dmitry",,2398,2001.11.01,,1-0,B47,10
736,"Andreikin, Dmitry","Baklan, Vladimir",2725,2587,2021.03.09,,1-0,A00,11
737,"Zvjaginsev, Vadim","Andreikin, Dmitry",2660,2723,2015.05.10,team-swiss (blitz),1/2-1/2,B22,6.1
738,"Andreikin, Dmitry","Marin, Mihail",2743,2576,2016.06.18,swiss (blitz),1/2-1/2,A45,7
739,"Andreikin, Dmitry","Assaubayeva, Bibisara",2724,2434,2022.03.19,rapid,1-0,E71,3
740,"Riazantsev, Alexander","Andreikin, Dmitry",2708,2713,2013.06.09,,1/2-1/2,E12,7.16
741,"Kasimdzhanov, Rustam","Andreikin, Dmitry",2706,2722,2014.10.08,tourn,1-0,C41,6
742,"Chen, Justin","Andreikin, Dmitry",2322,2724,2022.01.18,,0-1,A05,1
743,"Andreikin, Dmitry","Gazik, Viktor",2725,2542,2021.03.30,,1-0,B04,5
744,Gukesh D,"Andreikin, Dmitry",2563,2726,2020.06.16,,1-0,A20,3
745,"Andreikin, Dmitry","Rublevsky, Sergei",2723,2688,2012.11.18,,1/2-1/2,B11,9
746,"Andreikin, Dmitry","Paravyan, David",2729,2617,2022.05.07,,0-1,D85,7
747,"Andreikin, Dmitry","Vachier Lagrave, Maxime",2712,2791,2017.07.23,swiss,0-1,B20,7
748,"Zakhartsov, Vladimir","Andreikin, Dmitry",2526,2385,2002.06.13,,1-0,B38,2
749,"Areshchenko, Alexander","Andreikin, Dmitry",2672,2705,2011.09.28,,1/2-1/2,C11,4.2
750,"Pranav, V.","Andreikin, Dmitry",2486,2724,2021.11.16,,0-1,C46,8
751,"Nepomniachtchi, Ian","Andreikin, Dmitry",2705,2720,2015.09.06,,0-1,B46,13
752,"Lavrov, Maxim","Andreikin, Dmitry",2401,2725,2021.03.06,,0-1,A05,?
753,"Andreikin, Dmitry","Karjakin, Sergey",2720,2762,2015.09.20,,1/2-1/2,E49,4
754,"Paragua, Mark","Andreikin, Dmitry",2534,2449,2004.10.??,tourn,1/2-1/2,A48,8
755,"Andreikin, Dmitry","Svidler, Peter",2683,2722,2010.11.17,,1/2-1/2,A28,22.5
756,"Andriasian, Zaven","Andreikin, Dmitry",2621,2737,2016.12.18,swiss (blitz),0-1,C54,19
757,"Drygalov, Andrey","Andreikin, Dmitry",2493,2726,2020.11.17,swiss,1-0,B30,8
758,"Andreikin, Dmitry","Stefansson, Hannes",2669,2585,2010.11.02,,1-0,A15,6
759,"Moskalenko, Alexander","Andreikin, Dmitry",2515,2725,2021.04.06,,1-0,B20,10
760,"Giri, Anish","Andreikin, Dmitry",2777,2728,2021.09.12,,1/2-1/2,D15,6.4
761,"Sjugirov, Sanan","Andreikin, Dmitry",2670,2723,2015.05.10,team-swiss (blitz),1/2-1/2,D12,2.5
762,"Holt, Conrad","Andreikin, Dmitry",2549,2726,2020.10.03,,0-1,A40,12
763,"Andreikin, Dmitry",Manu David Suthandram R,2726,2360,2020.07.21,,1-0,B45,4
764,"Szpar, Milosz","Andreikin, Dmitry",2418,2724,2021.11.30,,0-1,C76,10
765,"Karjakin, Sergey","Andreikin, Dmitry",2766,2709,2014.03.25,tourn,1/2-1/2,B46,10
766,"Andreikin, Dmitry","Iljin, Artem",2217,2226,2001.??.??,,1/2-1/2,C11,?
767,"Andreikin, Dmitry","Bryakin, Mikhail",2729,2456,2022.05.17,,1-0,B07,4
768,"Rustemov, Alexander","Andreikin, Dmitry",2525,2724,2022.02.08,,1/2-1/2,D55,3
769,"Andreikin, Dmitry","Farago, Ivan",2342,2483,2003.??.??,,1/2-1/2,C15,7
770,"Urkedal, Frode Olav Olsen","Andreikin, Dmitry",2549,2736,2016.05.04,swiss,0-1,E36,5
771,"Nepomniachtchi, Ian","Andreikin, Dmitry",2704,2718,2012.10.30,,0-1,C10,1
772,"Andreikin, Dmitry","Vusatiuk, Vladimir",2729,2308,2022.05.10,,1-0,E10,1
773,"Andreikin, Dmitry","Barp, Alberto",2725,2366,2020.12.01,,1-0,A20,2
774,"Andreikin, Dmitry","Hjartarson, Johann",2724,2519,2021.08.03,,1-0,A41,5
775,"Beerdsen, Thomas","Andreikin, Dmitry",2453,2725,2021.03.06,,0-1,C10,?
776,"Andreikin, Dmitry","Tabatabaei, M.amin",2724,2623,2022.03.15,,1-0,C03,9
777,"Andreikin, Dmitry","Vila Gazquez, Xavier",2451,2219,2004.11.07,,1/2-1/2,B30,5.2
778,"Khanin, Semen","Andreikin, Dmitry",2500,2724,2019.12.26,rapid,1/2-1/2,C67,4.24
779,"Andreikin, Dmitry","Lysyj, Igor",2726,2593,2020.11.03,swiss,1/2-1/2,D02,7
780,"Andreikin, Dmitry","Mokshanov, Alexey",2723,2402,2017.05.07,,1-0,D43,5.4
781,"Muradli, Mahammad","Andreikin, Dmitry",2449,2725,2021.03.06,,0-1,A04,?
782,"Andreikin, Dmitry","Praggnanandhaa, Rameshbabu",2726,2608,2020.12.15,,1/2-1/2,E32,8
783,"Atanasov, Anthony","Andreikin, Dmitry",2245,2728,2021.09.21,,0-1,A48,1
784,"Grandelius, Nils","Andreikin, Dmitry",2641,2734,2017.04.24,swiss,1-0,B46,7.2
785,"Kim, Seonu","Andreikin, Dmitry",2295,2729,2022.05.03,,0-1,D31,1
786,"Andreikin, Dmitry","Zubov, Alexander",2495,2490,2005.04.29,tourn,1/2-1/2,B07,10
787,"Martirosyan, Haik M","Andreikin, Dmitry",2607,2725,2019.01.08,team-swiss (rapid),1-0,D37,1
788,"Sharafiev, Azat","Andreikin, Dmitry",2432,2724,2022.02.22,,0-1,A46,7
789,"Cheparinov, Ivan","Andreikin, Dmitry",2629,2759,2019.05.14,rapid,1/2-1/2,,2.4
790,"Andreikin, Dmitry","Duda, Jan Krzysztof",2741,2734,2019.11.02,,1/2-1/2,E16,9.2
791,"Andreikin, Dmitry","Pichot, Alan",2725,2630,2021.03.06,,1-0,A45,?
792,"Sharafiev, Azat","Andreikin, Dmitry",2439,2645,2010.04.01,,0-1,E95,1
793,"Andreikin, Dmitry","Fedoseev, Vladimir",2725,2687,2021.01.02,blitz,1-0,A43,?
794,"Andreikin, Dmitry","Fedoseev, Vladimir",2708,2731,2017.10.02,,1/2-1/2,D31,17.3
795,"Andreikin, Dmitry","Matveev, V3.",2726,2368,2020.06.16,,1-0,B00,4
796,"Andreikin, Dmitry","Luca Niklas, Suvorov",2726,2279,2020.11.03,,1-0,E10,3
797,"Dubov, Daniil","Andreikin, Dmitry",2594,2715,2012.08.12,,1/2-1/2,E46,9
798,"Andreikin, Dmitry","Bykov, Egor",2728,2416,2021.10.05,,1/2-1/2,C91,2
799,"Andreikin, Dmitry","Rodshtein, Maxim",2293,2150,2001.09.09,,1-0,B35,9
800,"Ghaem Maghami, Ehsan","Andreikin, Dmitry",2554,2713,2013.06.09,,0-1,B40,10.19
801,"Iljin, Timofey","Andreikin, Dmitry",2305,2705,2017.10.03,team-tourn (rapid),0-1,E52,1.2
802,"Nepomniachtchi, Ian","Andreikin, Dmitry",2767,2736,2017.01.15,tourn,1/2-1/2,C45,2
803,"Andreikin, Dmitry","Nguyen, Ngoc Truong Son",2650,2617,2010.07.19,,1/2-1/2,C15,1
804,"Garriga Cazorla, Pere","Andreikin, Dmitry",2472,2724,2022.02.15,,0-1,E32,6
805,"Onoprijchuk, Boris","Andreikin, Dmitry",2351,2555,2007.10.24,tourn,1/2-1/2,B47,3
806,"Andreikin, Dmitry","Alekseev, Evgeny A",2580,2711,2008.04.02,team,1/2-1/2,E10,1
807,"Andreikin, Dmitry","Moiseenko, Vladimir",,2207,2000.??.??,swiss,1/2-1/2,C01,10
808,"Andreikin, Dmitry","Spata, German",2726,2257,2020.10.13,,1-0,A46,1
809,"Andreikin, Dmitry","Petenyi, Tamas",2727,2480,2013.07.14,,1-0,C85,7.11
810,"Kramnik, Vladimir","Andreikin, Dmitry",2791,2683,2010.11.17,,1-0,A15,18.3
811,"Ponkratov, Pavel","Andreikin, Dmitry",2489,2573,2008.03.17,,1/2-1/2,B12,10
812,"Ivanchuk, Vassily","Andreikin, Dmitry",2717,2719,2018.12.23,swiss,1/2-1/2,E17,10
813,"Andreikin, Dmitry","Potapov, Pavel",2650,2445,2010.08.04,,1/2-1/2,A10,2
814,"Martinez Alcantara, Jose Eduardo","Andreikin, Dmitry",2598,2729,2022.04.09,rapid,1/2-1/2,B40,8
815,"Hansen, Eric","Andreikin, Dmitry",2606,2726,2020.10.25,,0-1,C65,1.12
816,"Andreikin, Dmitry","Maghsoodloo, Parham",2724,2698,2021.08.24,,1/2-1/2,E11,11
817,Venkatesan Rajendran,"Andreikin, Dmitry",2499,2688,2012.02.02,tourn,1/2-1/2,A31,6
818,"Andreikin, Dmitry","Anand, Viswanathan",2712,2767,2018.02.14,,1/2-1/2,D30,6
819,"Sangma, Rahul","Andreikin, Dmitry",,,1999.11.01,,1/2-1/2,B23,8
820,"Andreikin, Dmitry","Carlsen, Magnus",2736,2840,2017.01.16,tourn,1/2-1/2,E01,3
821,"Andreikin, Dmitry","Movsesian, Sergei",2555,2670,2007.12.06,swiss,0-1,D13,6
822,"Andreikin, Dmitry","Fakhrutdinov, Timur",2724,2501,2021.07.27,,1-0,A06,3
823,"Andreikin, Dmitry","Sevian, Samuel",2726,2660,2020.10.06,,1-0,A45,1.1
824,"Vidit Gujrathi, Santosh","Andreikin, Dmitry",2718,2712,2018.02.14,,1-0,B46,6
825,"Kim, Seonu","Andreikin, Dmitry",2295,2724,2021.12.07,,0-1,D37,2
826,"Andreikin, Dmitry","Mozharov, Mikhail",2688,2478,2012.02.05,tourn,1-0,A35,9
827,"Andreikin, Dmitry","Vallejo Pons, Francisco",2737,2711,2016.12.18,swiss (blitz),1/2-1/2,A90,21
828,"Li, Shilong","Andreikin, Dmitry",2495,2702,2018.07.12,,0-1,D30,10.1
829,"Nakamura, Hikaru","Andreikin, Dmitry",,,2013.06.18,,1/2-1/2,E12,5
830,"Andreikin, Dmitry","Tukhaev, Adam",2688,2537,2012.02.01,,1-0,B23,5
831,"Andreikin, Dmitry","Kuzubov, Yuriy",2418,2475,2004.06.20,,1/2-1/2,B22,3
832,"Dovbnia, Nikita","Andreikin, Dmitry",1944,2724,2022.02.15,,0-1,A05,2
833,"Andriasian, Zaven","Andreikin, Dmitry",2585,2712,2018.02.07,,0-1,B46,5
834,"Andreikin, Dmitry","Pigusov, Evgeny",2532,2556,2007.05.05,,1/2-1/2,D37,3
835,"L'Ami, Alina","Andreikin, Dmitry",2324,2734,2017.04.20,swiss,0-1,A40,2.2
836,"Nepomniachtchi, Ian","Andreikin, Dmitry",2773,2729,2022.04.05,,1-0,B46,9
837,"Abdusattorov, Nodirbek","Andreikin, Dmitry",2627,2725,2021.05.18,,1/2-1/2,D11,7
838,"Kaasen, Tor Fredrik","Andreikin, Dmitry",2381,2725,2020.12.15,,1/2-1/2,A45,3
839,"Andreikin, Dmitry","Vidit Gujrathi, Santosh",2729,2723,2022.04.23,,1/2-1/2,E06,8
840,"Andreikin, Dmitry","Svane, Rasmus",2729,2651,2022.05.21,,1/2-1/2,E10,3
841,"Ter Sahakyan, Samvel","Andreikin, Dmitry",2640,2725,2021.01.26,,1/2-1/2,B12,10
842,"Andreikin, Dmitry","Svidler, Peter",,,2014.03.23,,1/2-1/2,B90,9.1
843,"Andreikin, Dmitry","Savchenko, Boris",2736,2613,2016.10.03,swiss (rapid),1/2-1/2,D82,10
844,"Georgescu, Tiberiu Marian","Andreikin, Dmitry",2396,2727,2013.07.14,simul,1/2-1/2,A56,8.6
845,"Zhigalko, Sergei","Andreikin, Dmitry",2572,2726,2020.09.09,blitz,0-1,B30,5
846,"Drygalov, Andrey","Andreikin, Dmitry",2500,2725,2021.04.06,,1/2-1/2,B51,6
847,"Motylev, Alexander","Andreikin, Dmitry",2660,2733,2016.07.24,tourn,1/2-1/2,C10,2
848,"Lenier, Dominguez","Andreikin, Dmitry",2746,2718,2015.06.19,,1/2-1/2,B46,5
849,"Andreikin, Dmitry","Salinas Herrera, Pablo",2724,2517,2022.02.02,,1-0,D11,8
850,"Predojevic, Borki","Andreikin, Dmitry",2654,2736,2016.05.08,,0-1,B06,9.1
851,"Andreikin, Dmitry","Morozevich, Alexander",2713,2760,2013.06.13,,1/2-1/2,B76,1
852,"Guseinov, Gadir","Andreikin, Dmitry",2631,2713,2013.06.08,,1-0,C67,11.7
853,"Xu, Yinglun","Andreikin, Dmitry",2523,2737,2016.12.03,team-tourn,1/2-1/2,D55,20
854,"Grachev, Boris","Andreikin, Dmitry",2654,2683,2010.11.16,,1/2-1/2,E69,13.10
855,"Vitiugov, Nikita","Andreikin, Dmitry",2705,2715,2012.08.04,,1/2-1/2,A54,2
856,"Bocharov, Dmitry","Andreikin, Dmitry",2607,2659,2009.09.04,,1-0,E60,3
857,"Andreikin, Dmitry","Shimanov, Aleksandr",2728,2581,2021.09.25,,1-0,B01,2.2
858,"Andreikin, Dmitry","Sethuraman, S.P.",2736,2658,2016.05.05,swiss,1-0,D02,6
859,"Laurusas, Tomas","Andreikin, Dmitry",2511,2726,2020.05.19,,0-1,E16,8
860,"Pipnikov, Nikolay","Andreikin, Dmitry",2110,2418,2004.04.??,swiss,0-1,A02,8
861,"Sjugirov, Sanan","Andreikin, Dmitry",2663,2725,2021.01.02,blitz,0-1,B47,?
862,"Andreikin, Dmitry","Andriasian, Zaven",2737,2621,2016.12.18,swiss (blitz),1/2-1/2,A33,20
863,"Andreikin, Dmitry","Fedoseev, Vladimir",2720,2659,2015.10.11,rapid,1/2-1/2,E93,10.17
864,"Andreikin, Dmitry","Rudenko, Eugeny",2708,2108,2017.09.30,swiss (rapid),1-0,B50,1
865,"Andreikin, Dmitry","Demchenko, Anna",2729,2654,2022.04.05,,1-0,A55,11
866,"Andreikin, Dmitry","Zhigalko, Sergei",,,1999.11.05,,1-0,B77,11
867,"Andreikin, Dmitry","Wang, Hao",2712,2709,2017.12.11,swiss (rapid),1-0,D00,5
868,"Firouzja, Alireza","Andreikin, Dmitry",2079,2712,2018.02.22,,1/2-1/2,C17,3
869,"Andreikin, Dmitry","Kamsky, Gata",2509,2705,2007.01.22,match (blitz),0-1,B11,?
870,"Paravyan, David","Andreikin, Dmitry",2528,2736,2016.10.04,swiss (blitz),0-1,D15,8.4
871,"Obolenskikh, Dmitry","Andreikin, Dmitry",2544,2726,2020.08.11,,0-1,A04,5
872,"Truongson Nguyen, Ngoc","Andreikin, Dmitry",2625,2713,2013.06.10,,1/2-1/2,D36,19.6
873,"Andreikin, Dmitry","Chernobay, Artem",2217,,2001.??.??,,1-0,B14,?
874,"Andreikin, Dmitry","Korobov, Anton",2728,2685,2021.09.11,,0-1,B23,3.4
875,"Andreikin, Dmitry","Miroshnichenko, Evgenij",2503,2616,2006.07.17,swiss,1/2-1/2,D35,8
876,"Andreikin, Dmitry","Kovalev, Vladislav",2702,2650,2018.06.22,swiss (rapid),1/2-1/2,C85,7
877,"Andreikin, Dmitry","Dobrov, Vladimir",2725,2478,2021.05.25,,1/2-1/2,B23,8
878,"Krapivin, Alexander","Andreikin, Dmitry",2478,2509,2007.03.18,tourn,1/2-1/2,B25,8
879,"Paravyan, David","Andreikin, Dmitry",2634,2719,2018.12.29,swiss (blitz),0-1,A49,6
880,"Andreikin, Dmitry","Kalezic, Bojan",2726,2448,2020.09.01,,1/2-1/2,D43,3
881,"Andreikin, Dmitry","Safarli, Eltaj",2555,2488,2007.12.08,swiss,1/2-1/2,E13,8
882,"Andreikin, Dmitry","Potkin, Vladimir",2713,2647,2013.06.09,,1-0,A07,14.10
883,"Truskavetsky, Alexandr","Andreikin, Dmitry",2387,2725,2021.05.10,,0-1,,9.1
884,"Andreikin, Dmitry","Dreev, Aleksey",2724,2623,2022.03.29,,1/2-1/2,D11,4
885,"Andreikin, Dmitry","Greenfeld, Alon",,,2011.09.29,,1-0,E91,5
886,"Andreikin, Dmitry","Noritsyn, Nikolay",2726,2512,2020.05.26,,1-0,C41,8
887,"Andreikin, Dmitry","Goganov, Aleksey",2782,2568,2021.08.01,blitz,1/2-1/2,,7.5
888,"Andreikin, Dmitry","Morozevich, Alexander",2700,2770,2012.07.09,blitz,1/2-1/2,A07,13
889,"Andreikin, Dmitry","Kurnosov, Igor",2217,2375,2001.06.17,,1/2-1/2,B33,9
890,"Andreikin, Dmitry","Chepukaitis, Genrikh",2402,2388,2003.07.01,swiss,1/2-1/2,B06,3
891,"Andreikin, Dmitry","Artemiev, Vladislav",2725,2709,2021.03.03,blitz,0-1,C45,5
892,"Andreikin, Dmitry","Cherniaev, Alexander",2723,2460,2012.11.10,,1/2-1/2,A07,4.2
893,"Andreikin, Dmitry","Nepomniachtchi, Ian",2719,2763,2018.12.26,swiss (rapid),1/2-1/2,D85,5
894,"Andreikin, Dmitry","Romanov, Evgeny",2720,2573,2015.10.10,rapid,1/2-1/2,A45,3.30
895,"Smith, Axel","Andreikin, Dmitry",2503,2736,2016.05.02,swiss,1/2-1/2,D15,3
896,"Andreikin, Dmitry","Savchenko, Boris",2726,2564,2020.06.30,,1/2-1/2,B23,5
897,"Andreikin, Dmitry","Mamedov, Rauf",2580,2617,2008.05.03,,1/2-1/2,B08,1.2
898,"Andreikin, Dmitry","Gelfand, Boris",2713,2755,2013.06.12,,0-1,B53,6
899,"Andreikin, Dmitry","Khairullin, Ildar",2635,2605,2010.04.23,tourn,1/2-1/2,E36,6
900,"Andreikin, Dmitry","Karjakin, Sergey",2706,2762,2013.10.05,,1-0,E12,1.3
901,"Jones, Glynn","Andreikin, Dmitry",2669,2729,2022.05.10,,0-1,A04,4
902,"Grischuk, Alexander","Andreikin, Dmitry",2747,2743,2016.06.05,,1-0,B12,3
903,"Ponikarovsky, Alexey","Andreikin, Dmitry",1929,2725,2021.03.16,,0-1,B01,11
904,"Vovk, Yuri","Andreikin, Dmitry",2575,2625,2009.05.26,,1/2-1/2,E12,6
905,"Andreikin, Dmitry","Hector, Jonny",2702,2499,2018.07.27,,1-0,C48,8
906,"Andreikin, Dmitry","Panchenko, Dmitry",2472,2400,2005.02.07,team,1-0,D12,6
907,"Andreikin, Dmitry","Narayanan, S.r",2729,2662,2022.04.09,rapid,1-0,D11,5
908,"Andreikin, Dmitry","Tuan Minh, Tran",2726,2518,2020.08.04,,1-0,A05,8
909,"Barp, Alberto","Andreikin, Dmitry",2388,2724,2022.03.22,,0-1,E15,4
910,"Dubov, Daniil","Andreikin, Dmitry",2569,2700,2012.06.23,,1/2-1/2,E46,7
