,White,Black,WhiteELO,BlackELO,Date,Event,Result,Opening
620,"Firouzja, Alireza","Tang, Andrew",2726,2537,2020.02.10,,1-0,A13
621,"Firouzja, Alireza","Praggnanandhaa, R.",2749,2608,2020.12.19,,1-0,B40
622,"Firouzja, Alireza","Vidit, Santosh Gujrathi",2660,2724,2019.06.15,,1-0,
623,"Bluebaum, Matthias","Firouzja, Alireza",2643,2702,2020.03.25,blitz,1/2-1/2,D07
624,"Munoz, Miguel","Firouzja, Alireza",2513,2682,2019.06.01,blitz,1-0,B20
625,"Tang, Andrew","Firouzja, Alireza",2538,2759,2021.04.07,,0-1,E32
626,"Savchenko, Boris","Firouzja, Alireza",2551,2749,2020.12.25,blitz,0-1,B44
627,"Firouzja, Alireza","Warmerdam, Max",2728,2506,2020.08.11,,1-0,C77
628,"Nguyen, Hong Anh","Firouzja, Alireza",1970,2728,2020.08.25,,0-1,E10
629,"Johansson, Linus","Firouzja, Alireza",2479,2657,2019.03.07,,0-1,E94
630,"Noroozi, Omid","Firouzja, Alireza",2399,2079,2016.01.24,,1/2-1/2,B80
631,"Ding, Liren","Firouzja, Alireza",2791,2728,2020.04.18,,1/2-1/2,E51
632,"Firouzja, Alireza","Tahbaz, Arash",2618,2468,2019.01.24,tourn,1/2-1/2,A28
633,"Ivanchuk, Vassily","Firouzja, Alireza",2678,2728,2020.06.14,blitz,0-1,E70
634,"Kramnik, Vladimir","Firouzja, Alireza",2753,2759,2021.06.21,blitz,0-1,
635,"Firouzja, Alireza","Nakamura, Hikaru",2656,2836,2021.12.28,rapid,1/2-1/2,
636,"Aronian, Levon","Firouzja, Alireza",2758,2702,2019.10.03,,1-0,A28
637,"Triapishko, Alexandr","Firouzja, Alireza",2507,2749,2020.12.19,,0-1,A40
638,"Firouzja, Alireza","Sundararajan, Kidambi",2657,2413,2019.03.24,,1-0,C97
639,"So, Wesley","Firouzja, Alireza",2770,2759,2021.06.28,,1/2-1/2,E32
640,"Bluebaum, Matthias","Firouzja, Alireza",2631,2702,2019.12.15,blitz,0-1,
641,"Harikrishna, Pentala","Firouzja, Alireza",2732,2728,2020.09.15,rapid,1/2-1/2,D63
642,"Sadhwani, Raunak","Firouzja, Alireza",2545,2749,2020.12.19,,0-1,A04
643,"Firouzja, Alireza","Paravyan, David",2728,2653,2020.08.26,,0-1,D37
644,"Carlsen, Magnus","Firouzja, Alireza",2862,2749,2021.02.22,,1-0,B23
645,"Azarov, Sergei Nikolaevich","Firouzja, Alireza",2575,2618,2019.01.08,team-swiss (rapid),1-0,B69
646,"Sjugirov, Sanan","Firouzja, Alireza",2675,2728,2020.09.08,,0-1,B51
647,"Gukesh, Dommaraju","Firouzja, Alireza",2563,2728,2020.06.13,blitz,0-1,C11
648,"Harikrishna, Pentala","Firouzja, Alireza",2690,2703,2020.05.05,,1/2-1/2,
649,"Firouzja, Alireza","Gulbas, Cemil",2685,2380,2019.07.17,,1-0,
650,"Firouzja, Alireza","Savchenko, Boris",2749,2551,2020.12.25,blitz,0-1,D52
651,"Noroozi, Omid","Firouzja, Alireza",2351,2079,2018.03.12,,0-1,A48
652,"Maghalashvili, Davit","Firouzja, Alireza",2506,2549,2018.02.09,,1/2-1/2,E94
653,"Carlsen, Magnus","Firouzja, Alireza",2862,2749,2021.02.22,,1-0,D79
654,"Firouzja, Alireza","Karjakin, Sergey",2754,2758,2021.09.09,,1/2-1/2,
655,"Lagarde, Maxime","Firouzja, Alireza",2655,2728,2020.06.14,blitz,0-1,C00
656,"Firouzja, Alireza","Giri, Anish",2759,2780,2021.05.24,,0-1,
657,"Kazhgaleyev, Murtas","Firouzja, Alireza",2575,2561,2018.08.03,blitz,0-1,
658,"Mamedyarov, Shakhriyar","Firouzja, Alireza",2761,2703,2021.04.24,,1-0,
659,"Firouzja, Alireza","Duda, Jan Krzysztof",2759,2729,2021.06.26,rapid,0-1,
660,"Firouzja, Alireza","Carlsen, Magnus",2749,2862,2021.02.27,,1-0,C00
661,"Firouzja, Alireza","Svane, Rasmus",2456,2555,2016.12.30,swiss (blitz),1-0,D97
662,"Vedmediuc, Serghei","Firouzja, Alireza",2464,2728,2020.05.16,blitz,1-0,B00
663,"Mirzoev, Azer","Firouzja, Alireza",2483,2618,2019.02.10,swiss,0-1,E60
664,"Firouzja, Alireza","Paichadze, Luka",2079,2558,2015.07.15,,1/2-1/2,B12
665,"Nakamura, Hikaru","Firouzja, Alireza",2736,2749,2020.12.19,,1-0,D05
666,"Savchenko, Boris","Firouzja, Alireza",2551,2749,2020.12.25,blitz,1-0,C53
667,"Firouzja, Alireza","Abdelnabbi, Imed",2079,2433,2015.04.12,,1-0,C71
668,"Firouzja, Alireza","Bachmann, Axel",2728,2599,2020.08.11,,1-0,B00
669,"Firouzja, Alireza","Moroni, Luca Jr",2463,2459,2016.09.10,team-swiss,1/2-1/2,C14
670,"Firouzja, Alireza","Perez, Maximiliano",2759,2413,2021.04.20,,1-0,D00
671,"Firouzja, Alireza","Iskandarov, Misratdin",2323,2405,2015.10.05,swiss,1/2-1/2,C76
672,"Onischuk, Vladimir","Firouzja, Alireza",2633,2728,2020.06.23,,0-1,C00
673,"Piorun, Kacper","Firouzja, Alireza",2615,2749,2020.12.19,,0-1,A01
674,"Firouzja, Alireza","Aronian, Levon",2702,2758,2019.10.03,,1-0,D37
675,"Naroditsky, Daniel","Firouzja, Alireza",2621,2728,2020.08.26,,1-0,B22
676,"Firouzja, Alireza","Bhambure, Shantanu",2572,2155,2018.04.18,,1-0,B90
677,"Firouzja, Alireza","Howell  Rajko Vujatovi, David",2770,2658,2021.11.06,,1-0,C50
678,"Firouzja, Alireza","Oleksiyenko, Mykhaylo",2702,2594,2019.10.27,blitz,1-0,
679,"Firouzja, Alireza","Vachier Lagrave, Maxime",2728,2778,2020.04.26,,1/2-1/2,D12
680,"Debashis, Das","Firouzja, Alireza",2472,2456,2016.12.28,swiss (rapid),0-1,E73
681,"Firouzja, Alireza","Glek, Igor",2728,2475,2020.05.16,blitz,1-0,D00
682,"Firouzja, Alireza","Chigaev, Maksim",2759,2631,2021.03.30,,1-0,A45
683,"Firouzja, Alireza","Giri, Anish",2728,2764,2020.05.16,,1-0,B23
684,"Firouzja, Alireza","Baskin, Robert",2728,2390,2020.08.25,,1-0,C92
685,"Firouzja, Alireza","Gelashvili, Tamaz",2463,2575,2016.09.03,,1/2-1/2,C00
686,"Shimanov, Aleksandr","Firouzja, Alireza",2587,2723,2020.02.10,,0-1,C53
687,"Firouzja, Alireza","Nepomniachtchi, Ian",2754,2792,2021.09.14,,1-0,
688,"Vitiugov, Nikita","Firouzja, Alireza",2747,2723,2020.01.25,,1/2-1/2,C78
689,"Firouzja, Alireza","Baklan, Vladimir",2728,2587,2020.05.19,,1-0,B67
690,"Matevosyan, Sedrak","Firouzja, Alireza",2141,2463,2016.10.06,swiss,0-1,D94
691,"Mahjoob Zardast, Morteza","Firouzja, Alireza",2354,2517,2017.08.17,,0-1,B22
692,"Firouzja, Alireza","Iljin, Timofey",2728,2273,2020.08.25,,1-0,B30
693,"Firouzja, Alireza","Martinez Alcantara, Jose Eduardo",2682,2583,2019.05.21,,1-0,B90
694,"Tang, Andrew","Firouzja, Alireza",2538,2759,2021.04.07,,0-1,E32
695,"Martinez Alcantara, Jose Eduardo","Firouzja, Alireza",2583,2682,2019.05.21,,0-1,C78
696,"Firouzja, Alireza","Karjakin, Sergey",2703,2709,2020.11.24,tourn,1-0,
697,"Firouzja, Alireza","Vachier Lagrave, Maxime",2759,2751,2021.08.30,rapid,1-0,
698,"Firouzja, Alireza","Hjartarson, Johann",2669,2520,2019.04.16,,1-0,B48
699,"Fedoseev, Vladimir","Firouzja, Alireza",2152,2079,2018.08.14,,1-0,E90
700,"Bocharova, Diana","Firouzja, Alireza",2524,2728,2020.05.19,,0-1,E68
701,"Dubov, Daniil","Firouzja, Alireza",2710,2759,2021.05.19,,0-1,E70
702,"Firouzja, Alireza","Abdusattorov, Nodirbek",2728,2627,2020.08.11,,0-1,C82
703,"Chan, Marcus","Firouzja, Alireza",2150,2079,2018.08.20,,0-1,A27
704,"Firouzja, Alireza","So, Wesley",2759,2772,2021.09.01,rapid,1-0,
705,"Firouzja, Alireza","Schoen, Rudolf",2600,1997,2018.10.29,swiss,1-0,B31
706,"Nava, Roderick","Firouzja, Alireza",2392,2607,2018.12.10,,0-1,E90
707,"Lobanov, Sergei","Firouzja, Alireza",2505,2685,2019.07.18,,0-1,
708,"Vlassov, Nikolai","Firouzja, Alireza",2306,2759,2021.04.13,,0-1,B22
709,"Andreikin, Dmitry","Firouzja, Alireza",2724,2723,2019.12.28,rapid,1/2-1/2,D27
710,"Firouzja, Alireza","Amin, B.",2728,2686,2020.07.07,,0-1,E92
711,"Firouzja, Alireza","Nepomniachtchi, Ian",2759,2792,2021.06.22,blitz,1-0,C11
712,"Firouzja, Alireza",Nihal Sarin,2656,2500,2021.12.26,rapid,0-1,
713,"Firouzja, Alireza","Kamsky, Gata",2759,2665,2021.03.30,,1-0,D00
714,"Dominguez Perez, Leinier","Firouzja, Alireza",2758,2728,2020.09.19,blitz,0-1,B67
715,"Giri, Anish","Firouzja, Alireza",2764,2728,2020.05.16,,1-0,E06
716,"Firouzja, Alireza","Aronian, Levon",2702,2758,2019.10.03,,0-1,C65
717,"Firouzja, Alireza","Carlsen, Magnus",2749,2862,2021.02.27,,1-0,B01
718,"Firouzja, Alireza","Ibrahim, Sultan Al Ali",2079,2023,2014.12.23,,1-0,B59
719,"Aronian, Levon","Firouzja, Alireza",2785,2456,2016.12.29,blitz,1/2-1/2,E67
720,"Firouzja, Alireza","Nepomniachtchi, Ian",2759,2789,2021.03.09,,1/2-1/2,B23
721,"Grieve, Harry","Firouzja, Alireza",2351,2749,2021.02.09,,0-1,A45
722,"Firouzja, Alireza","Ragger, Markus",2726,2670,2020.02.12,,1/2-1/2,C84
723,"Firouzja, Alireza","Artemiev, Vladislav",2723,2731,2019.12.30,blitz,1-0,B10
724,"Firouzja, Alireza","Artemiev, Vladislav",2759,2704,2021.09.03,rapid,1/2-1/2,
725,"Firouzja, Alireza","Oleksiyenko, Mykhaylo",2079,2643,2017.04.06,,0-1,B48
726,"Firouzja, Alireza","Maghsoodloo, Parham",2079,2450,2016.01.27,,1/2-1/2,B43
727,"Firouzja, Alireza","Buksa, Nataliya",2728,2410,2020.05.16,blitz,1-0,B23
728,"Cori, Jorge","Firouzja, Alireza",2652,2726,2020.02.10,,1/2-1/2,D55
729,"Bluebaum, Matthias","Firouzja, Alireza",2631,2702,2019.12.15,blitz,1/2-1/2,
730,"Nguyen, Ngoc Truong Son","Firouzja, Alireza",2641,2607,2018.12.12,,1/2-1/2,E60
731,"Maghsoodloo, Parham","Firouzja, Alireza",2676,2728,2020.06.13,blitz,1/2-1/2,C67
732,"Erigaisi, Arjun","Firouzja, Alireza",2559,2749,2020.12.20,,0-1,C77
733,"Smirnov, Anton","Firouzja, Alireza",2604,2723,2020.01.06,,1/2-1/2,B01
734,"Firouzja, Alireza","Zhigalko, Sergei",2607,2604,2018.12.28,swiss (rapid),1-0,D30
735,"Firouzja, Alireza","Tran, Tuan Minh",2660,2587,2019.06.15,,1-0,
736,"Firouzja, Alireza","Laylo, Darwin",2660,2371,2019.06.15,,1-0,
737,"Kamsky, Gata","Firouzja, Alireza",2666,2607,2018.12.27,rapid,1/2-1/2,A48
738,"Firouzja, Alireza","Chernobay, Artem",2728,2490,2020.11.03,swiss,1-0,A00
739,"Firouzja, Alireza","So, Wesley",2703,2741,2021.03.16,,0-1,
740,"Firouzja, Alireza","Taalaibekov, Tagir",2487,2213,2017.05.04,,1-0,C18
741,"Firouzja, Alireza","Martinez Alcantara, Jose Eduardo",2682,2583,2019.05.21,,1-0,B91
742,"Bellia, Fabio","Firouzja, Alireza",2448,2600,2018.11.01,,0-1,A75
743,"Firouzja, Alireza","Matlakov, Maxim",2749,2698,2020.12.19,,1-0,B10
744,"Firouzja, Alireza","Gevorgyan, Maria",2079,2229,2016.10.08,,1-0,A08
745,"Anton Guijarro, David","Firouzja, Alireza",2650,2456,2016.12.29,swiss (blitz),0-1,E92
746,"Firouzja, Alireza","Razaghi, Behrooz",2079,2184,2016.10.26,,1-0,C95
747,"Carlsen, Magnus","Firouzja, Alireza",2863,2728,2020.04.15,blitz,0-1,
748,"Firouzja, Alireza","Maghsoodloo, Parham",2728,2676,2020.06.14,blitz,1-0,A46
749,"Svane, R.","Firouzja, Alireza",2613,2749,2020.12.19,,0-1,A04
750,"Firouzja, Alireza","Kozak, Adam",2481,2364,2016.07.24,team-swiss,1/2-1/2,A07
751,"Firouzja, Alireza","Nakamura, Hikaru",2749,2736,2020.12.20,,0-1,D05
752,"Sengupta, Deep","Firouzja, Alireza",2527,2728,2020.09.01,,0-1,A48
753,"Dominguez Perez, Leinier","Firouzja, Alireza",2758,2728,2020.09.16,rapid,1-0,B12
754,"Ivanchuk, Vassily","Firouzja, Alireza",2678,2728,2020.06.14,blitz,0-1,A49
755,"Firouzja, Alireza","Nepomniachtchi, Ian",2702,2776,2019.10.04,,0-1,
756,"Naroditsky, Daniel","Firouzja, Alireza",2621,2728,2020.08.26,,1-0,B10
757,"Moradi, Amirmasoud","Firouzja, Alireza",2276,2079,2018.02.04,,0-1,B03
758,"Firouzja, Alireza","Jobava, Baadur",2723,2604,2019.12.29,blitz,1-0,D11
759,"Safarli, Eltaj","Firouzja, Alireza",2641,2499,????.??.??,team,1/2-1/2,B51
760,"Fedoseev, Vladimir","Firouzja, Alireza",2687,2749,2021.02.23,,1-0,E04
761,"Firouzja, Alireza","Aronian, Levon",2702,2758,2019.10.03,,1-0,A05
762,"Sevian, Samuel","Firouzja, Alireza",2666,2682,2019.07.09,,0-1,A06
763,"Firouzja, Alireza","Bortnyk, Olexandr",2749,2598,2020.12.24,blitz,0-1,C41
764,"Selbes, Tarik","Firouzja, Alireza",2342,2685,2019.07.23,,0-1,
765,"Firouzja, Alireza","Bortnyk, Mykola",2749,2473,2020.12.19,,0-1,D04
766,"Firouzja, Alireza","Andreikin, Dmitry",2607,2719,2018.12.27,swiss (rapid),0-1,E00
767,"Koziol, Kamil","Firouzja, Alireza",2276,2759,2021.04.03,,0-1,B92
768,"Firouzja, Alireza","Abdulla Azar Oglu, Gadimbayli",2749,2470,2020.12.24,,1-0,A00
769,"Moussard, Jules","Firouzja, Alireza",2576,2682,2019.06.02,blitz,1/2-1/2,C42
770,"Altman, Joshua","Firouzja, Alireza",1926,2728,2020.08.11,,0-1,E10
771,"Firouzja, Alireza","Vachier Lagrave, Maxime",2759,2760,2021.05.24,,1/2-1/2,
772,"Esen, Baris","Firouzja, Alireza",2562,2372,2015.12.24,,1-0,E60
773,"Khismatullin, Denis Rimovich","Firouzja, Alireza",2621,2607,2018.12.26,swiss (rapid),0-1,E66
774,"P Sethuraman, Sethuraman","Firouzja, Alireza",2618,2517,2017.08.19,,0-1,E92
775,"So, Wesley","Firouzja, Alireza",2770,2759,2021.03.16,,1/2-1/2,B12
776,"Firouzja, Alireza","Halkias, Stelios",2456,2585,2016.12.28,rapid,1/2-1/2,C95
777,"Amin, Bassem","Firouzja, Alireza",2667,2728,2020.03.02,,0-1,B10
778,"Nakamura, Hikaru","Firouzja, Alireza",2736,2728,2020.09.16,blitz,1-0,B12
779,"Firouzja, Alireza","Howell Rajko Vujatovi, David",2759,2658,2021.03.09,,1-0,C60
780,"Firouzja, Alireza","Carlsen, Magnus",2749,2862,2021.02.22,,0-1,A57
781,"Firouzja, Alireza","Alizadeh, Gh",2618,2191,2019.02.09,swiss,1-0,B31
782,"So, Wesley","Firouzja, Alireza",2765,2723,2020.01.14,,1-0,D27
783,"Firouzja, Alireza","Petrik, Tomas",2463,2464,2016.09.06,,1-0,C15
784,"Firouzja, Alireza","Meier, Georg",2702,2628,2020.04.05,blitz,1-0,E11
785,"Firouzja, Alireza","Quang Liem, Le",2726,2713,2020.02.03,,1/2-1/2,C67
786,"Firouzja, Alireza","Sahaj, Grower",2079,2526,2015.04.14,,0-1,A08
787,"Firouzja, Alireza","Wei, Yi",2682,2736,2019.07.28,,0-1,C42
788,"Firouzja, Alireza","Sevian, Samuel",2682,2666,2019.07.09,,0-1,C65
789,"Jorge, Cristian","Firouzja, Alireza",2686,2685,2019.10.21,,0-1,D76
790,"Shamsi, Mohammadhossein","Firouzja, Alireza",2217,2759,2021.04.13,,0-1,B00
791,"Carlsen, Magnus","Firouzja, Alireza",2862,2749,2021.02.22,,1-0,B23
792,"Coman, Mihnea George","Firouzja, Alireza",2042,2607,2018.11.26,team-swiss,0-1,B07
793,"Le Ruyet, Leopold","Firouzja, Alireza",2245,2728,2020.05.12,,0-1,A07
794,"Alibabaei, Sasan","Firouzja, Alireza",2029,2079,2016.08.04,,0-1,B94
795,"Mamedyarov, Shakhriyar","Firouzja, Alireza",2761,2703,2021.04.27,,1-0,
796,"Bortnyk, Olexandr","Firouzja, Alireza",2598,2749,2020.12.24,blitz,1/2-1/2,B20
797,"So, Wesley","Firouzja, Alireza",,,2020.01.14,,1-0,D27
798,"Firouzja, Alireza","Chigaev, Maksim",2749,2631,2021.02.16,,1-0,A45
799,"Firouzja, Alireza","Siddharth, Gopakumar",2682,1847,2019.06.01,blitz,1-0,B30
800,"Firouzja, Alireza","Borisek, Jure",2456,2561,2016.12.30,swiss (blitz),1/2-1/2,D22
801,"Chao2, Li","Firouzja, Alireza",2720,2456,2016.12.30,blitz,1-0,E92
802,"Bluebaum, Matthias","Firouzja, Alireza",2647,2728,2020.06.23,,0-1,E92
803,"Firouzja, Alireza","Caruana, Fabiano",2703,2773,2020.04.24,,1-0,
804,"Firouzja, Alireza","Grischuk, Alexander",2728,2777,2020.09.19,blitz,1-0,C28
805,"Firouzja, Alireza","Sokolov, Ivan",2079,2626,2016.07.13,,0-1,A07
806,"Chanda, Sandipan","Firouzja, Alireza",2511,2682,2019.06.15,blitz,1-0,A44
807,"Aronian, Levon","Firouzja, Alireza",2758,2702,2019.10.03,,0-1,A28
808,"Nakamura, Hikaru","Firouzja, Alireza",2736,2759,2021.04.07,,0-1,A01
809,"Khatibi, Meysam","Firouzja, Alireza",2276,2527,2017.09.15,team-swiss,0-1,B70
810,"Firouzja, Alireza","Sunilduth Lyna, Narayanan",,,2018.09.??,,1/2-1/2,C54
811,"Maghsoodloo, Parham","Firouzja, Alireza",2584,2079,2017.09.03,,1/2-1/2,E04
812,"Korobov, Anton","Firouzja, Alireza",2698,2607,2018.12.28,rapid,1-0,E81
813,"Makhnev, Denis","Firouzja, Alireza",2437,2079,2018.07.28,,0-1,D00
814,"Martinez Alcantara, Jose Eduardo","Firouzja, Alireza",2583,2682,2019.05.21,,0-1,D76
815,"Firouzja, Alireza","Caruana, Fabiano",2703,2773,2020.04.24,,0-1,
816,"Ikeda, Junta","Firouzja, Alireza",2437,2079,2018.08.23,,0-1,A50
817,"Firouzja, Alireza","Kamsky, Gata",2728,2674,2020.06.16,,0-1,B06
818,"Firouzja, Alireza","Abedi, Ali",2618,2163,2019.02.05,swiss,1-0,B99
819,"Firouzja, Alireza","Yu, Yangyi",2607,2764,2018.12.30,blitz,1/2-1/2,E00
820,"Firouzja, Alireza","Carlsen, Magnus",2723,2872,2020.01.21,,0-1,C65
821,Nihal Sarin,"Firouzja, Alireza",2606,2682,2019.06.15,blitz,1-0,A45
822,"Al Sayed, Mohammed","Firouzja, Alireza",2082,2079,2015.12.28,,1-0,D80
823,"Firouzja, Alireza","Martinez Alcantara, Jose Eduardo",2682,2583,2019.05.21,,1/2-1/2,C92
824,"Firouzja, Alireza","Toufighi, Homayoon",2079,2436,2018.02.06,,1-0,C16
825,"Firouzja, Alireza","Horvath, Dominik",2481,2216,2016.07.23,team-swiss,1-0,A37
826,"Gholami, Aryan","Firouzja, Alireza",2482,2525,2017.10.30,,1-0,A48
827,"Firouzja, Alireza","Vaibhav, Suri",2728,2600,2020.06.09,,1-0,B12
828,"Alekseev, Evgeny A","Firouzja, Alireza",2639,2618,2019.02.12,swiss,1/2-1/2,A36
829,"Grandelius, Nils","Firouzja, Alireza",2659,2726,2020.02.13,,1/2-1/2,C67
830,"Firouzja, Alireza","Erdogdu, Mert",2749,2396,2021.02.16,,1-0,D00
831,"Firouzja, Alireza","Martinez Alcantara, Jose Eduardo",2682,2583,2019.05.21,,1-0,B90
832,"Firouzja, Alireza","Tang, Andrew",2759,2538,2021.04.07,,1-0,C77
833,"Weishaeutel, Moritz","Firouzja, Alireza",1962,2364,2015.10.26,swiss,0-1,B88
834,"Firouzja, Alireza","Tomashevsky, Evgeny",2749,2706,2021.02.16,,1/2-1/2,A45
835,"Quparadze, Giga","Firouzja, Alireza",2499,2685,2019.07.19,,0-1,
836,"Firouzja, Alireza","Tran, Tuan Minh",2487,2537,2017.05.09,swiss,1-0,B90
837,"Firouzja, Alireza","Gusain, Himal",2079,2450,2018.02.08,,1-0,B46
838,"Wang, Hao","Firouzja, Alireza",2714,2618,2019.02.26,,1-0,E75
839,"Firouzja, Alireza","Xiong, Jeffery",2728,2709,2020.09.15,rapid,1/2-1/2,A07
840,"Firouzja, Alireza","Kamsky, Gata",2728,2672,2020.10.27,game,1/2-1/2,A00
841,"Maghsoodloo, Parham","Firouzja, Alireza",2701,2804,2021.12.30,blitz,1-0,E46
842,"Firouzja, Alireza","Moskalenko, Artem",2728,2515,2020.08.04,,0-1,B12
843,"Aronian, Levon","Firouzja, Alireza",2758,2702,2019.10.03,,1/2-1/2,A20
844,"Firouzja, Alireza","Cheparinov, Ivan",2456,2689,2016.12.29,swiss (blitz),0-1,A07
845,"Firouzja, Alireza",Arjun Kalyan,2728,2477,2020.08.25,,0-1,C88
846,"Nakamura, Hikaru","Firouzja, Alireza",2736,2749,2020.12.20,,1-0,B23
847,Nihal Sarin,"Firouzja, Alireza",2096,2364,2015.11.04,swiss,1/2-1/2,D85
848,"Firouzja, Alireza","Garcia, Jan Emmanuel",2660,2453,2019.06.15,,1-0,
849,"Firouzja, Alireza","Carlsen, Magnus",2759,2847,2021.06.26,rapid,1-0,
850,"Firouzja, Alireza","Molaei, Mohammadamin",2079,2271,2017.08.30,,1-0,B33
851,"Firouzja, Alireza","Inarkiev, Ernesto",2079,2684,2018.02.20,,1/2-1/2,C88
852,"Firouzja, Alireza","Rasulov, Vugar Ural Oglu",2277,2504,2015.07.14,swiss,1-0,B08
853,"Wei, Yi","Firouzja, Alireza",2736,2682,2019.07.28,,1-0,C78
854,"Firouzja, Alireza","Nepomniachtchi, Ian",2749,2784,2020.11.22,,1/2-1/2,E60
855,"Firouzja, Alireza","Nakamura, Hikaru",2703,2829,2020.05.08,,1/2-1/2,
856,"Firouzja, Alireza","So, Wesley",2703,2741,2021.03.17,,1/2-1/2,
857,"Firouzja, Alireza","Kramnik, Vladimir",2759,2753,2021.06.22,blitz,1-0,
858,"Guliyev, Namig","Firouzja, Alireza",2529,2728,2020.06.13,blitz,0-1,C01
859,"Firouzja, Alireza","Zubov, Alexander",2723,2601,2019.12.29,blitz,1/2-1/2,D26
860,"Sethuraman, S.P.","Firouzja, Alireza",2586,2367,2018.07.27,team-swiss (rapid),0-1,B46
861,"Mamedyarov, Shakhriyar","Firouzja, Alireza",2772,2723,2019.12.29,blitz,1/2-1/2,E60
862,"Dubov, Daniil","Firouzja, Alireza",2710,2759,2021.05.19,,1-0,E04
863,"Firouzja, Alireza","So, Wesley",2759,2770,2021.03.15,,1/2-1/2,D02
864,"Fressinet, Laurent","Firouzja, Alireza",2633,2702,2019.11.27,blitz,1-0,
865,"Zhigalko, Sergei","Firouzja, Alireza",2671,2456,2016.12.30,blitz,1/2-1/2,C92
866,"Firouzja, Alireza","Zarkovic, Mila",2657,2187,2019.03.22,swiss,1-0,B91
867,"So, Wesley","Firouzja, Alireza",2772,2759,2021.09.01,rapid,1/2-1/2,
868,"Suarez Uriel, Adrian","Firouzja, Alireza",2340,2728,2020.05.16,blitz,0-1,B00
869,"Firouzja, Alireza","Moskalenko, Viktor",2085,2534,2014.12.18,swiss (rapid),0-1,C15
870,"Oleksiyenko, Mykhaylo","Firouzja, Alireza",2594,2702,2019.10.27,blitz,0-1,
871,"Firouzja, Alireza","Kulkarni, Rakesh",2759,2321,2021.03.23,,1-0,E10
872,"Nepomniachtchi, Ian","Firouzja, Alireza",2767,2723,2019.12.29,blitz,1-0,B43
873,"Firouzja, Alireza","Yaran, Siar",2685,2197,2019.07.24,,1-0,
874,"Firouzja, Alireza","Fedoseev, Vladimir",2749,2676,2020.11.05,,1-0,B12
875,"Van Foreest, Jorden","Firouzja, Alireza",2698,2759,2021.08.28,rapid,1/2-1/2,
876,"Dzhumagaliev, Yan","Firouzja, Alireza",2410,2607,2018.12.29,swiss (blitz),0-1,A49
877,"Sasikiran, Krishnan","Firouzja, Alireza",2680,2079,2018.02.21,,1/2-1/2,B67
878,"Lysyj, Igor","Firouzja, Alireza",2643,2465,2017.02.24,,1-0,E97
879,"Firouzja, Alireza","Molaei, Mohammadamin",2525,2326,2017.10.18,,1/2-1/2,B27
880,"Firouzja, Alireza",Gukesh D,2728,2563,2020.07.14,blitz,1-0,D78
881,"Hellers, Ferdinand","Firouzja, Alireza",2592,2728,2020.03.02,,0-1,D73
882,"Maghsoodloo, Parham","Firouzja, Alireza",2510,2485,2016.07.05,,0-1,
883,"Vidit, Santosh Gujrathi","Firouzja, Alireza",2726,2759,2021.06.27,,1/2-1/2,A81
884,"Nakamura, Hikaru","Firouzja, Alireza",2736,2728,2020.05.19,rapid,1-0,D05
885,"Nabaty, Tamir","Firouzja, Alireza",2638,2749,2020.12.19,,0-1,B07
886,"Firouzja, Alireza","Maghsoodloo, Parham",2728,2676,2020.06.14,blitz,1/2-1/2,D02
887,"Firouzja, Alireza","Radjabov, Teimour",2759,2765,2021.03.14,,1-0,E98
888,"Firouzja, Alireza","Carlsen, Magnus",2759,2847,2021.08.28,rapid,1-0,
889,"Wei, Yi","Firouzja, Alireza",2736,2682,2019.07.28,,0-1,A05
890,"Firouzja, Alireza","Puranik, Abhimanyu",2561,2507,2018.09.13,,0-1,B38
891,"Naroditsky, Daniel","Firouzja, Alireza",2621,2728,2020.08.26,,1/2-1/2,A01
892,"Nozdrachev, Vasiliy","Firouzja, Alireza",2500,2759,2021.04.03,,1-0,B90
893,"Firouzja, Alireza","Bluebaum, Matthias",2728,2647,2020.07.14,blitz,1/2-1/2,C11
894,"Firouzja, Alireza","Artemiev, Vladislav",2728,2716,2020.05.06,,1/2-1/2,B46
895,"Firouzja, Alireza","Muradli, Mahammad",2759,2449,2021.04.03,,1-0,B90
896,"Mikhailova, Vera","Firouzja, Alireza",2428,2759,2021.04.03,,0-1,A05
897,"Tarlev, Konstantin","Firouzja, Alireza",2560,2079,2015.02.12,,1-0,B38
898,"Van Foreest, Jorden","Firouzja, Alireza",,,2020.01.19,,1/2-1/2,B90
899,"Mareco, Sandro","Firouzja, Alireza",2635,2456,2016.12.27,rapid,0-1,E98
900,"Firouzja, Alireza","Na, Na",2607,2495,2018.12.11,,1-0,C55
901,"Firouzja, Alireza","Ghaem Maghami, Ehsan",2618,2533,2019.01.29,tourn,1/2-1/2,B11
902,"Vastrukhin, Oleg","Firouzja, Alireza",2401,2749,2021.02.23,,1/2-1/2,A07
903,"Firouzja, Alireza","Mozharov, Mikhail",2728,2558,2020.09.08,,1-0,A05
904,"Firouzja, Alireza","So, Wesley",2703,2741,2021.03.17,,0-1,
905,"Inarkiev, Ernesto","Firouzja, Alireza",2709,2456,2016.12.29,swiss (blitz),0-1,E92
906,Aditya Mittal,"Firouzja, Alireza",2438,2728,2020.07.14,blitz,0-1,E73
907,"Firouzja, Alireza","Svidler, Peter",2607,2737,2018.12.29,swiss (blitz),1-0,B80
