,White,Black,WhiteELO,BlackELO,Date,Event,Result,Opening,Rounds
207,"Yifan, Xu","Radjabov, Teimour",2578,2751,2008.10.27,,0-1,B30,4
208,"Mamedyarov, Shakhriyar","Radjabov, Teimour",2767,2758,2019.09.20,,1/2-1/2,C67,26.7
209,"Navara, David","Radjabov, Teimour",2433,2476,2001.??.??,,1/2-1/2,,4
210,"Radjabov, Teimour","Harikrishna, Pentala",2734,2727,2014.12.17,swiss,1-0,E16,5
211,"Vidit, Santosh Gujrathi","Radjabov, Teimour",2726,2763,2021.10.15,team,1/2-1/2,E94,5.1
212,"Radjabov, Teimour","Wang, Yue",2713,2723,2013.12.17,swiss (rapid),1/2-1/2,D41,3.1
213,"Ponomariov, Ruslan","Radjabov, Teimour",2714,2734,2014.12.13,tourn (blitz),0-1,E37,1
214,"Radjabov, Teimour","Palac, Mladen",2751,2583,2008.11.21,team-swiss,1/2-1/2,D38,8
215,"Morovic Fernandez, Ivan","Radjabov, Teimour",2564,2663,2004.10.16,team-swiss,1/2-1/2,E90,2
216,"Beliavsky, Alexander G","Radjabov, Teimour",2622,2739,2015.11.13,,1/2-1/2,D85,1.9
217,"Mamedov, Nidjat","Radjabov, Teimour",2463,2673,2005.05.03,k.o.,1/2-1/2,B51,3.1
218,"Kramnik, Vladimir","Radjabov, Teimour",2777,2738,2015.10.14,blitz,1/2-1/2,A05,16.5
219,"Carlsen, Magnus","Radjabov, Teimour",2837,2788,2012.07.10,blitz,1-0,A00,27
220,"Radjabov, Teimour","Aronian, Levon",2765,2781,2021.05.23,,1/2-1/2,,5.1
221,"Radjabov, Teimour","Harikrishna, Pentala",2710,2755,2017.04.23,,1/2-1/2,D38,3
222,"Radjabov, Teimour","Asrian, Armen",2717,2646,2006.04.24,team,1/2-1/2,D37,5
223,"Radjabov, Teimour","Aronian, Levon",2751,2763,2008.05.10,tourn,1/2-1/2,D43,3
224,"Radjabov, Teimour","Al Modiahki, Mohamad",2744,2556,2008.07.31,,1-0,A11,1
225,"Guseinov, Gadir","Radjabov, Teimour",2265,,1997.??.??,,1/2-1/2,C10,?
226,"Sulskis, Sarunas","Radjabov, Teimour",2582,2656,2004.01.03,tourn (rapid),0-1,B32,3
227,"Radjabov, Teimour","Vachier Lagrave, Maxime",2758,2774,2019.09.27,,1-0,A34,6.2
228,"Ding, Liren","Radjabov, Teimour",2702,2793,2012.12.18,swiss (rapid),1/2-1/2,E97,3
229,"Wesley, George","Radjabov, Teimour",2822,2710,2017.04.29,,1/2-1/2,A30,8
230,"Radjabov, Teimour","Dominguez Perez, Leinier",2761,2717,2009.03.05,tourn,1/2-1/2,B22,12
231,"Aronian, Levon","Radjabov, Teimour",2645,2670,2004.05.23,swiss,1/2-1/2,A84,8
232,"Radjabov, Teimour","Wang, Hao",2713,2735,2013.12.15,tourn (blitz),1-0,E08,13
233,"Nisipeanu, Liviu Dieter","Radjabov, Teimour",2674,2723,2013.10.15,tourn,1/2-1/2,B22,9
234,"Svidler, Peter","Radjabov, Teimour",2735,2740,2010.05.13,tourn,1/2-1/2,A16,4
235,"Gelfand, Boris","Radjabov, Teimour",2741,2744,2010.11.17,,1/2-1/2,A48,19.4
236,"Aronian, Levon","Radjabov, Teimour",2801,2744,2010.11.17,tourn (blitz),0-1,E61,20
237,"Ivanchuk, Vassily","Radjabov, Teimour",2731,2567,2001.11.07,,1/2-1/2,C11,2.1
238,"Kramnik, Vladimir","Radjabov, Teimour",2785,2744,2011.05.08,k.o.,1/2-1/2,D37,1.4
239,"Carlsen, Magnus","Radjabov, Teimour",2776,2761,2009.01.17,tourn,1/2-1/2,B40,1
240,"Van Wely, Loek","Radjabov, Teimour",2625,2761,2009.01.22,,1-0,E97,5
241,"Anand, Viswanathan","Radjabov, Teimour",2783,2756,2009.05.09,swiss,1/2-1/2,B45,7
242,"Grischuk, Alexander","Radjabov, Teimour",2733,2760,2009.03.03,tourn,1/2-1/2,E97,11
243,"Radjabov, Teimour","Rozentalis, Eduardas",2656,2625,2004.01.03,tourn (rapid),1/2-1/2,D00,2
244,"Radjabov, Teimour","Cramling, Pia",2533,2496,2001.06.14,,1/2-1/2,D15,3
245,"Giri, Anish","Radjabov, Teimour",2780,2765,2021.05.27,,1/2-1/2,,6.4
246,"Radjabov, Teimour","Kramnik, Vladimir",2756,2759,2009.05.07,swiss,1/2-1/2,C42,2
247,"Radjabov, Teimour","Sadorra, Julio Catalino",,,1996.10.??,,1-0,A49,8
248,"Atalik, Suat","Radjabov, Teimour",2599,2742,2007.10.28,team-tourn,0-1,E70,1.2
249,"Radjabov, Teimour","Van Wely, Loek",2735,2681,2008.01.14,,1/2-1/2,D43,3
250,"Radjabov, Teimour","Aronian, Levon",2761,2750,2009.01.18,tourn,1/2-1/2,C45,2
251,"Grischuk, Alexander","Radjabov, Teimour",2761,2784,2012.06.14,swiss,1/2-1/2,,?
252,"Radjabov, Teimour","Nepomniachtchi, Ian",2758,2778,2020.12.30,,1-0,,5.4
253,"Radjabov, Teimour","Ivanchuk, Vassily",2610,2711,2002.06.03,k.o. (rapid),1-0,E12,3.4
254,"Aronian, Levon","Radjabov, Teimour",2739,2735,2008.02.17,tourn,1/2-1/2,E60,3
255,"Radjabov, Teimour","Kasimdzhanov, Rustam",2751,2672,2008.12.16,tourn,1-0,B78,3
